tag,seed,n_train,n_test,norm_mode,gamma,sync_mode,sync_freq,weights,updates,overflow_rate,mean_max_level_m,action0_lock_rate,mean_n_intervals_100,mean_n_intervals_170,mean_n_switches,final_train_loss,final_train_reward,elapsed_s
G7_2,1,500,30,minmax,0.7,episode,10,0.25|0.4|0.25|0.1,142110,0.0,8.2553,0.0,270.87,29.7,18.77,0.005406,184.39,1775.2
G9_1,1,500,30,minmax,0.9,step,10,0.25|0.4|0.25|0.1,142110,0.3,9.4027,0.0,275.93,27.87,27.9,0.046364,183.73,1776.4
G9_1,2,500,30,minmax,0.9,step,10,0.25|0.4|0.25|0.1,142110,0.0,8.2914,0.0,276.73,34.87,24.47,0.037498,186.01,1776.8
G7_1,2,500,30,minmax,0.7,step,10,0.25|0.4|0.25|0.1,142110,0.0,8.1423,0.0,237.33,42.33,10.93,0.005339,185.9,1777.1
G9_2,2,500,30,minmax,0.9,episode,10,0.25|0.4|0.25|0.1,142110,0.0,8.0585,0.0,291.87,16.73,37.13,0.029939,184.1,1777.2
G9_2,1,500,30,minmax,0.9,episode,10,0.25|0.4|0.25|0.1,142110,0.4,9.432,0.0,279.7,25.33,20.4,0.036885,183.55,1777.7
G7_2,2,500,30,minmax,0.7,episode,10,0.25|0.4|0.25|0.1,142110,0.4667,9.2905,0.0,207.97,60.17,12.87,0.005587,185.73,1777.9
G7_1,1,500,30,minmax,0.7,step,10,0.25|0.4|0.25|0.1,142110,0.0,8.3876,0.0,232.77,50.47,17.73,0.005979,184.46,1778.2
