model_a,model_b,metric,n_pairs,n_nonzero,mean_a,mean_b,mean_diff,W,p,rank_biserial,cliffs_delta,duration_min,GAguided_mean,GAguided_std,Regular_mean,Regular_std,p_holm
GA-guided,Regular,n_dryrun_proxy,1500,688,0.8446666666666667,0.2713333333333333,0.5733333333333334,43002.5,2.284993760763337e-49,0.6371342019104196,0.1903568888888889,60,0.8446666666666667,0.9075412448539797,0.27133333333333337,0.36632256581081957,2.056494384687003e-48
GA-guided,Regular,n_dryrun_proxy,1500,600,1.0073333333333334,0.574,0.43333333333333335,41453.5,3.047922485207835e-31,0.5401719356627842,0.1516022222222222,120,1.0073333333333332,1.244180676411411,0.574,0.6423801228417815,2.438337988166268e-30
GA-guided,Regular,n_dryrun_proxy,1500,870,1.6286666666666667,1.2053333333333334,0.42333333333333334,117102.0,7.575743770361248e-23,0.38185993111366245,0.21632577777777784,180,1.628666666666667,1.3490791097798691,1.2053333333333334,1.0480526916355133,5.303020639252873e-22
GA-guided,Regular,n_dryrun_proxy,1500,988,1.9133333333333333,1.99,-0.07666666666666666,209010.5,7.324993881889281e-05,0.14439195523225112,0.1535724444444444,240,1.9133333333333333,1.553115149197466,1.9899999999999998,1.6932988841640189,0.0004394996329133569
GA-guided,Regular,n_dryrun_proxy,1500,1086,2.2173333333333334,3.1126666666666667,-0.8953333333333333,281174.0,0.1747358652145391,-0.04725696791649513,0.06738844444444436,360,2.2173333333333334,1.623164604509762,3.1126666666666667,2.5659678702413853,0.3494717304290782
GA-guided,Regular,n_dryrun_proxy,1500,1174,2.956,3.5713333333333335,-0.6153333333333333,320580.0,0.0360147605632485,-0.07041212077277176,0.05804577777777786,540,2.9560000000000004,1.3940715747606203,3.571333333333333,3.0540897898464676,0.144059042252994
GA-guided,Regular,n_dryrun_proxy,1500,1271,3.7453333333333334,4.188666666666666,-0.44333333333333336,379628.5,0.06017060944452253,-0.06073932772194429,0.05402355555555549,720,3.745333333333334,1.7513956339635735,4.188666666666667,3.8275525977952136,0.1805118283335676
GA-guided,Regular,n_dryrun_proxy,1500,1400,8.597333333333333,6.360666666666667,2.236666666666667,489996.0,0.9813187120362392,0.000721933312939737,0.05205066666666669,1080,8.597333333333333,8.26541401799625,6.360666666666668,5.367680753050303,0.9813187120362392
GA-guided,Regular,n_dryrun_proxy,1500,1408,20.942666666666668,8.460666666666667,12.482,437990.5,0.00014419599233763593,0.11689766275243564,0.10237422222222214,1440,20.942666666666668,30.89978158858445,8.460666666666668,7.046101522591529,0.0007209799616881797
