scenario_id,return_period,duration_min,overflow_flag,total_inflow_m3,max_possible_drain_m3,inflow_minus_maxdrain_m3,reservoir_capacity_m3,peak_vol_m3,max_level_m
50yr_1080m_h1061,50,1080,0,100404.35799326326,727040,-626635.6420067367,16000.0,2715.713983837471,6.405672268306224
50yr_1080m_h1113,50,1080,0,102076.13271183829,727040,-624963.8672881618,16000.0,2739.22096986691,6.413718669392096
80yr_1080m_h1005,80,1080,0,105795.13022714012,727040,-621244.8697728598,16000.0,2725.548668989566,6.409038664201807
80yr_1080m_h1015,80,1080,0,106017.88000064902,727040,-621022.119999351,16000.0,2704.2918768389454,6.401762500629467
80yr_1080m_h1020,80,1080,0,105608.73389011643,727040,-621431.2661098836,16000.0,2716.4000872023626,6.405907120313767
80yr_1080m_h1077,80,1080,0,107605.12231166655,727040,-619434.8776883334,16000.0,2713.116763618916,6.404783244270534
80yr_1080m_h1105,80,1080,0,109699.04179407054,727040,-617340.9582059295,16000.0,2744.3428098650875,6.415471866457487
100yr_1080m_h1032,100,1080,0,112021.57460352508,727040,-615018.4253964749,16000.0,2720.681865410516,6.407372765666191
100yr_1080m_h1043,100,1080,0,112853.31520257733,727040,-614186.6847974227,16000.0,2736.5075200853316,6.412789860175908
100yr_1080m_h1053,100,1080,0,111975.75705456693,727040,-615064.2429454331,16000.0,2740.111831802792,6.414023609908046
100yr_1080m_h1068,100,1080,0,111507.18849790319,727040,-615532.8115020968,16000.0,2730.9640005308,6.410892322920078
100yr_1080m_h993,100,1080,0,110341.02376247096,727040,-616698.9762375291,16000.0,2775.4184939766164,6.426109019943096
10yr_1440m_h1119,10,1440,0,75296.07900833598,957440,-882143.920991664,16000.0,2428.070798081234,6.307212498120716
10yr_1440m_h1123,10,1440,0,76008.24480225079,957440,-881431.7551977492,16000.0,2423.1533171367164,6.305529252809634
10yr_1440m_h1131,10,1440,0,75133.71003979593,957440,-882306.289960204,16000.0,2428.1667850908684,6.307245354309832
10yr_1440m_h1137,10,1440,0,75380.23524927736,957440,-882059.7647507227,16000.0,2413.6564558381615,6.3022784934409355
10yr_1440m_h1152,10,1440,0,76498.48002981424,957440,-880941.5199701858,16000.0,2429.471535015818,6.307691967976075
20yr_1440m_h1130,20,1440,0,88050.7346124407,957440,-869389.2653875593,16000.0,2457.222446172252,6.317191057369475
20yr_1440m_h1134,20,1440,0,87877.89876834193,957440,-869562.1012316581,16000.0,2462.3274302382315,6.318938484678123
20yr_1440m_h1143,20,1440,0,87661.43111576508,957440,-869778.5688842349,16000.0,2461.825410652076,6.318766644232984
20yr_1440m_h1179,20,1440,0,89179.09271917312,957440,-868260.9072808269,16000.0,2465.672776012695,6.320083590811191
20yr_1440m_h1194,20,1440,0,88691.88906476076,957440,-868748.1109352392,16000.0,2481.3526119830176,6.325450771827928
30yr_1440m_h1153,30,1440,0,97204.72565577175,957440,-860235.2743442282,16000.0,2485.5358884855327,6.326882700215097
30yr_1440m_h1164,30,1440,0,96302.81325569017,957440,-861137.1867443098,16000.0,2503.431391532378,6.3330083002800315
30yr_1440m_h1203,30,1440,0,95243.03790417436,957440,-862196.9620958257,16000.0,2462.2700257433467,6.318918835217771
30yr_1440m_h1204,30,1440,0,95689.24713429852,957440,-861750.7528657014,16000.0,2489.9906376707627,6.328407553236936
30yr_1440m_h1231,30,1440,0,96898.82870849711,957440,-860541.1712915029,16000.0,2510.1646059155782,6.335313068039562
50yr_1440m_h1120,50,1440,0,102674.22289415894,957440,-854765.7771058411,16000.0,2482.102878379434,6.325707586731347
50yr_1440m_h1123,50,1440,0,102807.82124199721,957440,-854632.1787580028,16000.0,2520.4154069348624,6.338821899684305
50yr_1440m_h1140,50,1440,0,102896.41380000801,957440,-854543.586199992,16000.0,2504.27541725483,6.333297208840284
50yr_1440m_h1154,50,1440,0,106096.29184777332,957440,-851343.7081522266,16000.0,2534.48316168804,6.343637268059475
50yr_1440m_h1220,50,1440,0,106400.99629890005,957440,-851039.0037010999,16000.0,2511.4472100639555,6.335752101244386
80yr_1440m_h1185,80,1440,0,112711.53058503463,957440,-844728.4694149654,16000.0,2549.138043375541,6.348653608979403
80yr_1440m_h1199,80,1440,0,113026.84546225963,957440,-844413.1545377404,16000.0,2553.5429865646465,6.3501614134940105
80yr_1440m_h1212,80,1440,0,114329.8713091469,957440,-843110.1286908531,16000.0,2550.7524577614713,6.34920622026065
80yr_1440m_h1220,80,1440,0,114148.06885351875,957440,-843291.9311464813,16000.0,2591.381407726132,6.363113440297453
80yr_1440m_h1237,80,1440,0,114825.54329458428,957440,-842614.4567054157,16000.0,2451.0820642965805,6.315089215162644
100yr_1440m_h1126,100,1440,0,114957.52751098711,957440,-842482.4724890129,16000.0,2523.4201985467553,6.339850434710381
100yr_1440m_h1135,100,1440,0,114913.15463264535,957440,-842526.8453673547,16000.0,2512.073832005525,6.335966592862527
100yr_1440m_h1176,100,1440,0,118527.14663315537,957440,-838912.8533668446,16000.0,2488.7698483537188,6.327989679143082
100yr_1440m_h1205,100,1440,0,117792.65427656032,957440,-839647.3457234397,16000.0,2473.554182221536,6.322781382667518
100yr_1440m_h1230,100,1440,0,118439.45166306243,957440,-839000.5483369376,16000.0,2705.2986577119555,6.402107119999203
