tag,seed,n_train,n_test,norm_mode,gamma,sync_mode,sync_freq,weights,updates,overflow_rate,mean_max_level_m,action0_lock_rate,mean_n_intervals_100,mean_n_intervals_170,mean_n_switches,final_train_loss,final_train_reward,elapsed_s
GS03,1,500,30,sum,0.3,step,10,0.25|0.4|0.25|0.1,142110,1.0,10.0,0.0,191.67,68.9,14.23,0.001356,184.18,1641.6
GS07,1,500,30,sum,0.7,step,10,0.25|0.4|0.25|0.1,142110,0.3333,8.9604,0.0,240.73,44.8,24.53,0.007488,184.22,1642.0
GS05,2,500,30,sum,0.5,step,10,0.25|0.4|0.25|0.1,142110,1.0,10.0,1.0,0.0,0.0,0.0,0.002199,185.54,1642.2
GS05,1,500,30,sum,0.5,step,10,0.25|0.4|0.25|0.1,142110,0.0333,9.0128,0.0,218.77,53.63,13.6,0.002407,184.24,1642.5
GS07,2,500,30,sum,0.7,step,10,0.25|0.4|0.25|0.1,142110,0.8,9.8833,0.0,233.83,13.23,9.77,0.006097,185.21,1643.1
GS095,1,500,30,sum,0.95,step,10,0.25|0.4|0.25|0.1,142110,0.8333,9.8527,0.0,203.0,12.3,53.8,0.285664,182.53,1643.1
GS03,2,500,30,sum,0.3,step,10,0.25|0.4|0.25|0.1,142110,1.0,10.0,1.0,0.0,0.0,0.0,0.001371,185.25,1644.1
GS095,2,500,30,sum,0.95,step,10,0.25|0.4|0.25|0.1,142110,0.7667,9.5255,0.0,267.93,31.8,54.93,0.279218,184.09,1644.6
