scenario_id,return_period,duration_min,n_steps,max_level_m,overflow_flag,n_switches,n_intervals_100,n_intervals_170,n_dryrun_proxy,cum_reward,total_inflow_m3,total_outflow_m3,peak_inflow_per_step_m3,max_possible_drain_m3,reservoir_capacity_m3,inflow_minus_maxdrain_m3,peak_vol_m3,wall_s
100yr_0060m_h129,100,60,59,6.8953334248060205,0,12,92,38,0,120.8522331673704,33216.37066723786,31320.0,1414.1489546956186,74240,16000.0,-41023.62933276214,4146.224076754731,0.04238337394781411
100yr_0060m_h142,100,60,59,6.899538331146967,0,12,92,38,0,120.84369110445246,33251.336662964946,31320.0,1415.132230268911,74240,16000.0,-40988.663337035054,4158.508410279354,0.042629947885870934
100yr_0060m_h152,100,60,59,6.815978217785017,0,11,93,36,0,120.56533416953211,32704.444688269883,30640.0,1400.3204810814764,74240,16000.0,-41535.55531173012,3914.3935076719426,0.04235718003474176
100yr_0060m_h157,100,60,59,7.169602373682347,0,14,83,41,0,121.22529209495721,32443.427606278437,30540.0,1548.083600305184,74240,16000.0,-41796.572393721566,5071.557471061613,0.042029798962175846
100yr_0060m_h206,100,60,59,7.284140820297631,0,11,83,40,0,121.9954747305946,31383.226714575023,30000.0,1622.241579251443,74240,16000.0,-42856.77328542498,5489.966416547248,0.042246158933267
10yr_0120m_h268,10,120,89,6.574868346181818,0,10,126,15,0,179.16695183173084,31379.373394558643,30300.0,879.9828927718826,112640,16000.0,-81260.62660544136,3210.0082399168828,0.052467579022049904
10yr_0120m_h281,10,120,89,6.501804254061595,0,13,119,22,0,179.47388403674918,32078.104005469042,31080.0,968.0555867535606,112640,16000.0,-80561.89599453096,2996.5567136513737,0.06052600406110287
10yr_0120m_h330,10,120,89,6.621363468283392,0,11,111,25,0,179.61570268830886,32240.537558726235,30500.0,1075.1422712770968,112640,16000.0,-80399.46244127376,3345.840418056481,0.05863252398557961
10yr_0120m_h335,10,120,89,6.624439511082311,0,10,111,25,0,179.7689374230676,32039.46262218383,30700.0,1069.266255459379,112640,16000.0,-80600.53737781617,3354.8268573761807,0.05359862488694489
10yr_0120m_h349,10,120,89,6.619375880540213,0,14,105,25,0,179.06774394720577,31320.808129336176,29500.0,1165.738379190264,112640,16000.0,-81319.19187066382,3340.0338224353363,0.055635116063058376
20yr_0120m_h250,20,120,89,6.6067777488904875,0,13,144,22,0,179.55634737325073,36822.457617222346,36080.0,1015.2655504967814,112640,16000.0,-75817.54238277765,3303.22928068721,0.05819572485052049
20yr_0120m_h257,20,120,89,6.608956463274891,0,10,136,21,0,179.79258969084154,36214.19481577891,34340.0,999.0298885568441,112640,16000.0,-76425.8051842211,3309.59423913879,0.05862496281042695
20yr_0120m_h293,20,120,89,6.6181745017745195,0,10,128,30,0,180.1329845131384,37230.282797055435,35800.0,1135.825574659931,112640,16000.0,-75409.71720294456,3336.524080184133,0.057017329847440124
20yr_0120m_h322,20,120,89,6.602771050396151,0,11,123,36,0,180.77606570689295,37517.22569379221,36640.0,1229.2214011721899,112640,16000.0,-75122.7743062078,3291.5239972287545,0.056098273023962975
20yr_0120m_h325,20,120,89,6.605621801028751,0,11,118,36,0,180.59845644548443,37550.69178941827,35640.0,1230.4627006753212,112640,16000.0,-75089.30821058173,3299.8522615768525,0.05596095719374716
30yr_0120m_h253,30,120,89,6.625847743255832,0,13,145,26,0,179.97524408687173,39631.60905934576,37640.0,1091.60522311343,112640,16000.0,-73008.39094065424,3358.9409070831107,0.05665247701108456
30yr_0120m_h305,30,120,89,6.623423494837594,0,13,129,36,0,180.1666268391233,39864.054766619905,37840.0,1195.6831761590774,112640,16000.0,-72775.9452333801,3351.858638489828,0.05681416089646518
30yr_0120m_h318,30,120,89,6.623678557523743,0,11,121,40,0,181.4933125620266,39621.953728795896,37600.0,1294.590407119276,112640,16000.0,-73018.0462712041,3352.6037859086473,0.056133107049390674
30yr_0120m_h334,30,120,89,6.601965313330012,0,12,120,42,0,181.77824566215838,40352.088484141925,38280.0,1315.7278402072604,112640,16000.0,-72287.91151585808,3289.1700939426764,0.056470129173249006
30yr_0120m_h362,30,120,89,6.895706212689166,0,14,123,39,0,181.94290666651523,39357.614259080554,37860.0,1416.114969197953,112640,16000.0,-73282.38574091945,4147.313149927637,0.05688262917101383
50yr_0120m_h255,50,120,89,6.642734112118899,0,10,155,36,0,181.82210593977402,44445.59746603872,43240.0,1211.3172935665436,112640,16000.0,-68194.40253396129,3408.2732275473554,0.05904128309339285
50yr_0120m_h259,50,120,89,6.625749049922749,0,12,150,37,0,181.49883356200027,44263.68975496562,42580.0,1206.213257187217,112640,16000.0,-68376.31024503437,3358.6525815600326,0.05889767408370972
