scenario_id,return_period,duration_min,n_steps,max_level_m,overflow_flag,n_switches,n_intervals_100,n_intervals_170,n_dryrun_proxy,cum_reward,total_inflow_m3,total_outflow_m3,peak_inflow_per_step_m3,max_possible_drain_m3,reservoir_capacity_m3,inflow_minus_maxdrain_m3,peak_vol_m3,wall_s
30yr_0360m_h648,30,360,209,6.5268584413585335,0,18,300,20,0,423.9495571809049,67923.6882569196,66800.0,783.7432359401363,266240,16000.0,-198316.31174308038,3069.7507322545725,0.11819090088829398
30yr_0360m_h668,30,360,209,6.54682067559307,0,12,288,26,0,425.21321348983804,68456.14786766653,66440.0,844.905853860889,266240,16000.0,-197783.85213233347,3128.068973696897,0.11755604902282357
30yr_0360m_h702,30,360,209,6.540489719993647,0,16,283,31,0,424.8152261379196,68423.62030066681,67140.0,879.9547162237645,266240,16000.0,-197816.3796993332,3109.5735391242965,0.12034101993776858
30yr_0360m_h709,30,360,209,6.545649681057262,0,16,283,31,0,424.8880252562789,68467.80910204463,67140.0,880.6179496575103,266240,16000.0,-197772.19089795538,3124.647996803001,0.12052438501268625
50yr_0360m_h626,50,360,209,6.528060711204604,0,18,316,28,0,424.5113796345651,74236.7587787555,72720.0,871.2668000263664,266240,16000.0,-192003.2412212445,3073.2630777334484,0.12134431209415197
50yr_0360m_h686,50,360,209,6.53787393474706,0,14,295,43,0,426.9502738225914,75556.72001867872,73620.0,968.0911793447116,266240,16000.0,-190683.27998132128,3101.931709368195,0.12121621589176357
50yr_0360m_h722,50,360,209,6.611005193216091,0,12,291,48,0,426.9490012809302,76255.24521986702,74520.0,1078.9328885544892,266240,16000.0,-189984.75478013296,3315.579457324151,0.1241352700162679
50yr_0360m_h729,50,360,209,6.631384358450567,0,14,295,46,0,426.80978672616965,75507.8770868457,74640.0,1069.2693733623819,266240,16000.0,-190732.1229131543,3375.1157329020143,0.12524442188441753
50yr_0360m_h738,50,360,209,6.628030789010775,0,12,291,49,0,426.8675031411982,76590.03036472171,74860.0,1083.1411168281466,266240,16000.0,-189649.96963527828,3365.3185193243344,0.12485070899128914
80yr_0360m_h620,80,360,209,6.51710588251679,0,12,340,34,0,427.2096702088136,80287.08897594233,79560.0,952.2630841128939,266240,16000.0,-185952.91102405766,3041.259328209765,0.12483006692491472
80yr_0360m_h624,80,360,209,6.515106643290657,0,16,320,44,0,426.3361164940703,80819.77879278842,78960.0,959.0601917816751,266240,16000.0,-185420.22120721158,3035.4186936134174,0.1251384459901601
80yr_0360m_h630,80,360,209,6.534801446472791,0,18,328,39,0,425.432844402739,79685.03341830187,78860.0,944.2967017879364,266240,16000.0,-186554.96658169813,3092.955654338368,0.12490481021814048
80yr_0360m_h683,80,360,209,6.623051377592097,0,12,314,52,0,428.3790195287489,81996.2469511427,80480.0,1047.4125956777161,266240,16000.0,-184243.7530488573,3350.7715245369127,0.12667873920872808
80yr_0360m_h718,80,360,209,6.633668054461058,0,16,304,57,0,427.3631713847326,81782.67809295833,80180.0,1151.134286209703,266240,16000.0,-184457.32190704165,3381.7873876755193,0.12308196607045829
100yr_0360m_h639,100,360,209,6.538699718904115,0,11,335,42,0,427.9312237788819,82720.07058630153,81080.0,983.6699041366228,266240,16000.0,-183519.92941369847,3104.344178798452,0.12602217588573694
100yr_0360m_h669,100,360,209,6.607784670008721,0,16,319,56,0,428.4833461301854,84322.85260395097,82840.0,1044.7249943528916,266240,16000.0,-181917.14739604903,3306.1709288111933,0.13230032892897725
100yr_0360m_h680,100,360,209,6.6016993648888915,0,14,335,51,0,428.5435382619743,85028.19704621151,84340.0,1053.6068378031746,266240,16000.0,-181211.8029537885,3288.393144568261,0.13007802702486515
100yr_0360m_h713,100,360,209,6.669464115302121,0,15,306,65,0,428.1228624366576,85123.6012541239,83100.0,1171.0617581861807,266240,16000.0,-181116.3987458761,3486.363022561196,0.12483693496324122
100yr_0360m_h742,100,360,209,6.625309751494878,0,13,312,64,0,428.3482890743338,84941.23752723151,83960.0,1170.7393551832765,266240,16000.0,-181298.7624727685,3357.369202581467,0.12431363901123405
10yr_0540m_h793,10,540,299,6.427631810415598,0,12,311,0,0,603.5156149009979,62881.51896181709,62200.0,522.5769493518524,381440,16000.0,-318558.4810381829,2779.8672175712827,0.16437737201340497
10yr_0540m_h797,10,540,299,6.402501916905319,0,12,311,0,0,603.2431114110701,62973.06580159048,62200.0,523.5791863700815,381440,16000.0,-318466.93419840955,2706.452028673396,0.16492585209198296
10yr_0540m_h800,10,540,299,6.422120184838477,0,18,303,0,0,602.4649444143943,62603.13976252959,60600.0,520.0679271373883,381440,16000.0,-318836.8602374704,2763.765397135264,0.16410321020521224
10yr_0540m_h830,10,540,299,6.431716678131246,0,12,309,0,0,603.3220651848746,62563.4493591863,61800.0,542.3853769754404,381440,16000.0,-318876.5506408137,2791.8008668262823,0.16524268500506878
10yr_0540m_h843,10,540,299,6.40746752029005,0,12,316,0,0,604.8336141100664,64416.20405063371,63200.0,619.2734559217056,381440,16000.0,-317023.7959493663,2720.958684275931,0.16639445815235376
20yr_0540m_h787,20,540,299,6.4233905781423735,0,14,366,0,0,606.1861007106534,74333.69018717788,73200.0,627.6301691942604,381440,16000.0,-307106.30981282215,2767.4767604302206,0.16325010103173554
20yr_0540m_h803,20,540,299,6.414867068252728,0,10,362,0,0,606.6590637894205,73773.32779820223,72400.0,622.769688030726,381440,16000.0,-307666.6722017978,2742.575935109755,0.16322553297504783
20yr_0540m_h804,20,540,299,6.45587199400319,0,14,361,0,0,605.9826186000223,73262.08565096761,72200.0,618.0554944199359,381440,16000.0,-308177.9143490324,2862.368896766464,0.16311444202437997
20yr_0540m_h821,20,540,299,6.510909175181653,0,14,350,7,0,605.8629688024896,73700.19068491,72380.0,637.7722027336748,381440,16000.0,-307739.80931509,3023.1560903521163,0.16193912806920707
20yr_0540m_h858,20,540,299,6.507843169213734,0,12,354,9,0,606.4008051456519,75074.48315673103,73860.0,717.4657344101286,381440,16000.0,-306365.516843269,3014.1989729172665,0.1658497687894851
30yr_0540m_h749,30,540,299,6.423779793815527,0,14,390,0,0,606.9226530958528,78563.27610118745,78000.0,642.4210584381685,381440,16000.0,-302876.72389881255,2768.6138262182176,0.16596239898353815
30yr_0540m_h772,30,540,299,6.4141504758898895,0,14,385,0,0,605.9440297842438,78284.73787418439,77000.0,639.7053710174349,381440,16000.0,-303155.2621258156,2740.4824617068907,0.16677418304607272
30yr_0540m_h830,30,540,299,6.505095210657968,0,24,367,17,0,604.9596119224381,80525.99049800381,79180.0,694.9322084397879,381440,16000.0,-300914.0095019962,3006.171008279351,0.16339472914114594
30yr_0540m_h836,30,540,299,6.532094193550596,0,22,359,23,0,605.1069998768554,80622.01091508557,79620.0,695.6447543885686,381440,16000.0,-300817.98908491444,3085.0466083013844,0.16199062089435756
30yr_0540m_h839,30,540,299,6.544017926004674,0,13,362,20,0,606.6592510932813,80981.46274791808,79000.0,771.6038019771995,381440,16000.0,-300458.5372520819,3119.880940970799,0.16598784318193793
50yr_0540m_h760,50,540,299,6.52393923805432,0,16,406,9,0,606.924193313545,85436.43722327912,84260.0,707.8148015062934,381440,16000.0,-296003.56277672085,3061.2224883158356,0.1674838289618492
50yr_0540m_h771,50,540,299,6.535510948790943,0,22,400,17,0,605.9577302278218,86565.95631425342,85780.0,718.3068072840864,381440,16000.0,-294874.0436857466,3095.0284146821123,0.1679976221639663
50yr_0540m_h775,50,540,299,6.51873701639172,0,20,403,19,0,607.5512915713676,88049.98029709543,87060.0,746.8660192135624,381440,16000.0,-293390.01970290457,3046.0245693158095,0.16669468791224062
50yr_0540m_h803,50,540,299,6.523942515832299,0,21,399,19,0,606.8562247938596,87484.61106866138,86060.0,742.068152521113,381440,16000.0,-293955.3889313386,3061.232064110073,0.1671002369839698
50yr_0540m_h861,50,540,299,6.513367625832353,0,16,387,29,0,607.3234629351351,89326.32545156557,87260.0,847.6047073599495,381440,16000.0,-292113.67454843444,3030.3382783245174,0.17260141181759536
80yr_0540m_h762,80,540,299,6.519411564918715,0,20,414,30,0,608.1647668114459,93778.47619585754,93000.0,785.0114309683393,381440,16000.0,-287661.5238041425,3047.995214655391,0.1694036079570651
80yr_0540m_h808,80,540,299,6.542724014732566,0,18,401,37,0,607.8262420234782,94527.41640352723,92780.0,810.8835577186636,381440,16000.0,-286912.58359647274,3116.100871611568,0.1678029941394925
80yr_0540m_h833,80,540,299,6.553477563707749,0,20,408,37,0,608.5337765787265,95453.18355591512,94180.0,818.6652598564547,381440,16000.0,-285986.81644408486,3147.516596831925,0.16790118091739714
80yr_0540m_h851,80,540,299,6.563346735343467,0,17,408,40,0,608.617186147145,96246.83827548726,95000.0,910.48039358424,381440,16000.0,-285193.16172451276,3176.3486768248445,0.17727351211942732
80yr_0540m_h857,80,540,299,6.558455915628728,0,17,407,39,0,608.6736853483364,96437.63644249871,94460.0,912.1590805815571,381440,16000.0,-285002.3635575013,3162.0604963724973,0.17639724211767316
100yr_0540m_h771,100,540,299,6.551705826641838,0,26,426,31,0,607.7471785569287,96321.02733117898,95740.0,807.9157841440809,381440,16000.0,-285118.972668821,3142.3405935465125,0.17945145908743143
100yr_0540m_h776,100,540,299,6.535705295313652,0,16,434,31,0,609.9919320491788,98978.2243859915,97340.0,839.6655902700672,381440,16000.0,-282461.7756140085,3095.596184166313,0.17145752301439643
100yr_0540m_h801,100,540,299,6.525728718221227,0,22,418,39,0,608.3913839802057,98555.01908067933,96860.0,836.0100588522689,381440,16000.0,-282884.98091932066,3066.450326803443,0.1713844509795308
100yr_0540m_h807,100,540,299,6.5308673550828615,0,20,413,41,0,608.9433247885016,97850.4499128821,96540.0,838.2419261287996,381440,16000.0,-283589.5500871179,3081.462487349216,0.17013983405195177
100yr_0540m_h856,100,540,299,6.5827701160689145,0,14,412,45,0,611.2659953550987,98876.80351480888,97700.0,934.0459555018508,381440,16000.0,-282563.1964851911,3233.0926962299,0.17838823702186346
10yr_0720m_h888,10,720,389,6.322119235406362,0,20,319,0,0,781.7315050905164,65490.21862854663,63800.0,388.57573043489407,496640,16000.0,-431149.78137145337,2471.619766294301,0.243182267062366
10yr_0720m_h899,10,720,389,6.398253351168351,0,20,331,0,0,783.5139827787943,66914.21594634323,66200.0,421.2165307311751,496640,16000.0,-429725.78405365674,2694.040147341824,0.2189863061066717
10yr_0720m_h943,10,720,389,6.405331672267741,0,16,332,0,0,783.145101729897,67209.51906550262,66400.0,436.65154932772475,496640,16000.0,-429430.4809344974,2714.7189568393296,0.2298218400683254
10yr_0720m_h966,10,720,389,6.425521583955383,0,15,334,0,0,783.3435748810912,67585.54971484048,66600.0,486.5249561043912,496640,16000.0,-429054.4502851595,2773.702341698228,0.2142393470276147
10yr_0720m_h977,10,720,389,6.405670864777834,0,16,336,0,0,783.2473763123244,67862.09074299433,67200.0,488.5115216888233,496640,16000.0,-428777.90925700567,2715.7098835295305,0.214769379934296
20yr_0720m_h891,20,720,389,6.410173262334446,0,28,371,0,0,782.6101401384303,75440.2813670692,74200.0,463.1946220089885,496640,16000.0,-421199.7186329308,2728.863316391347,0.20887102792039514
20yr_0720m_h898,20,720,389,6.401128469857431,0,20,373,0,0,783.5578239973261,75346.19648262317,74600.0,462.4377624081096,496640,16000.0,-421293.80351737683,2702.4396012263537,0.2095997231081128
20yr_0720m_h915,20,720,389,6.414518288857323,0,20,386,0,0,784.5442951850271,78113.5228754482,77200.0,498.55353222431904,496640,16000.0,-418526.4771245518,2741.5570010188935,0.21174853900447488
20yr_0720m_h916,20,720,389,6.417535132126938,0,20,384,0,0,784.404309401395,77831.25322003833,76800.0,496.7224295801745,496640,16000.0,-418808.7467799617,2750.370493142269,0.2101970431394875
20yr_0720m_h936,20,720,389,6.412994467691503,0,18,387,0,0,784.5753942384945,78401.6401832852,77400.0,508.58671467442264,496640,16000.0,-418238.3598167148,2737.1052663273204,0.20722729596309364
30yr_0720m_h892,30,720,389,6.421618707956218,0,20,405,0,0,785.4104359799948,81978.59016065247,81000.0,513.8954147838034,496640,16000.0,-414661.4098393475,2762.300368243521,0.21344830002635717
30yr_0720m_h903,30,720,389,6.405246323718725,0,18,414,0,0,785.4191515591037,84232.34488369289,82800.0,539.409445571001,496640,16000.0,-412407.6551163071,2714.4696171497035,0.21285053086467087
30yr_0720m_h904,30,720,389,6.437367390033137,0,18,411,0,0,785.897955551409,83951.02371639437,82200.0,537.6112143342327,496640,16000.0,-412688.9762836056,2808.3090180253816,0.21233622217550874
30yr_0720m_h920,30,720,389,6.42546875581232,0,18,410,0,0,785.7571193640755,83859.55444504815,82000.0,537.0100375462006,496640,16000.0,-412780.44555495185,2773.5480080517054,0.21143611916340888
30yr_0720m_h926,30,720,389,6.4189578237692695,0,18,418,0,0,785.695580853007,84693.05252654348,83600.0,542.5330832909317,496640,16000.0,-411946.9474734565,2754.5267851545086,0.2120316820219159
50yr_0720m_h879,50,720,389,6.441564269527645,0,28,443,0,0,785.1008694186326,90535.29452874219,88600.0,577.5022137996866,496640,16000.0,-406104.7054712578,2820.5699016914778,0.21630591480061412
50yr_0720m_h935,50,720,389,6.4237259926104775,0,22,452,0,0,786.1186847044189,91925.80410035315,90400.0,593.7925277485754,496640,16000.0,-404714.19589964685,2768.45664984061,0.2138268060516566
50yr_0720m_h941,50,720,389,6.420559614527913,0,18,457,0,0,786.4845305832077,92530.72339332414,91400.0,597.6608941786064,496640,16000.0,-404109.2766066759,2759.206302442259,0.214219014858827
50yr_0720m_h971,50,720,389,6.482512218344578,0,14,459,0,0,788.3488739134394,93754.88310616404,91800.0,668.8597559908183,496640,16000.0,-402885.11689383595,2940.19640930666,0.21737379487603903
50yr_0720m_h988,50,720,389,6.4546072268543275,0,16,458,0,0,788.0862356196609,92969.27709037779,91600.0,663.4601832551396,496640,16000.0,-403670.72290962224,2858.6739698815713,0.216262130998075
80yr_0720m_h877,80,720,389,6.404489184827485,0,14,483,0,0,788.7656401917435,97746.06642745188,96600.0,629.1523221983159,496640,16000.0,-398893.9335725481,2712.257689960296,0.2148621710948646
80yr_0720m_h882,80,720,389,6.413852374547022,0,18,486,0,0,787.7607724604297,98061.42126598742,97200.0,631.5440040348146,496640,16000.0,-398578.57873401255,2739.611579926658,0.21667654998600483
80yr_0720m_h910,80,720,389,6.502178751867348,0,20,479,7,0,789.1359027554023,99483.7920550693,98180.0,638.1948850615659,496640,16000.0,-397156.2079449307,2997.6507822410385,0.21738238399848342
80yr_0720m_h939,80,720,389,6.5030941094656525,0,22,476,7,0,788.8130474783272,99308.65489162842,97580.0,639.7191357296406,496640,16000.0,-397331.3451083716,3000.3249340817983,0.21454677800647914
80yr_0720m_h968,80,720,389,6.512439520050598,0,16,473,16,0,789.4591269551083,100699.79797587002,100040.0,716.7708648285757,496640,16000.0,-395940.20202413,3027.6268835763885,0.21877475595101714
100yr_0720m_h885,100,720,389,6.441467832748749,0,16,500,0,0,789.5056383438697,101431.51798622214,100000.0,655.1283430419753,496640,16000.0,-395208.48201377783,2820.2881685302755,0.28602591599337757
100yr_0720m_h938,100,720,389,6.510756927999194,0,20,482,15,0,789.3028817977622,103207.52682507696,101500.0,663.7201536355128,496640,16000.0,-393432.47317492304,3022.7113110833584,0.21504143602214754
100yr_0720m_h940,100,720,389,6.511818172198924,0,20,483,15,0,789.1960383290937,103306.82456317058,101700.0,664.3600379888735,496640,16000.0,-393333.17543682945,3025.811660209716,0.21609188709408045
100yr_0720m_h968,100,720,389,6.521862895039109,0,27,468,28,0,788.1477799837119,103953.59265441236,102920.0,739.1737282949446,496640,16000.0,-392686.4073455876,3055.156600507111,0.22043084213510156
100yr_0720m_h985,100,720,389,6.538754256120423,0,20,475,26,0,789.5411112484771,104703.51576656481,103840.0,744.2467294779046,496640,16000.0,-391936.4842334352,3104.5035053803767,0.21995602315291762
10yr_1080m_h1012,10,1080,569,6.320095539246325,0,30,351,0,0,1140.6924200396156,71399.7844164037,70200.0,291.5250081917841,727040,16000.0,-655640.2155835963,2465.70768251248,0.3123736740089953
10yr_1080m_h1046,10,1080,569,6.318498373661058,0,26,359,0,0,1141.8722571743433,72770.99907292318,71800.0,305.0090738107705,727040,16000.0,-654269.0009270768,2461.041677338376,0.31264151888899505
10yr_1080m_h1088,10,1080,569,6.330026480963905,0,30,363,0,0,1141.102176496821,74436.32762405512,72600.0,354.6301830722526,727040,16000.0,-652603.6723759449,2494.720219387409,0.3338261810131371
10yr_1080m_h1096,10,1080,569,6.341258452251023,0,26,365,0,0,1141.803582906855,73631.52923880512,73000.0,350.64579037042677,727040,16000.0,-653408.4707611948,2527.533621219062,0.31225204304791987
10yr_1080m_h1097,10,1080,569,6.342450549670325,0,26,368,0,0,1142.1292812093411,74169.30867865024,73600.0,353.32794983805593,727040,16000.0,-652870.6913213497,2531.0162486797353,0.3128882790915668
20yr_1080m_h1037,20,1080,569,6.334189421605471,0,26,416,0,0,1143.3178097052728,85195.6812812037,83200.0,362.8134609750348,727040,16000.0,-641844.3187187964,2506.8819531188396,0.3065023869276047
20yr_1080m_h1074,20,1080,569,6.323989979085439,0,24,420,0,0,1143.8922422107457,85300.42298962612,84000.0,366.4857161804562,727040,16000.0,-641739.5770103738,2477.085010328176,0.3237965980079025
20yr_1080m_h1078,20,1080,569,6.330813399686049,0,24,420,0,0,1143.9943455686616,85164.09697480284,84000.0,365.94620055355665,727040,16000.0,-641875.9030251971,2497.0191462256707,0.30437860707752407
20yr_1080m_h1084,20,1080,569,6.318644800635662,0,24,417,0,0,1143.8129098573615,84529.35756434922,83400.0,363.1347050059371,727040,16000.0,-642510.6424356508,2461.4694532856133,0.30498791788704693
20yr_1080m_h999,20,1080,569,6.344334129693936,0,34,412,0,0,1141.9317735809743,83118.70517862106,82400.0,347.6292174254424,727040,16000.0,-643921.2948213789,2536.5189931772857,0.3050650160294026
30yr_1080m_h1013,30,1080,569,6.355061099240873,0,28,444,0,0,1143.6067231067577,90143.21135122827,88800.0,385.26460195427336,727040,16000.0,-636896.7886487717,2567.8570684965507,0.30872371210716665
30yr_1080m_h1048,30,1080,569,6.330808876384029,0,26,456,0,0,1145.1563842203918,92161.03628289752,91200.0,393.7741795388945,727040,16000.0,-634878.9637171025,2497.005931721914,0.31162063707597554
30yr_1080m_h1071,30,1080,569,6.325407371473924,0,20,449,0,0,1145.7587610231426,91465.95691207667,89800.0,392.73627792179195,727040,16000.0,-635574.0430879233,2481.22582094882,0.30675006890669465
30yr_1080m_h1074,30,1080,569,6.343023342196146,0,26,445,0,0,1144.8794264526468,91106.12266594265,89000.0,391.1854701643847,727040,16000.0,-635933.8773340574,2532.6896211301682,0.30570062692277133
30yr_1080m_h1096,30,1080,569,6.405879028937339,0,24,460,0,0,1145.2771489460488,92765.33339307441,92000.0,441.81754154411715,727040,16000.0,-634274.6666069255,2716.3180202526555,0.3077228828333318
50yr_1080m_h1021,50,1080,569,6.401751710899917,0,36,484,0,0,1144.6502724866048,98396.49506570771,96800.0,427.1279684867675,727040,16000.0,-628643.5049342923,2704.260355414757,0.3102519600652158
50yr_1080m_h1032,50,1080,569,6.407051893225608,0,36,501,0,0,1145.151702334867,101141.23638472629,100200.0,432.69136038408203,727040,16000.0,-625898.7636152738,2719.7444594948142,0.31284475582651794
50yr_1080m_h1057,50,1080,569,6.40623633667862,0,22,493,0,0,1148.1607882781193,100495.6922448546,98600.0,430.90828043825434,727040,16000.0,-626544.3077551454,2717.361869296825,0.31153406691737473
50yr_1080m_h1061,50,1080,569,6.405672268306224,0,22,493,0,0,1148.0787237163443,100404.35799326326,98600.0,430.4554784118494,727040,16000.0,-626635.6420067367,2715.713983837471,0.3101324748713523
50yr_1080m_h1113,50,1080,569,6.413718669392096,0,25,505,0,0,1146.7900481663696,102076.13271183829,100800.0,485.8399881331999,727040,16000.0,-624963.8672881618,2739.22096986691,0.3182081328704953
80yr_1080m_h1005,80,1080,569,6.409038664201807,0,28,525,0,0,1147.4197240280303,105795.13022714012,105000.0,463.6971783370121,727040,16000.0,-621244.8697728598,2725.548668989566,0.31261848704889417
80yr_1080m_h1015,80,1080,569,6.401762500629467,0,36,526,0,0,1144.6200383124028,106017.88000064902,105200.0,464.7731482272423,727040,16000.0,-621022.119999351,2704.2918768389454,0.3119711768813431
80yr_1080m_h1020,80,1080,569,6.405907120313767,0,28,524,0,0,1147.195845173169,105608.73389011643,104800.0,462.78069947668683,727040,16000.0,-621431.2661098836,2716.4000872023626,0.31067000911571085
80yr_1080m_h1077,80,1080,569,6.404783244270534,0,26,532,0,0,1147.8498193528533,107605.12231166655,106400.0,460.8791262358925,727040,16000.0,-619434.8776883334,2713.116763618916,0.31216819607652724
80yr_1080m_h1105,80,1080,569,6.415471866457487,0,28,539,0,0,1147.696017355499,109699.04179407054,107800.0,521.3743601777753,727040,16000.0,-617340.9582059295,2744.3428098650875,0.31610788917168975
100yr_1080m_h1032,100,1080,569,6.407372765666191,0,24,550,0,0,1148.520063269244,112021.57460352508,110000.0,479.3161287607837,727040,16000.0,-615018.4253964749,2720.681865410516,0.3156844680197537
100yr_1080m_h1043,100,1080,569,6.412789860175908,0,24,554,0,0,1149.1174752685652,112853.31520257733,110800.0,482.77290550268793,727040,16000.0,-614186.6847974227,2736.5075200853316,0.3371609360910952
100yr_1080m_h1053,100,1080,569,6.414023609908046,0,28,555,0,0,1147.2535666007175,111975.75705456693,111000.0,479.1052373405777,727040,16000.0,-615064.2429454331,2740.111831802792,0.31513777701184154
100yr_1080m_h1068,100,1080,569,6.410892322920078,0,26,551,0,0,1148.1769568199816,111507.18849790319,110200.0,477.2015174313482,727040,16000.0,-615532.8115020968,2730.9640005308,0.31301628379151225
100yr_1080m_h993,100,1080,569,6.426109019943096,0,36,547,0,0,1146.060217110788,110341.02376247096,109400.0,485.6291699330151,727040,16000.0,-616698.9762375291,2775.4184939766164,0.3134649752173573
10yr_1440m_h1119,10,1440,749,6.307212498120716,0,28,368,0,0,1501.8139484654262,75296.07900833598,73600.0,234.77003502496848,957440,16000.0,-882143.920991664,2428.070798081234,0.42632412910461426
10yr_1440m_h1123,10,1440,749,6.305529252809634,0,32,372,0,0,1500.501789396008,76008.24480225079,74400.0,236.9208045405984,957440,16000.0,-881431.7551977492,2423.1533171367164,0.413114506052807
10yr_1440m_h1131,10,1440,749,6.307245354309832,0,28,367,0,0,1501.7030583388685,75133.71003979593,73400.0,234.31758808655457,957440,16000.0,-882306.289960204,2428.1667850908684,0.41134599200449884
10yr_1440m_h1137,10,1440,749,6.3022784934409355,0,28,369,0,0,1501.8553555620379,75380.23524927736,73800.0,234.98673438387806,957440,16000.0,-882059.7647507227,2413.6564558381615,0.4788915861863643
10yr_1440m_h1152,10,1440,749,6.307691967976075,0,28,374,0,0,1501.7890566475562,76498.48002981424,74800.0,236.23662067917414,957440,16000.0,-880941.5199701858,2429.471535015818,0.41563201509416103
20yr_1440m_h1130,20,1440,749,6.317191057369475,0,42,434,0,0,1500.3537191553705,88050.7346124407,86800.0,275.37434556930987,957440,16000.0,-869389.2653875593,2457.222446172252,0.4119320921599865
20yr_1440m_h1134,20,1440,749,6.318938484678123,0,36,435,0,0,1501.6291814986616,87877.89876834193,87000.0,274.58374835928845,957440,16000.0,-869562.1012316581,2462.3274302382315,0.4064996081870049
20yr_1440m_h1143,20,1440,749,6.318766644232984,0,36,432,0,0,1501.508483984729,87661.43111576508,86400.0,273.7256535878337,957440,16000.0,-869778.5688842349,2461.825410652076,0.40818744502030313
20yr_1440m_h1179,20,1440,749,6.320083590811191,0,32,440,0,0,1502.5213609870568,89179.09271917312,88000.0,284.7294958529809,957440,16000.0,-868260.9072808269,2465.672776012695,0.4007234759628773
20yr_1440m_h1194,20,1440,749,6.325450771827928,0,32,437,0,0,1502.4334961171262,88691.88906476076,87400.0,283.1372121164128,957440,16000.0,-868748.1109352392,2481.3526119830176,0.4039894239977002
30yr_1440m_h1153,30,1440,749,6.326882700215097,0,38,480,0,0,1502.6997746725178,97204.72565577175,96000.0,309.0882477022684,957440,16000.0,-860235.2743442282,2485.5358884855327,0.4068161929026246
30yr_1440m_h1164,30,1440,749,6.3330083002800315,0,44,475,0,0,1501.6839775370015,96302.81325569017,95000.0,306.2341421194186,957440,16000.0,-861137.1867443098,2503.431391532378,0.4088259870186448
30yr_1440m_h1203,30,1440,749,6.318918835217771,0,34,472,0,0,1503.4196388219193,95243.03790417436,94400.0,304.54948098279675,957440,16000.0,-862196.9620958257,2462.2700257433467,0.4095406928099692
30yr_1440m_h1204,30,1440,749,6.328407553236936,0,40,475,0,0,1502.4322141060582,95689.24713429852,95000.0,305.9687287244708,957440,16000.0,-861750.7528657014,2489.9906376707627,0.402895598905161
30yr_1440m_h1231,30,1440,749,6.335313068039562,0,38,475,0,0,1502.7566905633525,96898.82870849711,95000.0,344.5053205452491,957440,16000.0,-860541.1712915029,2510.1646059155782,0.40602722205221653
50yr_1440m_h1120,50,1440,749,6.325707586731347,0,36,506,0,0,1504.1380962989726,102674.22289415894,101200.0,334.7550144925158,957440,16000.0,-854765.7771058411,2482.102878379434,0.4074225979857147
50yr_1440m_h1123,50,1440,749,6.338821899684305,0,36,506,0,0,1504.129797372228,102807.82124199721,101200.0,335.37632530873157,957440,16000.0,-854632.1787580028,2520.4154069348624,0.4076239909045398
50yr_1440m_h1140,50,1440,749,6.333297208840284,0,42,511,0,0,1502.7166324128207,102896.41380000801,102200.0,335.65901726026345,957440,16000.0,-854543.586199992,2504.27541725483,0.40978512400761247
50yr_1440m_h1154,50,1440,749,6.343637268059475,0,36,525,0,0,1504.675568359451,106096.29184777332,105000.0,338.46096574364975,957440,16000.0,-851343.7081522266,2534.48316168804,0.4101781111676246
50yr_1440m_h1220,50,1440,749,6.335752101244386,0,40,522,0,0,1503.851965651285,106400.99629890005,104400.0,378.5797886077481,957440,16000.0,-851039.0037010999,2511.4472100639555,0.4090882900636643
80yr_1440m_h1185,80,1440,749,6.348653608979403,0,36,555,0,0,1506.097525991234,112711.53058503463,111000.0,360.51453378933854,957440,16000.0,-844728.4694149654,2549.138043375541,0.40844199899584055
80yr_1440m_h1199,80,1440,749,6.3501614134940105,0,30,557,0,0,1507.4185600801857,113026.84546225963,111400.0,361.49849281739364,957440,16000.0,-844413.1545377404,2553.5429865646465,0.4139918149448931
80yr_1440m_h1212,80,1440,749,6.34920622026065,0,32,568,0,0,1508.2168917108909,114329.8713091469,113600.0,406.87858751243414,957440,16000.0,-843110.1286908531,2550.7524577614713,0.41626117192208767
80yr_1440m_h1220,80,1440,749,6.363113440297453,0,36,562,0,0,1507.1535989375343,114148.06885351875,112400.0,406.1737852933759,957440,16000.0,-843291.9311464813,2591.381407726132,0.40899013192392886
80yr_1440m_h1237,80,1440,749,6.315089215162644,0,33,569,0,0,1507.5531950930595,114825.54329458428,113600.0,408.6178527548795,957440,16000.0,-842614.4567054157,2451.0820642965805,0.4161781568545848
100yr_1440m_h1126,100,1440,749,6.339850434710381,0,38,569,0,0,1506.1280834979614,114957.52751098711,113800.0,380.76563744500413,957440,16000.0,-842482.4724890129,2523.4201985467553,0.4089600080624223
100yr_1440m_h1135,100,1440,749,6.335966592862527,0,36,568,0,0,1506.2384893285348,114913.15463264535,113600.0,380.67593211329176,957440,16000.0,-842526.8453673547,2512.073832005525,0.4105473980307579
100yr_1440m_h1176,100,1440,749,6.327989679143082,0,30,585,0,0,1507.7382871297166,118527.14663315537,117000.0,378.6915878271616,957440,16000.0,-838912.8533668446,2488.7698483537188,0.41507766698487103
100yr_1440m_h1205,100,1440,749,6.322781382667518,0,32,585,0,0,1507.5706946624794,117792.65427656032,117000.0,376.73592637141195,957440,16000.0,-839647.3457234397,2473.554182221536,0.4093845710158348
