condition,scenario,n_decisions,swmm_time_s,inference_time_s,total_time_s,ms_per_decision_inference_only,margin_x
PSO-guided,80yr_0120m_h311,88,0.05248643597587943,0.010420357109978795,0.06699178507551551,0.11841314897703177,157631.26759641344
PSO-guided,80yr_0180m_h396,118,0.07030836492776871,0.01359809492714703,0.08921729098074138,0.11523809260294093,158713.6287634715
PSO-guided,80yr_0240m_h578,148,0.08245368720963597,0.017057218588888645,0.1062349951826036,0.1152514769519503,167176.55015160455
PSO-guided,80yr_0360m_h677,208,0.1170772579498589,0.023564105620607734,0.1498871010262519,0.11328896932984486,166525.3369309504
PSO-guided,80yr_0540m_h850,298,0.1653102240525186,0.03351913904771209,0.21211285213939846,0.11248033237487277,168589.50148149856
PSO-guided,80yr_0720m_h952,388,0.20013732509687543,0.043896907940506935,0.2611693840008229,0.11313636067140963,178275.10746762453
PSO-guided,80yr_1080m_h1070,568,0.28813503915444016,0.06360906967893243,0.37648144201375544,0.11198779873051484,181044.7804157891
PSO-guided,80yr_1440m_h1188,748,0.37512781796976924,0.08355091325938702,0.49127938388846815,0.11169908189757621,182706.62874055712
GA-only,10yr_0060m_h193,58,,,1.246202906826511,21.48625701425019,5584.965306912842
GA-only,10yr_0120m_h345,88,,,1.8784973588772118,21.346560896331955,5621.514424865505
GA-only,10yr_0180m_h385,118,,,2.4755851870868355,20.97953548378674,5719.859722000879
