regular_train_reward,ga_guided_train_reward,regular_test_reward,ga_guided_test_reward
154.65622921565355,99.97932711438739,95.74600809795317,95.36377199628527
21.37309741193112,24.032364469881546,126.78779472557967,126.13299973501582
21.037482298610296,156.1875115674447,171.24482912720327,170.20959392136763
99.09511988089952,115.25484385265595,70.30596306742008,70.73372837939729
19.92014575571088,100.06759797017715,162.115208807691,161.77673625422364
96.52621384475964,154.49796283147745,22.645702761479455,22.530674709959577
97.14958180168819,56.76139192545792,52.63000982852077,52.99781717236209
37.6102292275715,55.15345385137209,47.21624083871399,47.49959272854911
74.72343596607256,21.62612273791251,221.45523922555589,220.856319920087
37.725497432716345,43.17517264418267,34.354196533273594,34.71482228468736
47.031819103192795,191.8682843965005,106.81046958626698,107.45904887035212
85.41765985779013,194.2504250535101,222.51197333962023,220.9759773469642
57.178555237939726,118.3953234701737,36.488036107077306,36.67556923359365
27.602572445015557,24.580777994093392,32.65044524461426,32.53468526586663
86.48804847737934,188.00573501359423,77.49815954464529,78.210194760925
120.38748588457709,37.14793012929898,24.1321031770763,24.376478319813174
19.305735521154045,109.31742516945044,47.45293024087311,47.89425371437366
161.01185273118003,51.785181856722986,59.173078118078315,58.83340559295444
38.898921255901826,88.07496777086482,59.13929954806356,58.885640520476144
77.4439232349539,201.5471862937216,38.468265993370686,38.67523435302288
43.22899957367292,147.73461939888264,101.59934268114628,102.56799132847843
20.96881515421164,99.70487403311037,34.19038009041765,34.738988117557
48.936324155004655,49.54882896835744,22.969649510668283,22.996826779622626
160.6467600308079,28.625703215763252,118.16629508702376,118.42984289222224
37.750457990581424,84.38398506032742,23.60636804530584,23.419544065484914
91.93549300896446,202.92755549593727,70.0107769744948,71.17229477296783
98.71007345836277,39.01738129185897,128.59430636643177,129.47323657596297
38.10009345119433,45.92251417259761,99.31510467660016,99.15629589015526
77.53649841285133,98.21285486582838,46.057807333322366,46.01051037245088
67.85886364034094,56.05187100941864,37.63102096597519,37.92299330864493
21.258915294817772,35.59415883508254,54.52496229886931,55.42730401612684
41.22464698931547,160.24273384925274,121.36177162793997,121.53259060998231
19.620854053910804,120.36056757542254,56.52651955229612,57.42000811860507
22.835715910878612,189.78250905396519,32.81004124675834,33.18939760430774
39.3372043676534,162.89957714761485,54.59849115253567,55.20665074152071
36.89704788351589,36.48747315273827,51.64417075041454,52.6022541493099
18.24436586074395,71.2750228172482,122.82062343055199,122.5508043324759
87.90731714477845,163.60993739354944,76.2776186241571,77.08902507948349
39.46652368670524,22.59308336660643,31.766616839909688,32.23262911501801
157.11589948131166,118.96695235317387,48.85619902370589,49.45743898575211
21.66172137690497,198.86061554314807,55.0202340242721,54.910015613771954
30.39318352278416,21.94194780446574,33.871656353624886,34.20051169622898
59.16138184693775,56.134278581511836,162.84586421069596,161.7849818714086
86.82396987463052,109.27846616663588,167.58238597886248,167.45409231809623
32.683142102640886,62.16412361274915,41.97552033285764,42.831503363819735
32.28157216557033,92.5437496460094,38.2252044155436,38.47007046684064
46.89477811648236,167.17059811230175,79.34613448952669,79.36848604624694
47.58643723505344,92.24985398125692,80.06416520069291,80.83013795887072
47.338902970821145,41.23772884752756,124.05414954929324,123.79325498044273
17.743365073218616,52.00803796657756,75.67631524307671,76.10557994903549
34.726193154960434,114.16763907002955,55.33870183448957,57.038063670885094
70.91953956731611,74.60587556069389,68.51849128570854,69.83826199490275
64.87336458215466,113.17069971087017,101.57136404148414,101.07807067019598
77.74959077940515,193.3025882995376,24.870401602504625,25.108772038744867
19.71545426489804,23.930906066299574,217.76300875950994,217.3255035656632
73.09303549404372,199.71699332747738,21.30607507968802,21.781953024704634
43.19748299513698,205.80259080773368,51.408881443322805,52.45072839967625
166.13350181052425,99.9694965925622,177.51423240182407,177.13446078848992
101.78855163702421,66.14958694064963,25.674314146082978,25.89980845843899
57.947221013774524,95.03897916333823,47.04699556691422,46.978185824709236
159.69424195196365,204.08602516579654,102.21251401730481,102.62747624250912
161.5300408944273,112.83930122511619,118.32831353527834,118.21520477527775
96.40327298844072,20.38854394074349,25.219637536721265,25.04244555429812
38.212677017296556,198.651647949874,220.08739037047923,220.53205899738379
44.62694607986255,23.503834633842512,48.88084302529318,48.96283171880599
99.47133335868352,203.19194561285562,23.30963611662615,23.488517803969863
89.27454714962636,76.03961948206822,25.50231882274479,25.439187002025058
44.01721681319968,24.886396931784486,107.79407095560035,108.46134319422663
21.279733085051756,87.95252636472551,25.189844717267217,24.612884590048115
97.35490956855047,164.44819074500276,218.70964819767394,217.19887921889892
88.67882709790067,28.585465457559284,129.32474869099443,129.64236026447227
33.399211225835025,163.34978527690188,72.75131849005376,74.23170254557495
18.30214713823005,98.7278386557661,47.91767186682351,48.42988828149313
49.48559249527577,35.64392833056687,168.1515548904444,166.7792472863194
23.645885269432092,23.747040622868017,47.167706311121556,46.80697922735557
