scenario_id,return_period,duration_min,quartile,seed,model,max_level_m,n_switches,n_intervals_100,n_intervals_170,n_dryrun_proxy,cum_reward,overflow_flag,inference_time_s,swmm_time_s,total_time_s
20yr_0060m_h225,20,0060,,1,PSO-w1_0.34_w2_0.30,8.860618686939288,10,57,36,0,38.21140471133926,0,,,0.13599936594255269
30yr_0060m_h214,30,0060,,1,PSO-w1_0.34_w2_0.30,8.858749578680346,10,62,38,0,38.59306560689785,0,,,0.13495750003494322
20yr_0180m_h435,20,0180,,1,PSO-w1_0.34_w2_0.30,8.9505971348787,10,117,59,0,76.99951491686741,0,,,0.2692156240809709
50yr_0360m_h678,50,0360,,1,PSO-w1_0.34_w2_0.30,8.836453241968798,10,266,60,0,132.06938059537515,0,,,0.46456332807429135
10yr_0180m_h385,10,0180,,1,PSO-w1_0.34_w2_0.30,8.959626338926881,10,126,36,0,74.65384703112751,0,,,0.26158721186220646
20yr_1440m_h1149,20,1440,,1,PSO-w1_0.34_w2_0.30,8.825149277244787,10,355,22,0,459.55053452038965,0,,,1.7457085140049458
20yr_0060m_h216,20,0060,,1,PSO-w1_0.34_w2_0.30,8.943048856428703,10,59,36,0,38.24251236829458,0,,,0.15823277784511447
10yr_0240m_h515,10,0240,,1,PSO-w1_0.34_w2_0.30,8.909786386458421,10,148,36,0,92.71895402891187,0,,,0.41820701980032027
20yr_0120m_h366,20,0120,,1,PSO-w1_0.34_w2_0.30,9.072361783198613,10,83,54,0,59.00235717749934,0,,,0.1938692140392959
10yr_1080m_h1061,10,1080,,1,PSO-w1_0.34_w2_0.30,8.86864670453079,20,272,45,0,349.79197419843734,0,,,1.2219956791959703
100yr_0720m_h964,100,0720,,1,PSO-w1_0.34_w2_0.30,8.873012681101724,28,369,84,0,243.86591245099186,0,,,0.8647212728392333
100yr_0540m_h862,100,0540,,1,PSO-w1_0.34_w2_0.30,8.84352200195279,18,336,91,0,187.37728744209107,0,,,0.6663164698984474
30yr_0720m_h988,30,0720,,1,PSO-w1_0.34_w2_0.30,8.864060958713523,28,282,78,0,240.64716051746416,0,,,0.8773850840516388
100yr_1440m_h1202,100,1440,,1,PSO-w1_0.34_w2_0.30,8.868360949051592,36,398,89,0,460.8303644154891,0,,,1.825761788059026
10yr_0180m_h429,10,0180,,1,PSO-w1_0.34_w2_0.30,8.998276670613443,10,113,42,0,75.07685494404357,0,,,0.26009155600331724
80yr_0240m_h578,80,0240,,1,PSO-w1_0.34_w2_0.30,8.991708980726893,10,172,88,0,97.82304416256633,0,,,0.3338499569799751
80yr_1440m_h1188,80,1440,,1,PSO-w1_0.34_w2_0.30,8.865355471815645,28,432,66,0,463.1714686591263,0,,,1.6372198229655623
80yr_0720m_h952,80,0720,,1,PSO-w1_0.34_w2_0.30,8.850058453161514,18,375,56,0,240.8748817616828,0,,,0.8654108508490026
100yr_0240m_h602,100,0240,,1,PSO-w1_0.34_w2_0.30,8.854686964104475,14,191,84,0,97.34055482913126,0,,,0.3930900830309838
100yr_0240m_h549,100,0240,,1,PSO-w1_0.34_w2_0.30,9.055849515046777,10,199,87,0,99.39604965041772,0,,,0.428778694011271
100yr_0120m_h322,100,0120,,1,PSO-w1_0.34_w2_0.30,9.392477752136124,10,112,69,0,61.69642536598206,0,,,0.30692459107376635
100yr_0180m_h465,100,0180,,1,PSO-w1_0.34_w2_0.30,8.969738322150278,10,140,85,0,79.43647914228698,0,,,0.2536907009780407
30yr_0240m_h619,30,0240,,1,PSO-w1_0.34_w2_0.30,8.88396221457356,14,166,68,0,95.14741739883398,0,,,0.3226077100262046
50yr_0240m_h616,50,0240,,1,PSO-w1_0.34_w2_0.30,8.866551442025672,14,176,74,0,95.91301879200043,0,,,0.3299166029319167
50yr_1080m_h1083,50,1080,,1,PSO-w1_0.34_w2_0.30,8.847888360981083,28,362,70,0,349.7175980305002,0,,,1.2400773810222745
100yr_0240m_h585,100,0240,,1,PSO-w1_0.34_w2_0.30,9.025168313270237,10,179,95,0,99.03863454742464,0,,,0.33521054894663393
100yr_0120m_h277,100,0120,,1,PSO-w1_0.34_w2_0.30,9.15762354481484,10,129,65,0,60.32771589556558,0,,,0.2052119269501418
10yr_0360m_h672,10,0360,,1,PSO-w1_0.34_w2_0.30,8.991285200572776,10,178,38,0,128.6912138824218,0,,,0.456686815014109
80yr_0060m_h246,80,0060,,1,PSO-w1_0.34_w2_0.30,9.276472898491793,10,72,45,0,39.89291019500114,0,,,0.136793791083619
20yr_0240m_h588,20,0240,,1,PSO-w1_0.34_w2_0.30,9.013731625520252,10,146,62,0,94.4595012693418,0,,,0.3306507810484618
