episode,train_loss,train_reward
0,nan,28.74261103149508
1,0.06318925017926921,47.10406387728332
2,0.01673186195760288,45.06141105039165
3,0.01616957304193764,76.60161123504524
4,0.0086308588298623,273.50650141004866
5,0.0074840106515631334,29.599278004166727
6,0.007902098551233168,138.84394148741873
7,0.00948283396035156,76.92117334198133
8,0.009386189903704111,44.569701361765965
9,0.008953039078617839,269.44638846221056
10,0.006610721512540319,74.74318461241184
11,0.00635795721358716,33.64290189335851
12,0.00789639970851999,59.48317888586421
13,0.005721613477738896,30.576601538064775
14,0.007318710525041411,352.3378452095298
15,0.007459884444380385,103.78329816858796
16,0.005358227652519614,74.94849036244413
17,0.00831144070490644,102.53835124581077
18,0.009305570587457623,49.08997221680676
19,0.004575219377036743,64.24438766985448
20,0.006652237965185618,47.61075733273457
21,0.007612173832967528,107.12773969820135
22,0.007721535651669271,70.34065062302736
23,0.0069468044833204635,75.85549953977453
24,0.0065559569303643254,148.9129934426968
25,0.007184890653101879,103.1599751782576
26,0.006344749361773752,75.98099576481695
27,0.007187570273974695,105.94209924980778
28,0.005908692481294196,54.882352202909004
29,0.008122911929963922,352.33791381665657
30,0.005705096528503233,358.58659979778776
31,0.004989990019895071,190.07513748095084
32,0.005523648169938996,267.909322007261
33,0.005235841734662587,148.1133356759617
34,0.003376944601131044,190.36828643028213
35,0.0026106304276779088,104.55572110526514
36,0.0058107237822821785,28.45924165217554
37,0.004281444545785444,107.42588651836601
38,0.006232715970823351,49.43973312716143
39,0.0026844363632831532,48.70427602820802
40,0.003977410204242915,77.59637153722723
41,0.00891262485906323,45.63928202959839
42,0.01144855729191853,31.241486223201335
43,0.004268482013272164,48.26382334255721
44,0.004867131812054801,50.12947194992262
45,0.007019476037446836,59.62353014454026
46,0.008507830976480458,26.984770275779443
47,0.012876421064287864,72.86596650642609
48,0.007304518562258158,59.037699056713905
49,0.0071435832642330836,188.20333723685758
50,0.007257898522644891,359.2964250909652
51,0.006903270676972209,346.8705209843919
52,0.0047808167008166124,61.756054918321034
53,0.010687096949901576,32.38343891903443
54,0.005672741723329748,359.778691132042
55,0.004327981732534807,30.669395458402292
56,0.0037769060653807594,102.4260412188336
57,0.006174644258764503,75.3697857761459
58,0.003975791251541898,192.34402575706113
59,0.0044292222476119796,270.73313605939165
60,0.004562355173822627,277.3793625265891
61,0.004780913207493565,74.44351759292506
62,0.004843492197090487,351.1642400936569
63,0.004396255619812831,189.21825766245814
64,0.002045398202332355,29.708015559792727
65,0.003207925746711046,360.2864446528665
66,0.0032236256029379894,357.337089944394
67,0.0029580639000239433,351.70386682073865
68,0.002427187105587512,188.75507715231265
69,0.005201562029539603,107.09262415424334
70,0.0030977477463238756,107.35456905234771
71,0.002325820813375258,148.3591183369124
72,0.004145396738875143,30.012392303904583
73,0.004361751691319044,105.2159164919858
74,0.0046116337100003775,77.67746059081159
75,0.0037762836069243533,59.307441310451544
76,0.006338854351709195,31.030877849003577
77,0.005711963535460328,145.80541181217933
78,0.00445752869703798,107.61322330906977
79,0.006100639506288552,61.12143133424943
80,0.006098970722623281,185.0228605304431
81,0.00803160316521629,75.49761830975585
82,0.008402798993137178,150.28264856874367
83,0.006946082481590565,75.35388241856941
84,0.006350151253800358,347.6248302686917
85,0.005367575777282499,47.71342890484127
86,0.005015316933008528,193.3651235500102
87,0.004592921595587614,148.6090221179115
88,0.006527464151407581,48.7169334931269
89,0.003585335393349659,271.60348082904324
90,0.004020323338015776,78.61224187917607
91,0.004213230110949131,188.46995377212878
92,0.004572239705442076,276.63279075264956
93,0.003933236465020376,186.59059384757006
94,0.00460883766192131,187.37858290121463
95,0.0038871639442701147,60.99926422722887
96,0.0053721813393028655,60.73491740136959
97,0.006379228630582991,77.79655349765675
98,0.0052119221107314664,145.986670180873
99,0.004063752680757166,351.22135000508115
