episode,Regular_reward_mean_5seed_raw,Regular_reward_mean_5seed_smoothed_roll100,GA-guided_reward_mean_5seed_raw,GA-guided_reward_mean_5seed_smoothed_roll100,PSO-guided_reward_mean_5seed_raw,PSO-guided_reward_mean_5seed_smoothed_roll100
910,121.160862,98.168422,175.960934,137.843518,176.721507,138.002546
911,51.555996,98.254365,63.667791,137.878444,63.286361,138.043700
912,65.694478,98.204160,85.592825,137.796653,85.864863,137.971040
913,77.707157,98.615329,107.462499,138.481941,107.000892,138.674250
914,136.897809,99.006247,202.889714,139.067362,201.285552,139.257838
915,41.691064,98.575234,48.125576,138.270777,48.056150,138.479172
916,95.512098,99.618074,126.877989,139.933659,126.299290,140.147480
917,170.770302,99.154146,262.860221,139.262262,261.632715,139.488255
918,117.477529,98.199318,174.538431,137.677003,175.748310,137.913872
919,169.143682,98.205006,261.295951,137.666476,261.262225,137.883753
920,143.628503,97.879585,217.062597,137.027141,216.125030,137.255863
921,123.894881,97.077909,181.908637,135.688629,181.017969,135.921208
922,99.111474,97.242779,142.836991,135.834828,142.709898,136.057163
923,98.260300,97.040879,139.552811,135.395365,136.970187,135.622256
924,68.311918,96.731285,91.386928,134.836154,91.884959,135.081938
925,55.297950,97.319818,68.382247,135.726709,69.453412,135.977248
926,117.597702,98.030538,167.143074,136.823330,166.027795,137.049040
927,69.267481,97.363990,91.311213,135.832318,91.549462,136.064130
928,100.213329,97.580755,133.173528,136.089891,133.786104,136.321911
929,59.440938,97.546918,75.194268,136.176195,74.368175,136.399714
930,89.719119,98.476968,123.032517,137.669039,122.099285,137.867363
931,96.631519,98.658975,140.091487,138.017552,139.120179,138.225264
932,121.172493,99.287637,176.254827,138.993266,177.951710,139.220167
933,94.595149,98.947650,136.030829,138.440635,135.505262,138.649062
934,87.936677,98.521964,118.849666,137.740444,118.292187,137.953754
935,53.464586,99.102652,72.223664,138.673880,72.725031,138.888083
936,86.154331,100.160653,112.962402,140.265408,110.948616,140.480537
937,110.600609,100.625613,158.233773,141.054920,159.158567,141.285142
938,134.258895,100.123611,194.109455,140.264622,196.107295,140.483786
939,85.856489,99.450273,117.734141,139.173183,118.090733,139.365755
940,81.598886,99.621168,111.458128,139.387757,112.469235,139.594626
941,43.919326,100.193443,55.000244,140.279821,54.191549,140.481469
942,123.187272,100.719105,170.015582,141.135578,171.581570,141.349890
943,123.252136,100.575031,177.936716,140.966855,177.430863,141.189133
944,93.367699,100.387950,128.886229,140.632148,129.884155,140.863559
945,95.721016,100.891518,131.725224,141.395527,130.815596,141.625061
946,136.850263,101.034791,204.271974,141.555819,203.618399,141.797246
947,48.792765,100.469315,63.681558,140.629388,64.843086,140.876442
948,135.153584,100.761669,197.278041,141.018335,199.125211,141.264742
949,77.124021,100.533447,102.308561,140.689234,103.333225,140.891351
950,57.587987,100.532165,67.490380,140.682980,67.893893,140.853617
951,53.307918,101.016626,58.255646,141.554242,57.880002,141.717896
952,124.697181,101.619182,178.679976,142.498331,181.170629,142.669550
953,109.046358,101.476245,165.514746,142.182373,166.131447,142.322965
954,102.938424,101.942857,138.518348,142.803239,140.408585,142.943636
955,145.730826,102.224742,210.677757,143.369896,209.222804,143.493058
956,67.077161,101.562810,87.740659,142.343448,86.920724,142.476368
957,97.311771,101.670353,135.629639,142.571958,134.726215,142.713801
958,72.171253,101.229349,99.116793,141.818646,99.716780,141.961987
959,125.219918,101.958666,176.639960,142.971149,178.604807,143.095382
960,64.750864,101.772746,82.494558,142.695419,82.781081,142.793938
961,174.452045,102.448009,263.155972,143.777441,262.775624,143.864962
962,75.194014,102.167297,98.804409,143.274237,98.953866,143.373319
963,76.738411,102.495686,113.851125,143.769164,113.783201,143.859544
964,98.960079,102.865340,139.542848,144.251407,139.960970,144.340461
965,89.204250,103.171603,120.623327,144.726015,121.698698,144.816037
966,95.396702,103.225718,140.994656,144.819121,140.643785,144.882271
967,97.068381,103.888838,139.044628,145.786931,139.375544,145.833144
968,57.223642,103.937026,72.126237,145.824093,72.090657,145.850084
969,84.197046,104.013065,116.333282,145.871348,116.173978,145.892950
970,83.294813,104.351985,117.755696,146.333584,117.700782,146.373314
971,49.281776,104.226511,60.741627,146.033199,60.631963,146.082179
972,70.047440,104.750974,88.830451,146.832179,88.916579,146.893814
973,77.078307,104.650971,105.050323,146.749259,105.597462,146.825092
974,149.849484,105.009584,228.586199,147.271980,229.271231,147.348568
975,103.261852,104.659516,145.333930,146.539059,147.607987,146.611136
976,129.335056,104.636459,184.508042,146.353313,184.752370,146.392049
977,82.986723,104.749783,111.490088,146.605904,111.874586,146.631507
978,58.210068,105.498198,79.473049,147.853731,79.125781,147.876753
979,124.530496,105.617429,179.998964,147.981699,179.655504,147.996838
980,96.101621,105.120169,131.122587,147.164122,131.619804,147.180390
981,103.088227,105.266928,149.953464,147.446043,148.643884,147.447127
982,115.106389,105.211931,161.743665,147.353737,164.091440,147.371253
983,127.425618,105.039899,186.422322,146.990581,186.402026,146.989230
984,94.884469,104.629565,128.025524,146.328367,127.772729,146.328558
985,112.362364,104.433427,157.663420,146.060279,157.467970,146.047554
986,114.897235,104.025238,163.470198,145.375082,163.633699,145.365951
987,120.277659,103.566640,166.562530,144.625396,166.282710,144.614584
988,99.880660,103.247903,137.291380,144.183406,137.472442,144.172603
989,48.655450,103.648201,60.532103,144.844667,60.409667,144.856751
990,76.039205,103.893360,95.586048,145.216692,96.322322,145.245454
991,130.496964,104.309422,195.648637,145.956164,195.311263,145.975522
992,62.038333,104.092657,71.364932,145.464607,71.972820,145.492952
993,71.241536,104.844542,83.989119,146.741499,85.640191,146.756997
994,123.759499,104.547856,172.430304,146.382691,172.772329,146.367623
995,104.698911,103.918653,147.353425,145.393941,147.844481,145.384783
996,112.343062,103.486038,161.025457,144.703657,160.184603,144.701572
997,101.766884,103.418568,144.284403,144.549678,144.755286,144.541970
998,61.956646,103.084787,79.827361,144.030715,81.018974,144.007639
999,93.121971,103.130384,131.420917,144.068436,131.246428,144.023581
1000,91.676171,102.985509,127.063247,143.697106,127.552653,143.643087
1001,121.410753,103.062639,172.661009,143.797174,171.775668,143.744595
1002,110.161591,102.512804,155.421666,142.980931,154.712820,142.938136
1003,166.890284,102.107978,255.403856,142.322967,257.481023,142.287551
1004,113.240810,101.571709,166.727510,141.335679,165.617144,141.271901
1005,131.033539,101.802161,189.292315,141.595167,190.559463,141.546122
1006,102.104955,102.051743,139.446060,141.962798,139.469941,141.886385
1007,131.350433,102.056949,189.302160,141.968718,190.365861,141.902874
1008,90.796275,101.617725,120.362161,141.216804,121.674322,141.146876
1009,89.892104,101.883914,126.641501,141.647286,125.790462,141.559143
1010,129.755205,102.028998,179.453476,141.800847,180.836976,141.724546
1011,46.535538,101.794811,55.488681,141.441984,56.020370,141.343036
1012,106.811353,102.444163,154.121608,142.469671,156.185844,142.369548
1013,116.798985,102.634090,166.004596,142.759160,165.359672,142.645985
1014,93.796427,102.464408,123.231269,142.431763,123.418909,142.309504
1015,145.975077,102.579966,214.413794,142.642518,214.886952,142.506488
1016,49.119291,101.584547,59.738275,141.028474,60.376800,140.883660
1017,75.287578,102.253853,104.334311,142.108168,104.194403,141.955980
1018,118.046259,102.261972,173.485701,141.991577,172.736439,141.845612
1019,136.601587,102.263483,197.362479,141.918848,198.473218,141.775730
1020,63.460937,102.033629,83.211423,141.479774,82.659553,141.337585
1021,140.381876,102.467251,196.528512,142.096351,194.613450,141.955348
1022,78.921427,102.313222,98.890694,141.930139,99.219231,141.810099
1023,67.300918,102.906613,83.631663,142.878829,82.938401,142.759797
1024,127.165283,103.406750,180.442490,143.666795,181.415966,143.557574
1025,126.369941,103.069974,178.044378,143.132766,176.632605,143.009938
1026,50.942826,103.647160,68.041866,144.135401,67.536774,144.056430
1027,90.944014,103.881849,117.068449,144.358828,117.327563,144.281986
1028,96.829642,104.473323,141.803939,145.348560,141.566364,145.264296
1029,152.445925,104.172726,224.478649,144.794949,221.133101,144.708328
1030,107.919864,103.645099,157.883876,143.903994,157.889422,143.851605
1031,159.497701,103.603290,237.662894,143.801143,238.610469,143.739042
1032,87.173788,102.921235,120.991661,142.665141,120.841176,142.604463
1033,52.026567,103.372216,66.011723,143.251619,65.974496,143.182004
1034,146.005413,103.852483,212.193297,144.017307,211.725064,143.943880
1035,159.264716,103.412230,231.376514,143.388956,231.970415,143.311184
1036,132.650309,103.173353,191.913595,143.014443,191.409173,142.935479
1037,60.400470,103.152999,79.203902,142.956091,79.022944,142.908062
1038,66.925020,103.546038,84.965586,143.499206,84.304194,143.457813
1039,102.945981,103.704613,139.191533,143.756502,140.977777,143.727356
1040,138.826422,103.738157,200.664584,143.889632,201.153574,143.836094
1041,96.485512,103.341894,140.575872,143.191125,141.033686,143.148892
1042,108.779893,103.355742,153.143350,143.104174,155.505816,143.059205
1043,104.544045,103.161401,144.465972,142.777667,144.873477,142.719111
1044,143.724507,102.889650,205.224176,142.416130,206.034325,142.329175
1045,110.048334,102.782112,147.754363,142.254509,148.034079,142.170807
1046,80.302631,102.968088,111.628880,142.680495,111.538019,142.581211
1047,78.028182,103.283128,102.576289,143.101095,103.673095,143.016527
1048,112.331322,103.131948,164.367970,142.862017,161.786165,142.768451
1049,76.995910,102.996583,101.683108,142.520634,99.559784,142.457077
1050,106.034000,103.049643,154.616543,142.571926,154.321760,142.523056
1051,113.563607,102.960766,152.664601,142.344670,153.045479,142.297734
1052,110.403460,102.675802,147.084128,141.804924,146.512055,141.767681
1053,155.707514,102.835321,227.601381,142.107275,228.198607,142.089868
1054,131.126963,102.154659,195.184064,141.041613,195.350747,141.027040
1055,79.537647,102.384816,108.032937,141.277515,107.553813,141.286761
1056,77.831393,102.635389,110.591710,141.658895,110.663992,141.672040
1057,53.211381,102.657698,60.298363,141.477740,59.544827,141.487774
1058,145.102969,103.157268,214.367175,142.327739,213.056283,142.354131
1059,106.627933,102.792306,149.066949,141.721743,148.460414,141.740494
1060,132.277194,102.852539,190.696741,141.784318,189.883444,141.793174
1061,146.380842,102.262257,212.835504,140.764082,213.611325,140.787409
1062,108.032904,101.721891,148.297109,139.868624,147.576377,139.890577
1063,113.703818,101.864209,162.075427,140.085078,161.874954,140.096802
1064,129.586303,101.537101,187.003698,139.544513,187.518532,139.563376
1065,94.615762,101.126908,129.933936,138.724122,128.322133,138.736073
1066,161.708733,100.915049,237.775611,138.398178,235.731079,138.430127
1067,101.887156,100.832778,142.760909,138.127437,141.069567,138.179811
1068,64.827575,100.734137,76.851729,137.937240,76.377193,137.991910
1069,118.089003,100.638184,162.556877,137.842834,164.210423,137.903660
1070,70.747425,100.375637,87.717154,137.466115,88.587273,137.509766
1071,101.728124,100.238267,140.639659,137.292162,141.795467,137.332770
1072,60.047073,99.984826,80.538396,136.842709,82.044389,136.871196
1073,112.939691,100.129714,157.322499,136.985825,157.945071,136.999609
1074,114.842596,100.147617,155.294094,137.012278,155.528006,137.011732
1075,100.956196,100.443985,126.759336,137.448846,125.699271,137.458229
1076,140.667500,100.264815,209.767062,137.359990,208.698161,137.387523
1077,157.828207,99.587185,236.272813,136.210436,236.399161,136.243421
1078,70.133187,98.959588,92.269855,135.086070,91.134330,135.142479
1079,74.804412,99.650449,98.241265,136.041329,98.010673,136.132634
1080,110.777521,100.752365,159.314661,137.834007,158.293514,137.933354
1081,97.588535,100.695011,140.722923,137.668611,141.056455,137.768390
1082,97.903193,100.756544,125.428036,137.666559,125.889141,137.756466
1083,86.392261,100.725864,120.200882,137.738097,120.334917,137.833135
1084,75.270614,100.788497,101.216719,137.812621,99.672286,137.919105
1085,71.543549,101.013152,89.143720,138.100839,89.307708,138.210581
1086,69.037340,101.542753,88.501655,138.917235,88.496948,139.005556
1087,88.404047,102.481043,122.363468,140.409586,122.084594,140.510224
1088,139.910450,102.656815,203.417496,140.656623,205.887317,140.759455
1089,73.171308,102.553118,97.734590,140.464001,99.279936,140.556990
1090,117.645402,102.537271,169.533287,140.380546,169.329096,140.447736
1091,108.820465,102.022447,146.492979,139.531929,147.054268,139.601908
1092,137.226839,101.822798,199.054073,139.358884,198.377296,139.422669
1093,41.572933,101.223193,48.108327,138.355912,46.702784,138.430125
1094,60.839199,102.224466,73.555309,139.923931,74.488353,140.003078
1095,61.437453,103.294630,78.325037,141.664109,79.523383,141.712236
1096,105.596052,103.429791,145.627592,141.864174,144.224404,141.896309
1097,68.388754,103.425264,92.388101,141.840080,91.322241,141.874751
1098,66.516382,103.890851,83.599384,142.442097,82.613091,142.501952
1099,78.634431,103.869456,94.287939,142.406336,93.197072,142.465319
1100,99.389172,103.992941,137.070045,142.685203,137.703462,142.754186
1101,66.427310,103.995647,91.036738,142.643232,91.129756,142.707344
1102,69.678957,104.595718,89.625267,143.473283,89.654278,143.525299
1103,113.263360,104.653927,156.675026,143.564170,155.916108,143.615149
1104,136.286072,104.784391,192.676368,143.797803,193.039171,143.862932
1105,155.991732,104.584252,226.055416,143.494443,224.585758,143.554214
1106,102.625561,104.066081,140.038002,142.719228,141.118826,142.786060
1107,87.428014,104.403063,114.110772,143.231263,114.766072,143.307909
1108,117.415126,104.684643,163.410333,143.712184,162.901048,143.785406
1109,104.400487,104.472524,141.997624,143.403958,142.330738,143.478385
1110,106.336526,104.197379,143.567148,142.936315,142.685987,142.997667
1111,111.470753,104.148310,158.257419,142.811522,158.671635,142.882616
1112,125.804030,103.712267,183.070544,142.074064,183.829509,142.140009
1113,99.830767,103.956797,133.264861,142.379626,131.711544,142.450381
1114,105.352243,104.096760,144.306807,142.612174,143.117324,142.691385
1115,46.433217,104.160981,53.009397,142.772047,52.604189,142.854877
1116,116.049837,104.600316,167.707618,143.465527,167.608731,143.555480
1117,76.099486,104.602197,92.675184,143.400487,93.157681,143.509220
1118,118.197368,104.800939,166.212805,143.755492,165.748196,143.867389
1119,113.616188,104.654256,153.455136,143.547685,154.658732,143.664339
1120,106.823129,104.222315,144.869091,142.882415,144.435812,142.991016
1121,124.978971,104.212850,179.907286,142.892107,180.088577,143.016854
1122,138.260553,103.697012,193.759722,142.127148,194.189048,142.241937
1123,117.314666,103.040751,162.428253,141.120058,162.716044,141.229925
1124,93.487638,102.737682,127.039589,140.689677,126.652414,140.806453
1125,184.088502,102.657400,278.307870,140.546390,281.281798,140.652387
1126,74.411725,101.816580,90.384624,139.166713,90.092392,139.259935
1127,150.091418,102.147037,216.041666,139.829598,215.558518,139.930960
1128,66.769953,101.525207,86.442834,138.803306,85.969633,138.910469
1129,99.683210,101.952852,135.383128,139.433787,135.460733,139.534022
1130,103.739057,101.906844,147.598788,139.271709,146.633185,139.361967
1131,91.292131,101.416389,124.062656,138.471713,125.152499,138.573333
1132,132.271866,101.452221,179.639423,138.475012,178.595319,138.564394
1133,100.053317,100.949907,142.580564,137.747344,142.162112,137.837987
1134,101.980136,100.723130,149.358186,137.330154,148.455471,137.425930
1135,135.377031,100.944714,193.925187,137.559800,194.399882,137.674533
1136,130.614831,100.655680,186.078480,137.104481,188.667503,137.214637
1137,99.704361,100.626853,133.515355,137.039749,133.997969,137.120144
1138,82.782531,100.235217,110.695183,136.465823,111.258552,136.543961
1139,106.300456,100.262099,152.504533,136.428419,151.851525,136.513487
1140,99.200111,100.681911,130.813928,137.003394,132.433430,137.098064
1141,97.870269,101.438345,131.880705,138.211706,132.064986,138.252738
1142,89.345805,100.922525,120.492640,137.437492,121.496382,137.479735
1143,77.368923,100.760487,108.312307,137.145717,105.879891,137.182616
1144,132.970679,101.073546,189.062114,137.515513,190.197568,137.574297
1145,128.646002,100.765081,190.352887,137.031445,189.074433,137.089405
1146,111.806634,100.382097,153.688935,136.401804,155.069614,136.480718
1147,62.910156,100.442076,78.668465,136.435749,78.865552,136.502686
1148,98.794804,100.315063,130.229695,136.311762,130.648750,136.382190
1149,82.301933,100.196619,106.812249,136.191732,106.157640,136.257517
1150,97.146305,100.624764,131.891028,136.844071,131.789531,136.911306
1151,85.067161,100.992079,98.689976,137.332486,100.040254,137.408144
1152,126.355421,101.070521,177.319195,137.548232,178.730690,137.604671
1153,87.641322,101.041946,121.035232,137.531327,121.915888,137.562183
1154,154.142655,101.168330,218.774221,137.659540,221.322820,137.679230
1155,104.594900,100.535126,146.170987,136.633196,146.081659,136.623056
1156,80.062354,100.609381,92.476196,136.652119,92.237382,136.639788
1157,103.168306,101.131323,145.298215,137.595654,146.180539,137.582826
1158,108.606784,100.936723,153.767640,137.297298,151.692575,137.275120
1159,112.651236,100.964105,155.324416,137.322256,153.728424,137.320694
1160,73.249039,100.714076,88.673119,136.896267,89.306992,136.911226
1161,92.344242,100.492035,123.289748,136.592054,123.928120,136.599647
1162,122.264679,100.660890,169.942475,136.777305,168.198815,136.767873
1163,80.993010,100.290755,108.018885,136.181339,108.532415,136.181067
1164,88.567020,100.358643,104.964646,136.192893,104.788176,136.177866
1165,73.429818,100.481661,97.339498,136.538697,97.727589,136.518316
1166,153.481624,100.331158,210.701501,136.239825,210.699469,136.210026
1167,92.023079,100.275778,123.741203,136.262955,122.279420,136.235875
1168,55.232255,100.233675,67.411194,136.222052,67.552252,136.224929
1169,91.834298,101.043743,124.884963,137.474761,124.821007,137.482783
1170,57.010465,101.211325,70.321844,137.699201,70.887689,137.708860
1171,76.384065,101.345630,95.694365,137.854551,95.638035,137.863164
1172,74.535810,101.069632,94.850031,137.436941,94.885708,137.445201
1173,114.729977,101.311398,159.967760,137.834118,159.157401,137.847950
1174,144.479480,101.201542,198.950940,137.564076,200.177690,137.582010
1175,83.039140,100.618914,117.873682,136.731970,118.628639,136.750935
1176,72.904562,100.874913,94.811626,137.026689,94.288020,137.050864
1177,95.068473,101.422372,123.836286,137.801149,126.304960,137.835202
1178,139.219257,101.763963,187.795688,138.436772,190.149820,138.436552
1179,184.996047,100.985218,277.509060,137.308075,278.082614,137.275668
1180,105.042095,100.120887,142.775147,135.819858,141.797125,135.786482
1181,103.741847,100.137533,140.517705,135.852555,139.864075,135.829764
1182,94.835166,100.126606,132.581843,135.802764,133.556063,135.800683
1183,92.655602,100.460711,127.653276,136.314804,128.931882,136.302312
1184,97.736102,100.670020,130.038527,136.587887,128.819899,136.578283
1185,124.503694,100.942121,170.783279,137.003137,168.805165,136.993846
1186,162.866337,100.875966,237.736811,136.935459,238.963765,136.941391
1187,105.981155,99.939303,147.067133,135.424407,147.007754,135.415390
1188,129.540826,99.660758,184.155321,134.912648,185.640789,134.917287
1189,71.586593,99.908388,89.389038,135.262386,88.354530,135.255878
1190,66.162994,100.351082,84.671591,135.984664,84.746288,135.989057
1191,88.855605,100.580998,129.188520,136.384896,129.130337,136.387507
1192,77.266262,101.241789,98.756863,137.296897,99.122983,137.292156
1193,141.700235,101.618584,204.910173,137.861342,203.998039,137.844772
1194,167.855669,101.042006,247.573108,136.868243,245.404191,136.858351
1195,74.953460,100.281415,98.331568,135.647683,97.930603,135.666360
1196,105.143411,100.035010,143.218171,135.313880,142.068595,135.321392
1197,114.947398,100.004299,152.589859,135.238721,154.042405,135.274197
1198,64.376940,99.857942,80.023282,135.000033,78.949733,135.012318
1199,90.982930,100.467734,122.174600,135.939125,122.083835,135.978693
1200,99.659801,100.490136,132.872958,135.892673,133.019224,135.937810
1201,126.434360,100.655879,174.041824,136.066893,172.925241,136.102120
1202,75.499849,100.131787,98.713948,135.282894,98.639265,135.326220
1203,126.309769,99.798795,180.038399,134.783188,180.694490,134.829997
1204,116.272150,99.301097,162.340280,133.983414,162.167347,134.038453
1205,104.174704,99.295191,148.533924,133.966053,147.770355,134.029398
1206,136.323770,98.925431,191.241512,133.356129,193.303749,133.432087
1207,115.585953,98.447561,162.202882,132.609121,162.515753,132.663646
1208,96.203256,98.137451,132.587788,132.085987,132.198912,132.142409
1209,76.886010,97.700027,95.233248,131.399326,94.258986,131.450675
1210,101.429607,98.899967,131.087932,133.290965,131.180897,133.343868
1211,67.866412,98.688724,84.511615,133.011700,84.410868,133.062440
1212,150.257064,98.705031,213.626693,133.048131,214.866694,133.091378
1213,113.827029,98.519524,156.519660,132.743640,155.811961,132.785017
1214,111.774328,97.994948,160.294140,131.958324,159.466518,132.008515
1215,90.366714,98.030226,122.357408,131.976827,122.664516,132.040977
1216,116.237933,97.807456,161.203607,131.568936,162.982730,131.635805
1217,95.973694,97.436035,128.175617,131.068878,128.974568,131.115566
1218,103.529069,98.321109,145.432152,132.363809,145.443248,132.411528
1219,70.422164,97.789540,86.928160,131.521628,87.326405,131.571900
1220,105.876543,97.937206,145.838229,131.734081,147.019564,131.778869
1221,73.395218,98.118756,103.411369,131.977482,102.596909,132.012990
1222,72.634496,97.867361,93.050751,131.543683,92.987862,131.589720
1223,87.007732,98.511561,119.390124,132.507596,120.368865,132.541516
1224,85.459382,98.666589,112.710963,132.661699,111.245797,132.676810
1225,100.006596,98.664009,140.340159,132.645901,142.036586,132.685608
1226,107.457350,98.307933,156.673091,131.980707,157.194942,132.013421
1227,87.908401,98.005203,113.412475,131.416998,113.509376,131.443521
1228,109.534532,97.994002,149.490914,131.408173,148.324960,131.434212
1229,95.082398,97.870313,119.175311,131.226195,118.255202,131.269276
1230,54.693492,98.135647,67.599189,131.653021,67.769784,131.704115
1231,94.875398,98.302069,124.392635,131.872962,124.258593,131.925238
1232,82.040404,99.328595,106.872600,133.401329,105.954659,133.460369
1233,77.375685,99.450528,100.861534,133.603337,100.956411,133.671214
1234,124.138537,99.442136,172.322789,133.514498,173.315764,133.587291
1235,106.473584,99.537348,148.393348,133.589158,148.410286,133.647872
1236,127.732136,99.474761,179.605235,133.427650,179.218175,133.486912
1237,60.540743,99.177530,76.122747,132.978686,76.379646,133.049298
1238,85.470730,99.462217,106.954753,133.372616,108.211159,133.437306
1239,148.281734,99.109936,210.002026,132.919806,210.309254,132.964956
1240,174.843421,98.153791,251.645143,131.448748,247.900805,131.494362
1241,46.288335,97.038413,54.459317,129.743621,54.764706,129.823030
1242,73.141968,97.056524,91.315160,129.728215,91.784442,129.803817
1243,108.674857,97.998899,145.291886,131.189351,145.048066,131.258162
1244,102.124185,97.577070,140.655352,130.581549,141.708285,130.653116
1245,90.347591,97.881575,127.388785,130.931360,128.205821,130.997848
1246,117.804521,97.574691,157.083395,130.368544,157.266328,130.439446
1247,50.208894,97.768358,66.269812,130.695714,66.816014,130.763845
1248,86.950408,98.293728,118.226671,131.424474,118.181439,131.473312
1249,125.116436,98.461239,172.046109,131.667638,171.536530,131.715534
1250,133.877752,97.819103,180.732608,130.666679,181.473292,130.729666
1251,92.911400,97.494621,120.264525,130.265085,119.693019,130.317633
1252,123.497895,98.009078,175.628668,130.950197,174.481867,131.007123
1253,100.279662,98.521320,133.856622,131.652151,133.620548,131.728481
1254,90.822258,98.893483,116.139813,132.203593,115.705428,132.273977
1255,112.020477,98.689364,148.063224,131.916060,147.754915,131.991333
1256,132.256556,98.276084,186.829746,131.367057,186.541197,131.458477
1257,83.708256,97.955494,115.462606,130.799612,115.409882,130.892125
1258,111.344983,98.150703,156.263380,130.953122,156.250006,131.035339
1259,87.648396,98.446877,112.725558,131.369126,112.781628,131.433748
1260,51.044920,98.203184,58.251792,131.025061,58.149034,131.080703
1261,109.229676,98.486289,141.814827,131.441202,140.750758,131.488339
1262,85.251242,98.372113,110.345974,131.289631,109.518187,131.358380
1263,87.781744,99.108722,109.174245,132.410380,108.212296,132.503628
1264,100.868898,99.552560,139.545057,133.148482,138.833196,133.256816
1265,58.379529,99.046968,67.452234,132.401586,66.898631,132.514297
1266,147.943558,99.733482,213.014503,133.523028,213.284359,133.653858
1267,87.812785,99.173335,119.650973,132.524505,121.184794,132.652552
1268,136.239118,99.449892,192.682096,132.910838,193.337625,133.015690
1269,108.592434,99.368569,147.328975,132.778908,147.428796,132.878220
1270,70.440997,99.431593,85.856753,132.889803,86.318089,132.991344
1271,48.784298,99.543802,53.933406,133.135449,53.841743,133.210238
1272,98.712360,99.918978,134.567761,133.759145,135.160587,133.833947
1273,103.744403,99.975235,132.963535,133.819046,132.563400,133.864557
1274,86.216628,100.653147,115.740370,134.941475,117.070152,135.016763
1275,108.639085,101.174057,147.345527,135.649708,148.621597,135.708080
1276,127.650484,100.788869,172.257610,135.087241,172.721797,135.139468
1277,129.227522,100.469086,187.398674,134.629844,186.439912,134.683130
1278,61.344759,100.436868,74.925922,134.412461,74.061462,134.481703
1279,98.562973,101.352447,128.687395,135.748862,129.163977,135.839704
1280,106.706693,101.083251,146.044881,135.361287,146.125340,135.440971
1281,102.649165,101.112326,135.538603,135.424211,136.955976,135.506940
1282,128.245677,101.051068,183.785762,135.348421,183.718960,135.407974
1283,113.586450,101.203594,154.961644,135.490666,156.528985,135.564004
1284,124.946179,101.195105,171.563473,135.494960,170.376209,135.529079
1285,117.888221,100.771097,164.015538,134.861868,163.559637,134.920943
1286,69.200056,100.421208,86.631546,134.279034,86.363665,134.355815
1287,78.126686,100.937703,95.891233,135.051885,97.197466,135.142307
1288,154.303774,101.310235,219.129172,135.695125,219.499859,135.760018
1289,115.856016,101.042651,161.616802,135.243151,161.672419,135.310252
1290,89.154614,100.659181,124.694793,134.613955,124.591344,134.685105
1291,154.934622,100.785000,220.388591,134.809536,219.595269,134.876053
1292,114.945842,99.991343,155.201419,133.503180,154.384514,133.574657
1293,84.042418,99.756957,105.600291,133.139210,105.355932,133.232204
1294,91.796535,100.138480,125.517075,133.781454,126.205109,133.867136
1295,50.312957,99.770770,64.951307,133.159044,63.433858,133.241552
1296,102.072326,100.511069,135.702245,134.249390,137.349100,134.338458
1297,100.311673,100.881083,128.721004,134.879587,127.854454,134.953655
1298,125.356186,100.700541,173.932495,134.655871,175.587262,134.745364
1299,93.223068,100.034969,117.529444,133.639221,117.995520,133.723444
1300,116.234131,100.262747,150.294982,134.001089,149.450253,134.086170
1301,74.025205,101.120506,95.641899,135.291747,95.335243,135.394431
1302,42.200671,101.138633,48.743322,135.269818,49.016925,135.370021
1303,76.539898,102.313502,100.061037,137.074467,101.540142,137.171078
1304,115.681541,102.916069,160.604117,137.958152,161.261818,138.038290
1305,67.198709,103.237479,87.541576,138.367634,88.039219,138.448841
1306,88.536751,103.236407,116.540713,138.334633,116.459630,138.410181
1307,84.575025,103.383545,109.889427,138.594920,110.392060,138.670674
1308,52.460807,104.192703,63.921684,139.795150,63.025517,139.843815
1309,196.880053,104.249132,284.397140,139.857333,283.578317,139.921728
1310,80.305269,102.839820,103.161495,137.722407,103.038081,137.797893
1311,69.497082,103.789637,88.154654,139.139153,87.304723,139.237130
1312,131.706373,103.608599,183.177605,138.860365,184.230594,138.966994
1313,61.369517,103.046679,77.988130,137.961986,78.161743,138.069231
1314,115.302125,103.420234,162.144434,138.511958,162.712694,138.617996
1315,68.089689,103.542797,81.568250,138.651730,82.147347,138.741748
1316,79.095827,103.716489,111.197817,138.982769,110.958763,139.061213
1317,184.481113,103.610216,257.668727,138.730266,258.570806,138.811581
1318,50.372140,102.359969,61.214066,136.856117,61.480408,136.935598
1319,85.188804,103.097325,108.173415,137.988744,108.023306,138.056647
1320,124.031531,103.489000,170.178349,138.527878,170.431685,138.589806
1321,48.255651,102.901358,60.031518,137.673971,60.269893,137.735423
1322,137.054521,103.439628,189.442037,138.443523,188.167459,138.513086
1323,102.510521,103.545987,134.800402,138.602956,133.898336,138.678895
1324,85.201428,102.918972,111.131137,137.722804,112.125533,137.808038
1325,64.398977,102.959863,73.820838,137.715837,74.817913,137.796094
1326,77.184378,103.197695,100.302102,138.109557,100.204923,138.169120
1327,86.788280,103.585534,112.530025,138.650766,112.578479,138.702836
1328,97.165668,103.590664,131.293098,138.624416,131.831404,138.674772
1329,121.615796,104.107317,161.857915,139.367868,161.739036,139.423425
1330,71.335683,104.179935,89.593254,139.562222,89.882128,139.632961
1331,197.527984,104.399658,277.229407,139.922524,277.771636,140.003444
