episode,Regular_reward_mean_5seed_raw,Regular_reward_mean_5seed_smoothed_roll100,GA-guided_reward_mean_5seed_raw,GA-guided_reward_mean_5seed_smoothed_roll100,PSO-guided_reward_mean_5seed_raw,PSO-guided_reward_mean_5seed_smoothed_roll100
132,110.834195,93.479882,168.735552,142.241538,166.723635,142.286650
133,97.318669,93.024191,146.923617,141.348600,147.494893,141.405794
134,125.342028,92.947010,197.056687,141.237173,197.334169,141.283488
135,90.475363,92.473502,131.922670,140.376745,133.010531,140.411525
136,109.975692,92.624833,172.310987,140.745466,173.614395,140.772369
137,80.405068,92.496854,117.989256,140.445581,117.319827,140.471446
138,95.478435,92.689087,158.970772,140.914215,156.863472,140.946707
139,81.710695,92.746026,132.599481,140.879712,133.360711,140.924166
140,94.142534,92.948120,143.220861,141.118716,141.956546,141.168639
141,88.647900,93.370609,137.184590,141.905665,137.805136,141.962248
142,72.773165,93.069088,104.429082,141.334804,105.299367,141.382448
143,84.514035,93.337930,123.137226,141.854763,124.497078,141.895446
144,82.846916,93.508956,115.987554,142.230642,115.906349,142.257674
145,51.355180,93.928963,66.504004,143.148240,66.220017,143.159980
146,123.850741,94.620833,205.878689,144.532904,205.611645,144.539376
147,87.009108,94.409901,131.199042,143.979787,130.973894,143.979758
148,114.269355,94.654146,173.001645,144.470877,174.271157,144.472420
149,92.275608,94.456478,148.814419,144.138003,149.836669,144.132745
150,115.228660,94.588021,183.803411,144.268649,183.220948,144.259738
151,61.171475,94.389533,72.597296,143.760003,72.429932,143.738622
152,121.666756,94.810167,196.537570,144.684912,198.051018,144.664763
153,74.955301,94.649777,110.418983,144.371215,111.158900,144.346043
154,80.066054,95.362838,114.612443,145.722342,114.689993,145.693618
155,52.433905,95.876294,72.102304,146.750663,71.454342,146.708131
156,78.351904,96.036075,103.206913,146.985506,101.880657,146.937479
157,101.585431,96.173198,160.804354,147.126358,161.226244,147.076619
158,115.035883,96.305419,175.628225,147.466782,176.997626,147.410607
159,100.121230,96.125452,165.086942,147.188005,165.570301,147.112748
160,101.902935,95.743828,160.990365,146.323524,161.384986,146.245582
161,102.389980,96.176742,170.396041,147.099670,171.124467,147.035397
162,72.012549,96.374919,95.881234,147.275928,95.691588,147.209755
163,90.576672,96.916484,134.379143,148.365251,135.024144,148.305192
164,125.258459,96.642684,211.527869,147.837192,214.755619,147.766407
165,42.106651,96.628704,50.444875,147.570989,50.251725,147.469271
166,118.517114,97.142866,194.484186,148.502546,194.074538,148.401586
167,124.582568,96.870290,197.087229,147.863712,198.235267,147.768888
168,101.775102,96.629496,163.456454,147.375103,163.872996,147.249700
169,111.018226,96.550110,179.905826,147.208246,181.768711,147.077750
170,83.444969,96.015355,129.984528,146.125544,130.348593,145.975588
171,82.429642,95.684980,108.288777,145.409365,108.893635,145.255341
172,108.272257,96.004013,166.833141,146.111267,166.347954,145.960368
173,91.886296,95.778247,141.423971,145.648914,140.735676,145.498716
174,85.979846,95.863589,113.905883,145.649441,113.280897,145.500265
175,76.641074,96.010185,125.565489,146.113069,124.631426,145.966956
176,98.219753,96.211885,150.564488,146.419675,151.031022,146.267167
177,97.423194,95.982685,141.145256,146.086128,141.389868,145.940875
178,85.856437,96.026058,111.802331,146.219525,110.747861,146.062324
179,100.364237,96.217454,159.349442,146.823484,160.525401,146.672988
180,100.803249,96.047884,155.278374,146.575112,155.101094,146.407998
181,90.494837,95.763591,138.319538,145.926211,136.879324,145.766025
182,115.736648,95.787992,175.089378,145.940132,176.602210,145.789020
183,94.786424,95.528453,138.135003,145.513021,138.879330,145.345445
184,89.732351,95.552262,135.564107,145.602743,134.903792,145.447179
185,69.566317,95.091220,92.297838,144.734780,92.415486,144.577831
186,118.685429,95.257094,196.154296,145.133733,195.190189,144.985698
187,109.160840,94.761488,179.198454,144.082147,177.617711,143.934975
188,98.357970,94.804016,159.212016,144.032084,157.523161,143.893322
189,123.404642,94.462212,191.041362,143.406688,188.585862,143.271400
190,97.014330,94.265793,159.381124,143.227444,157.553396,143.116060
191,98.990386,94.063138,158.834850,142.818133,158.153728,142.710487
192,72.902999,94.384542,90.552036,143.263576,89.519811,143.167906
193,76.891262,94.522097,106.618416,143.586498,106.626435,143.505390
194,96.389230,94.324266,150.588101,143.217161,151.243946,143.137513
195,52.345569,93.889622,69.481820,142.355234,69.909881,142.266296
196,76.337036,94.283576,101.781767,143.010188,101.485380,142.905996
197,55.296010,94.532007,68.814539,143.588941,69.648821,143.487482
198,54.244786,95.566064,66.949205,145.599221,67.973783,145.494178
199,131.102694,95.765871,211.865010,146.048736,210.854200,145.922982
200,85.493075,95.067535,135.145149,144.756014,135.448984,144.638878
201,70.623043,94.836875,85.222695,144.317170,85.166038,144.197016
202,112.991021,95.209878,184.090053,145.195630,184.566160,145.065071
203,112.345289,94.930874,166.739607,144.604779,165.845086,144.480673
204,57.568858,95.097820,70.615285,144.920589,70.994994,144.801583
205,112.258135,95.371822,154.396162,145.412599,155.540187,145.295159
206,104.043222,95.298862,176.141928,145.499753,174.735937,145.364655
207,74.615862,95.065304,116.744585,144.979243,116.495265,144.851215
208,104.856210,95.827730,156.965354,146.292589,157.436572,146.150837
209,133.663890,95.395510,225.811807,145.428398,227.460188,145.282671
210,71.706798,95.212868,104.792161,144.971771,104.753464,144.798799
211,51.390171,95.602144,70.217590,145.661546,71.200911,145.495405
212,101.332739,95.539413,151.163881,145.529869,150.763241,145.359950
213,72.079292,95.598514,104.406447,145.716569,103.156540,145.551965
214,74.054039,95.906005,102.448552,146.271576,101.416717,146.119007
215,104.724129,96.222599,156.919900,146.870114,155.650404,146.722525
216,51.926876,96.252033,63.969237,146.937896,64.917863,146.795423
217,82.704976,96.799853,119.206330,147.917151,118.550077,147.750371
218,102.940385,96.684035,159.487871,147.658406,159.976799,147.493229
219,92.218084,96.888542,140.740753,148.026844,142.658527,147.854308
220,87.458565,96.577627,134.867984,147.429289,134.206085,147.240942
221,140.609363,96.602242,234.067683,147.365505,233.368861,147.176365
222,112.556688,96.576076,172.835677,147.208593,171.755140,147.024543
223,102.930562,96.508883,168.411051,147.080843,167.649219,146.924971
224,135.520517,97.293756,214.839228,148.435356,214.886441,148.271864
225,79.404273,97.767599,121.172685,149.347617,121.834920,149.189085
226,70.600870,98.026634,93.419453,149.813841,94.870808,149.669007
227,56.990025,98.362755,68.299926,150.484329,68.992128,150.337909
228,120.868963,98.462379,197.719737,150.692086,198.011970,150.537918
229,101.446499,98.239939,159.410064,150.099894,158.910980,149.948184
230,112.052971,98.025328,173.198169,149.675396,173.863853,149.511727
231,147.270560,97.881484,257.448498,149.359175,258.017264,149.196063
232,65.265055,97.476259,79.441755,148.366429,78.638086,148.185524
233,89.600603,97.724283,135.780838,148.933006,135.264300,148.771954
234,77.991223,97.355621,111.013970,148.227139,110.137792,148.071092
235,105.608455,97.231921,168.794696,148.070529,169.094952,147.924492
236,97.177762,97.552174,142.322488,148.674168,143.522126,148.536770
237,99.628409,97.094993,164.852700,147.855965,164.845906,147.719351
238,101.172345,96.755835,155.520420,147.065917,154.609365,146.934858
239,101.920122,96.483072,156.499872,146.490499,157.807981,146.376150
240,136.391427,96.000854,221.915852,145.613805,221.317492,145.489598
241,58.495799,95.501506,80.098437,144.632756,79.825092,144.519475
242,99.657293,96.177252,156.425005,145.970426,156.599245,145.872796
243,101.616711,96.127285,160.725065,145.715913,160.719848,145.630394
244,124.847552,96.164902,207.747438,145.764248,206.136910,145.681371
245,120.542239,96.032558,204.970402,145.230108,204.159648,145.170555
246,102.757511,95.884329,150.566918,144.793785,149.649808,144.756347
247,111.433662,95.740512,180.308068,144.622358,180.240130,144.596243
248,94.502484,95.226929,139.714213,143.746389,140.303642,143.727118
249,105.429977,95.052613,161.879037,143.471210,162.536018,143.443368
250,95.379814,95.041782,132.938839,143.499812,131.109266,143.466272
251,103.234896,94.908052,165.088242,143.316769,165.044029,143.311923
252,105.627721,94.956286,165.167834,143.304702,166.179080,143.312912
253,146.261460,95.138769,245.531628,143.657544,245.916358,143.641593
254,131.411655,94.890360,217.444539,143.049357,216.141323,143.028311
255,68.411958,94.438699,95.586616,142.138161,94.389143,142.132671
256,92.064158,94.555340,117.292104,142.334394,115.794676,142.346456
257,114.807574,94.426439,194.846792,142.271759,194.625056,142.284222
258,97.039200,93.882881,147.750569,141.093074,147.211713,141.102431
259,61.958819,93.811888,78.638844,140.985834,78.853688,141.017052
260,145.194371,93.929155,238.604905,141.359427,240.366449,141.403315
261,122.207674,93.107738,188.021878,139.799127,188.560312,139.811606
262,126.169039,92.492966,204.813526,138.782212,205.235252,138.783130
263,63.196629,92.289952,81.573202,138.429930,81.145701,138.425736
264,123.860493,92.338915,184.907564,138.519762,185.041979,138.510307
265,93.522821,91.807654,143.600601,137.634737,143.483233,137.632756
266,91.259513,92.367898,130.600801,138.586748,130.804720,138.572929
267,100.503213,92.717155,148.226328,139.143331,146.316508,139.126301
268,93.836471,92.779867,146.770784,139.256573,146.677943,139.243418
269,57.542741,92.739385,71.635550,139.125469,71.552584,139.108939
270,50.407428,93.326559,58.366712,140.253421,58.323798,140.235973
271,114.332958,93.310567,178.478895,140.306012,179.396378,140.282704
272,85.695717,92.661056,120.597866,139.088707,120.182729,139.047787
273,100.420446,93.480405,141.476698,140.540447,140.890615,140.513580
274,100.639414,93.600791,160.268690,140.709349,159.949970,140.681796
275,96.811110,93.863035,156.226059,141.102917,154.652536,141.088563
276,75.299768,94.408515,117.209822,142.097009,118.401831,142.095613
277,101.760490,94.363162,154.484911,141.930785,153.534763,141.916000
278,104.996057,94.424212,172.198295,141.992490,171.814265,141.991834
279,83.407201,94.361026,134.512247,141.634608,134.026390,141.633083
280,72.373950,94.388183,90.388278,141.496955,90.903788,141.498295
281,92.934981,94.994493,139.711609,142.637845,139.178845,142.620457
282,89.782675,94.909688,132.378258,142.494419,132.244719,142.497020
283,97.167397,94.481741,147.107228,141.797340,149.052755,141.805999
284,43.628158,94.492984,48.767759,141.857097,47.968919,141.858424
285,86.153652,95.413333,132.193113,143.675321,133.202191,143.692976
286,69.124805,95.385120,90.995717,143.540421,90.117966,143.545008
287,113.413649,95.388106,174.192195,143.628965,173.452371,143.640852
288,64.177635,94.922392,96.672410,142.781285,95.330907,142.800306
289,103.762743,95.005771,173.116958,142.820931,173.051920,142.847265
290,76.748797,95.169526,118.450041,143.015704,116.996094,143.044162
291,131.130754,95.675628,203.379106,143.885574,203.895620,143.915719
292,86.658521,95.475235,122.844255,143.541096,123.268161,143.575709
293,57.108185,95.737114,69.684709,144.158511,69.838803,144.192329
294,52.924770,95.909314,64.395416,144.547026,64.122226,144.575639
295,91.740999,96.126167,134.977180,144.921492,133.879856,144.951124
296,101.180174,96.427091,159.657080,145.622588,159.633976,145.647889
297,158.701672,96.225442,269.842601,145.042325,270.318401,145.069834
298,74.225513,95.590987,111.900659,143.889241,110.854196,143.901082
299,61.269051,95.571495,82.592867,143.710072,82.443878,143.725007
300,62.427132,95.902208,91.260673,144.255534,91.262757,144.275125
301,107.923349,96.002297,173.068742,144.226397,171.971530,144.242377
302,85.090633,95.836693,125.004971,143.877879,126.126398,143.907739
303,129.039838,96.524131,198.320538,145.119964,197.936022,145.130021
304,84.969083,96.529135,119.816335,145.256701,120.352614,145.256292
305,104.962121,96.710284,163.111582,145.604887,162.489771,145.607875
306,80.687375,96.660735,124.090929,145.451917,123.391951,145.439438
307,150.858525,97.013783,248.079173,146.041124,246.457428,146.008423
308,61.634160,96.493771,70.546206,145.040908,70.620055,145.030830
309,115.399682,97.400415,180.149103,146.974524,179.072931,146.961555
310,110.634469,97.062677,173.769685,146.354864,174.414064,146.354174
311,45.117004,96.492732,57.049851,145.216937,57.655393,145.210021
312,107.242844,97.418595,169.833942,146.797809,169.964730,146.779653
313,102.828397,97.277276,159.907089,146.360493,159.860804,146.349910
314,105.713476,96.955418,162.302404,145.762226,161.768539,145.755633
315,107.667520,96.961633,163.698064,145.749928,162.940200,145.755095
316,106.708921,96.670321,161.894721,145.268978,160.412643,145.274521
317,71.123124,96.531194,93.331896,145.144652,92.835890,145.171294
318,123.391066,96.767920,196.331595,145.544393,196.084615,145.576253
319,61.126587,96.926076,80.985347,145.771584,81.321938,145.830156
320,89.920122,97.109562,128.489573,146.137231,127.748405,146.190646
321,137.992707,97.288806,218.376482,146.563117,218.186647,146.626985
322,105.837414,97.125115,160.060622,146.184983,161.797949,146.247396
323,181.417822,96.966002,303.862385,145.961826,302.338546,145.998481
324,182.904871,95.984398,306.065267,144.153844,306.608563,144.212221
325,105.307706,95.239448,167.795102,142.855187,169.827085,142.892674
326,104.213063,95.525704,160.468324,143.263080,161.761027,143.262813
327,66.952355,95.661404,89.075535,143.578080,88.993051,143.570382
328,98.624988,95.612858,138.500577,143.527918,139.038533,143.517069
329,79.985357,95.528801,116.960262,143.453368,115.265246,143.426829
330,97.668602,95.576892,141.576038,143.513896,142.297459,143.506586
331,106.748027,95.332589,158.173969,143.026540,156.963443,143.000478
332,90.067451,94.964659,136.099451,142.376619,137.281081,142.368722
333,52.734450,94.889086,65.194147,142.119060,65.178050,142.097520
334,65.621235,95.052114,95.352900,142.415074,95.477845,142.395575
335,137.633743,96.085051,229.158669,144.186295,230.322658,144.196140
336,51.459617,95.389371,60.502124,142.759126,61.780225,142.759605
337,65.712649,95.703542,85.847909,143.291159,86.396670,143.270066
338,73.896057,96.075045,97.978683,143.997379,98.738585,143.975735
339,53.698364,96.687913,68.830417,145.138937,69.152784,145.112158
340,86.456560,97.190671,123.810954,146.136048,124.305127,146.103845
341,126.070392,98.023704,213.865434,147.690288,215.157230,147.658230
342,94.660653,97.495464,130.973683,146.552512,132.359035,146.505259
343,105.378343,97.351591,165.558578,146.324890,165.817568,146.285987
344,111.613196,97.038106,154.333504,145.722194,155.055321,145.693792
345,105.719335,96.834380,161.338087,145.600189,162.738843,145.554581
346,88.375847,96.449869,133.424171,145.003674,133.639399,144.943570
347,60.075352,96.349752,92.711141,144.841125,93.327602,144.782565
348,77.070825,96.640163,112.196374,145.231974,111.928638,145.165266
349,104.346949,96.696171,164.739202,145.207472,164.826383,145.133867
350,82.006778,96.485316,114.634568,144.807249,115.674375,144.739121
351,108.058265,96.298968,163.881537,144.507316,165.142970,144.439039
352,123.876068,95.931957,200.452018,143.788876,199.047181,143.716482
353,121.420566,95.649600,184.712895,143.151617,184.588162,143.089074
354,86.245563,95.790787,126.324981,143.572064,126.577311,143.513270
355,80.076005,95.626456,115.209912,143.214668,115.767629,143.155138
356,79.174038,95.854136,111.028592,143.582779,109.571271,143.505326
357,60.451796,96.171827,76.978321,144.161978,76.445961,144.081640
358,89.939909,96.530521,137.026589,144.769930,138.673856,144.695166
359,73.685562,96.368261,115.998142,144.472326,117.479960,144.383550
360,63.052648,96.507227,82.574882,144.587696,81.195538,144.466413
361,60.730436,97.068728,86.330409,145.629386,85.712681,145.517443
362,105.867659,97.395866,169.585300,146.272294,169.495935,146.160668
363,68.092943,97.113171,90.556359,145.655614,89.602768,145.551215
364,70.734375,97.389046,96.405044,146.227012,97.286901,146.129476
365,149.547275,97.403435,238.801774,146.284874,237.500462,146.182895
366,126.185200,96.945382,186.259026,145.446486,186.141962,145.368260
367,106.774408,96.409445,159.550597,144.641653,158.028174,144.566388
368,89.788275,96.399413,133.660323,144.686676,133.230096,144.627478
369,116.260130,96.356910,184.430754,144.448794,184.255982,144.403463
370,48.808213,96.126225,63.625830,143.970504,62.996929,143.933459
371,49.381846,96.907724,56.748426,145.417141,55.904657,145.389640
372,167.630630,97.444102,265.771864,146.306928,266.762019,146.291799
373,112.458993,96.616880,158.366875,144.839955,157.712228,144.811918
374,126.863809,96.371419,199.625536,144.388635,200.626623,144.376639
375,151.359170,96.603370,255.635185,144.699387,255.357552,144.680849
376,70.764480,95.646361,100.587476,142.784898,100.440527,142.778943
377,107.865509,95.933574,160.655359,143.261435,161.118180,143.264484
378,98.677456,95.554585,136.410097,142.624579,135.939205,142.619358
379,86.122897,95.232840,120.746936,142.081213,120.547532,142.083796
380,133.004906,95.075282,204.477307,141.785135,203.119973,141.785305
381,84.454538,94.246875,125.368999,140.356847,126.835137,140.365227
382,46.987890,94.533153,62.670380,140.753183,63.142604,140.741190
383,98.291780,94.356526,153.082915,140.471211,154.295289,140.450347
384,135.663027,94.190336,230.590197,140.135773,231.424168,140.099212
385,83.332320,94.129856,118.703109,139.843017,118.405403,139.802569
386,69.423402,94.002505,99.850102,139.603816,99.702277,139.566939
387,66.842239,94.240308,89.424161,140.009567,89.397785,139.979432
388,72.515573,94.535862,100.637072,140.513828,100.026820,140.480230
389,120.138267,95.061985,192.594204,141.483437,192.741659,141.453951
390,127.359006,94.881029,205.437031,141.153632,204.151762,141.125827
391,111.091450,94.692656,168.931383,140.770544,169.894578,140.745525
392,112.846386,94.250274,184.585738,139.939752,184.930214,139.900346
393,74.328146,94.404965,108.536215,140.122452,108.169759,140.084795
394,74.610150,94.946968,101.841983,140.979254,101.670803,140.949600
395,121.833381,94.965186,205.086777,140.943064,203.556301,140.918604
396,81.015249,95.227093,101.630801,141.297704,101.828519,141.294055
397,95.256177,95.868341,154.534189,142.613495,153.443153,142.616592
398,72.276346,95.983291,93.983738,142.744810,93.246740,142.763748
399,94.340282,96.566120,137.139119,143.882878,137.455617,143.914025
400,72.436092,96.282868,88.346960,143.444073,87.988007,143.481606
401,91.362919,96.755063,138.216921,144.309742,138.507754,144.346984
402,153.834482,96.925809,249.213517,144.620999,248.354516,144.662005
403,129.540196,96.487887,211.994179,143.753413,210.563180,143.803558
404,103.083969,96.231295,154.634937,143.240846,155.510908,143.308411
405,100.007251,95.746604,147.814608,142.356675,145.646093,142.423776
406,115.992102,95.579179,183.011645,141.937423,180.290445,142.009408
407,98.857412,95.450708,148.057560,141.698839,148.698155,141.804270
408,152.298552,95.273024,263.907800,141.407327,263.692519,141.501728
409,81.625878,94.287282,118.183085,139.484400,118.334822,139.585576
410,53.639896,94.628386,59.976976,140.107536,59.998716,140.232485
411,137.703356,95.049823,215.137069,140.821784,214.618632,140.964383
412,93.110951,94.383196,126.102352,139.647067,126.990439,139.784660
413,70.642624,94.537388,100.080333,140.039123,100.433147,140.192674
414,106.334919,94.487470,161.072613,139.970180,161.714710,140.118500
415,78.536334,94.406894,115.603136,139.788257,114.882801,139.929260
416,92.796231,94.835811,149.462077,140.443875,150.089946,140.592261
417,94.795736,94.477969,133.306035,139.676685,133.331720,139.812374
418,139.206633,94.780853,219.050674,140.259929,221.474930,140.408890
419,79.475205,94.582592,117.550059,139.891520,117.371018,140.004448
420,107.844486,94.394174,171.078101,139.529891,171.382292,139.646496
421,121.623677,94.714253,180.563116,140.006576,180.227754,140.120920
422,89.926109,94.895281,137.744886,140.270687,136.906377,140.388076
423,83.257385,95.042110,123.064189,140.545344,123.712534,140.664103
424,108.409844,94.872427,176.199603,140.135798,174.653856,140.248119
425,133.933344,95.061000,208.584439,140.390251,206.841018,140.505361
426,117.783031,94.765719,191.968260,139.863755,192.517961,140.018752
427,62.097809,94.868989,84.059343,139.992486,83.661701,140.133387
428,90.219280,94.994345,131.045635,140.177387,130.014601,140.312213
