seed,scenario_id,Regular_cum_reward,GA-guided_cum_reward,diff_GA_minus_Regular
1,50yr_0360m_h660,113.545048,114.944054,1.399007
1,50yr_0360m_h661,113.578241,114.583825,1.005585
1,50yr_0360m_h667,113.316865,114.596214,1.279349
1,50yr_0360m_h669,113.699085,114.513498,0.814413
1,50yr_0360m_h671,113.486853,114.861559,1.374705
1,50yr_0360m_h673,113.534951,114.710067,1.175115
1,50yr_0360m_h678,113.680961,114.715260,1.034299
1,50yr_0360m_h679,113.510905,114.775918,1.265013
1,50yr_0360m_h683,114.067979,113.527767,-0.540213
1,50yr_0360m_h684,113.950984,114.070953,0.119969
1,50yr_0360m_h686,113.992798,114.281224,0.288426
1,50yr_0360m_h690,112.635201,113.601406,0.966205
1,50yr_0360m_h692,113.462870,113.807232,0.344362
1,50yr_0360m_h693,114.355263,114.152879,-0.202384
1,50yr_0360m_h702,114.240200,114.009254,-0.230945
1,50yr_0360m_h703,113.699675,113.766301,0.066626
1,50yr_0360m_h706,113.734286,113.907010,0.172724
1,50yr_0360m_h710,114.024083,114.117948,0.093865
1,50yr_0360m_h711,113.421655,113.932762,0.511108
1,50yr_0360m_h712,114.141745,113.619023,-0.522722
1,50yr_0360m_h714,113.646239,114.526810,0.880571
1,50yr_0360m_h721,113.476020,114.673717,1.197697
1,50yr_0360m_h722,113.760260,114.579480,0.819220
1,50yr_0360m_h728,113.737127,114.818389,1.081262
1,50yr_0360m_h729,113.394093,114.394343,1.000251
1,50yr_0360m_h730,113.625755,114.519141,0.893386
1,50yr_0360m_h731,113.904378,114.648794,0.744416
1,50yr_0360m_h736,113.869343,114.721297,0.851954
1,50yr_0360m_h737,113.538423,114.230772,0.692349
1,50yr_0360m_h738,113.711166,114.468700,0.757534
1,50yr_0360m_h739,113.876076,114.414996,0.538920
1,50yr_0360m_h740,113.419895,114.361085,0.941190
1,50yr_0540m_h745,158.895886,159.259587,0.363701
1,50yr_0540m_h747,159.024952,159.150979,0.126027
1,50yr_0540m_h749,158.630634,159.122450,0.491816
1,50yr_0540m_h750,158.713833,159.063356,0.349523
1,50yr_0540m_h751,158.947160,158.914875,-0.032285
1,50yr_0540m_h755,159.141775,159.933907,0.792133
1,50yr_0540m_h756,158.622876,159.140387,0.517512
1,50yr_0540m_h757,158.976161,159.517077,0.540916
1,50yr_0540m_h759,158.588005,159.917223,1.329218
1,50yr_0540m_h760,158.732537,158.543532,-0.189005
1,50yr_0540m_h761,158.733285,159.166564,0.433279
1,50yr_0540m_h762,158.748986,158.993841,0.244855
1,50yr_0540m_h764,159.289161,159.059348,-0.229814
1,50yr_0540m_h766,158.457196,160.008439,1.551243
1,50yr_0540m_h769,159.018605,159.875080,0.856475
1,50yr_0540m_h770,158.821394,158.899749,0.078355
1,50yr_0540m_h771,158.597972,159.851129,1.253157
1,50yr_0540m_h772,158.618999,159.683665,1.064667
1,50yr_0540m_h775,158.510474,159.845420,1.334946
1,50yr_0540m_h777,158.137804,159.480747,1.342943
1,50yr_0540m_h782,158.051969,159.846914,1.794945
1,50yr_0540m_h783,158.506381,159.977441,1.471060
1,50yr_0540m_h785,158.077168,159.901917,1.824748
1,50yr_0540m_h789,158.703321,160.364377,1.661056
1,50yr_0540m_h794,157.949738,160.069101,2.119363
1,50yr_0540m_h795,158.569233,159.860469,1.291237
1,50yr_0540m_h801,157.653548,159.793301,2.139754
1,50yr_0540m_h803,158.938191,159.777787,0.839596
1,50yr_0540m_h809,159.687128,159.829094,0.141966
1,50yr_0540m_h814,159.770429,160.288370,0.517941
1,50yr_0540m_h815,159.826063,160.098763,0.272701
1,50yr_0540m_h821,159.973670,160.409682,0.436012
1,50yr_0540m_h830,159.470270,159.790677,0.320407
1,50yr_0540m_h831,159.408729,160.025893,0.617164
1,50yr_0540m_h833,159.723427,160.104395,0.380967
1,50yr_0540m_h834,159.917384,159.698144,-0.219240
1,50yr_0540m_h835,159.360155,160.220419,0.860265
1,50yr_0540m_h842,160.152780,160.321858,0.169078
1,50yr_0540m_h843,159.599550,159.836943,0.237393
1,50yr_0540m_h847,159.841590,160.158048,0.316458
1,50yr_0540m_h849,159.242757,159.728762,0.486005
1,50yr_0540m_h851,160.055193,160.151528,0.096336
1,50yr_0540m_h853,159.268091,159.715581,0.447490
1,50yr_0540m_h854,159.857485,159.932022,0.074537
1,50yr_0540m_h858,159.919236,160.120199,0.200963
1,50yr_0540m_h859,160.059149,160.184644,0.125494
1,50yr_0540m_h861,159.347839,160.176868,0.829030
1,50yr_0540m_h862,159.701055,160.092615,0.391559
1,50yr_0540m_h864,159.824050,160.058298,0.234248
1,50yr_0540m_h867,159.184407,160.098997,0.914590
1,50yr_0720m_h871,199.402631,202.861840,3.459209
1,50yr_0720m_h872,199.296961,202.440378,3.143417
1,50yr_0720m_h875,199.642754,202.690889,3.048135
1,50yr_0720m_h879,200.250676,202.906875,2.656199
1,50yr_0720m_h880,199.677724,203.013673,3.335948
1,50yr_0720m_h886,199.405214,202.262765,2.857551
1,50yr_0720m_h888,199.532206,202.413355,2.881148
1,50yr_0720m_h890,199.503248,202.087763,2.584515
1,50yr_0720m_h892,200.130068,201.956218,1.826150
1,50yr_0720m_h896,199.337092,201.367458,2.030367
1,50yr_0720m_h897,199.699474,202.798612,3.099138
1,50yr_0720m_h898,200.178416,202.277130,2.098714
1,50yr_0720m_h899,198.417158,203.298672,4.881514
1,50yr_0720m_h902,199.107454,203.813448,4.705994
1,50yr_0720m_h907,199.528002,202.938311,3.410308
1,50yr_0720m_h908,198.123307,203.990897,5.867591
1,50yr_0720m_h913,200.765017,203.137209,2.372192
1,50yr_0720m_h917,200.534722,203.015877,2.481155
1,50yr_0720m_h928,199.274428,202.892307,3.617879
1,50yr_0720m_h930,197.446415,203.983590,6.537175
1,50yr_0720m_h931,197.578276,203.591039,6.012763
1,50yr_0720m_h935,197.525204,203.648313,6.123109
1,50yr_0720m_h936,197.851901,203.526892,5.674991
1,50yr_0720m_h937,197.234532,203.842362,6.607830
1,50yr_0720m_h940,196.928977,203.823193,6.894216
1,50yr_0720m_h941,197.108880,203.709185,6.600306
1,50yr_0720m_h942,197.694252,203.579648,5.885396
1,50yr_0720m_h943,197.198840,203.637953,6.439113
1,50yr_0720m_h952,200.576267,203.823872,3.247606
1,50yr_0720m_h954,196.854868,203.508235,6.653367
1,50yr_0720m_h955,197.887279,203.586925,5.699645
1,50yr_0720m_h957,199.013624,203.486131,4.472507
1,50yr_0720m_h960,196.701645,203.729707,7.028062
1,50yr_0720m_h961,203.792424,204.399641,0.607217
1,50yr_0720m_h962,204.697017,204.144552,-0.552465
1,50yr_0720m_h964,203.413079,204.540889,1.127810
1,50yr_0720m_h965,204.086028,204.850106,0.764078
1,50yr_0720m_h966,203.724029,204.431659,0.707630
1,50yr_0720m_h967,203.695314,204.507681,0.812367
1,50yr_0720m_h968,204.450250,204.591634,0.141384
1,50yr_0720m_h969,204.065101,204.010445,-0.054656
1,50yr_0720m_h970,203.779540,204.135456,0.355916
1,50yr_0720m_h971,204.227495,204.542928,0.315434
1,50yr_0720m_h972,203.832425,204.731184,0.898759
1,50yr_0720m_h974,203.599019,203.709364,0.110345
1,50yr_0720m_h975,204.501316,204.695446,0.194131
1,50yr_0720m_h980,203.156684,204.572232,1.415548
1,50yr_0720m_h985,204.140474,204.538058,0.397584
1,50yr_0720m_h987,204.665222,204.012571,-0.652651
1,50yr_0720m_h988,204.319736,204.154124,-0.165613
1,50yr_1080m_h1000,292.589784,292.836385,0.246601
1,50yr_1080m_h1001,292.404553,292.263231,-0.141322
1,50yr_1080m_h1002,292.561845,292.707707,0.145862
1,50yr_1080m_h1004,292.815980,293.133482,0.317502
1,50yr_1080m_h1006,292.607881,291.695688,-0.912192
1,50yr_1080m_h1008,292.316368,291.634477,-0.681891
1,50yr_1080m_h1009,292.624308,292.893131,0.268824
1,50yr_1080m_h1011,293.009495,292.012490,-0.997005
1,50yr_1080m_h1012,292.582254,291.710646,-0.871608
1,50yr_1080m_h1013,292.654016,293.021235,0.367219
1,50yr_1080m_h1020,292.722813,291.324122,-1.398692
1,50yr_1080m_h1021,292.676812,291.681929,-0.994883
1,50yr_1080m_h1026,293.012672,293.312417,0.299745
1,50yr_1080m_h1028,292.470260,293.127933,0.657673
1,50yr_1080m_h1031,293.231145,293.117656,-0.113489
1,50yr_1080m_h1032,292.779602,293.241812,0.462210
1,50yr_1080m_h1033,292.504445,293.207578,0.703133
1,50yr_1080m_h1037,292.826244,293.253152,0.426908
1,50yr_1080m_h1040,292.345831,293.245814,0.899984
1,50yr_1080m_h1043,292.271692,292.586166,0.314474
1,50yr_1080m_h1044,292.356899,292.824206,0.467307
1,50yr_1080m_h1048,292.704762,293.113456,0.408694
1,50yr_1080m_h1049,292.376956,293.038954,0.661998
1,50yr_1080m_h1052,292.963430,293.305768,0.342338
1,50yr_1080m_h1053,292.656843,293.043474,0.386631
1,50yr_1080m_h1056,293.716677,292.965194,-0.751484
1,50yr_1080m_h1057,292.878571,293.438463,0.559892
1,50yr_1080m_h1061,292.985687,292.638794,-0.346893
1,50yr_1080m_h1063,293.924966,293.091172,-0.833794
1,50yr_1080m_h1069,293.368487,293.355521,-0.012965
1,50yr_1080m_h1070,294.003726,293.133773,-0.869953
1,50yr_1080m_h1073,294.050352,293.583980,-0.466372
1,50yr_1080m_h1082,293.208668,293.966102,0.757434
1,50yr_1080m_h1083,292.219101,293.743098,1.523997
1,50yr_1080m_h1087,293.396090,291.987325,-1.408765
1,50yr_1080m_h1088,293.749689,291.892926,-1.856763
1,50yr_1080m_h1090,293.069553,292.240036,-0.829516
1,50yr_1080m_h1092,292.492157,292.022710,-0.469447
1,50yr_1080m_h1093,293.098178,291.836893,-1.261284
1,50yr_1080m_h1095,292.818772,291.851880,-0.966891
1,50yr_1080m_h1097,292.905626,291.832374,-1.073252
1,50yr_1080m_h1099,293.540626,292.012383,-1.528243
1,50yr_1080m_h1100,293.174564,292.590368,-0.584196
1,50yr_1080m_h1102,292.127730,292.078761,-0.048969
1,50yr_1080m_h1105,293.149397,292.079674,-1.069723
1,50yr_1080m_h1112,293.173752,292.435251,-0.738502
1,50yr_1080m_h1113,293.299926,292.322740,-0.977187
1,50yr_1080m_h992,293.009495,292.012490,-0.997005
1,50yr_1080m_h997,293.241855,292.016930,-1.224925
1,50yr_1080m_h999,292.782723,291.917813,-0.864910
1,50yr_1440m_h1120,381.452278,380.165956,-1.286322
1,50yr_1440m_h1121,381.597394,380.970633,-0.626761
1,50yr_1440m_h1123,381.694524,381.195241,-0.499283
1,50yr_1440m_h1126,382.181507,380.351768,-1.829739
1,50yr_1440m_h1128,381.607105,381.232362,-0.374742
1,50yr_1440m_h1131,381.657637,381.065091,-0.592546
1,50yr_1440m_h1132,381.949940,380.951073,-0.998868
1,50yr_1440m_h1134,381.549051,381.375392,-0.173659
1,50yr_1440m_h1135,381.582376,381.149170,-0.433206
1,50yr_1440m_h1137,382.059461,381.331627,-0.727834
1,50yr_1440m_h1138,381.922454,380.771819,-1.150634
1,50yr_1440m_h1140,381.465009,380.895200,-0.569808
1,50yr_1440m_h1143,381.803825,381.264727,-0.539098
1,50yr_1440m_h1145,382.021483,381.277648,-0.743836
1,50yr_1440m_h1146,381.531136,381.705961,0.174825
1,50yr_1440m_h1154,382.289265,381.428872,-0.860392
1,50yr_1440m_h1160,382.260287,381.199781,-1.060507
1,50yr_1440m_h1165,382.341861,381.497577,-0.844284
1,50yr_1440m_h1166,382.245478,381.723315,-0.522163
1,50yr_1440m_h1168,382.080370,380.697338,-1.383033
1,50yr_1440m_h1169,382.140724,381.324791,-0.815933
1,50yr_1440m_h1170,382.545041,381.992725,-0.552316
1,50yr_1440m_h1171,382.229443,381.158371,-1.071072
1,50yr_1440m_h1173,382.211097,381.733794,-0.477303
1,50yr_1440m_h1176,382.250243,381.713926,-0.536317
1,50yr_1440m_h1180,381.426995,381.629722,0.202727
1,50yr_1440m_h1182,381.236685,380.943052,-0.293633
1,50yr_1440m_h1184,380.806178,381.834816,1.028638
1,50yr_1440m_h1185,381.071844,381.321594,0.249750
1,50yr_1440m_h1186,381.568948,381.351556,-0.217391
1,50yr_1440m_h1189,380.956663,380.790096,-0.166567
1,50yr_1440m_h1191,380.394244,381.262939,0.868695
1,50yr_1440m_h1195,381.223323,381.687608,0.464286
1,50yr_1440m_h1201,381.454692,380.968278,-0.486414
1,50yr_1440m_h1202,381.102442,381.495869,0.393427
1,50yr_1440m_h1203,381.534921,381.335220,-0.199701
1,50yr_1440m_h1205,380.930871,381.439297,0.508426
1,50yr_1440m_h1206,381.517474,381.694541,0.177067
1,50yr_1440m_h1207,381.532652,380.991267,-0.541385
1,50yr_1440m_h1211,381.956979,380.325429,-1.631550
1,50yr_1440m_h1212,381.300305,380.596006,-0.704300
1,50yr_1440m_h1215,382.300213,380.066995,-2.233218
1,50yr_1440m_h1216,381.529344,379.850373,-1.678971
1,50yr_1440m_h1219,382.203365,380.672312,-1.531052
1,50yr_1440m_h1220,382.223071,380.279321,-1.943750
1,50yr_1440m_h1221,382.081510,380.320390,-1.761120
1,50yr_1440m_h1223,381.764593,380.178074,-1.586519
1,50yr_1440m_h1234,382.173079,380.099429,-2.073651
1,50yr_1440m_h1236,382.056843,380.123984,-1.932859
1,50yr_1440m_h1238,381.726146,379.822265,-1.903880
1,80yr_0060m_h127,33.104941,33.586938,0.481997
1,80yr_0060m_h128,33.296735,33.679174,0.382439
1,80yr_0060m_h130,33.222172,33.648569,0.426397
1,80yr_0060m_h131,33.329220,33.581561,0.252341
1,80yr_0060m_h132,33.220956,33.651568,0.430611
1,80yr_0060m_h135,33.193953,33.736055,0.542102
1,80yr_0060m_h139,33.182801,33.637233,0.454432
1,80yr_0060m_h141,33.244365,33.677334,0.432969
1,80yr_0060m_h144,33.265691,33.667172,0.401481
1,80yr_0060m_h146,33.083663,33.560213,0.476549
1,80yr_0060m_h148,33.084025,33.534261,0.450236
1,80yr_0060m_h149,33.106336,33.595025,0.488688
1,80yr_0060m_h151,33.232942,33.645244,0.412302
1,80yr_0060m_h154,33.264482,33.704025,0.439543
1,80yr_0060m_h155,33.557202,33.808286,0.251084
1,80yr_0060m_h158,33.557202,33.808286,0.251084
1,80yr_0060m_h159,33.673002,33.920563,0.247561
1,80yr_0060m_h163,33.524263,33.820777,0.296514
1,80yr_0060m_h165,33.727853,34.019552,0.291699
1,80yr_0060m_h170,33.555449,33.797795,0.242346
1,80yr_0060m_h171,33.551738,33.868572,0.316834
1,80yr_0060m_h174,33.733902,33.988880,0.254978
1,80yr_0060m_h175,33.695230,33.655643,-0.039587
1,80yr_0060m_h176,33.425572,33.651265,0.225693
1,80yr_0060m_h177,33.533857,33.778424,0.244566
1,80yr_0060m_h180,33.763772,33.904066,0.140294
1,80yr_0060m_h182,33.468048,33.729545,0.261497
1,80yr_0060m_h183,33.428428,33.702237,0.273808
1,80yr_0060m_h186,33.672394,33.719122,0.046728
1,80yr_0060m_h188,33.581435,33.722483,0.141048
1,80yr_0060m_h189,33.800415,33.808053,0.007638
1,80yr_0060m_h190,33.988650,34.000757,0.012106
1,80yr_0060m_h191,33.937829,33.922587,-0.015242
1,80yr_0060m_h196,33.561090,33.758821,0.197731
1,80yr_0060m_h201,33.647421,33.718499,0.071078
1,80yr_0060m_h206,33.423979,33.714332,0.290353
1,80yr_0060m_h213,33.684441,33.735139,0.050698
1,80yr_0060m_h214,33.829183,33.810865,-0.018318
1,80yr_0060m_h216,33.489374,33.564066,0.074692
1,80yr_0060m_h217,33.699402,33.898474,0.199072
1,80yr_0060m_h218,33.626894,33.826454,0.199560
1,80yr_0060m_h221,33.552634,33.733347,0.180712
1,80yr_0060m_h223,33.631933,33.813104,0.181171
1,80yr_0060m_h225,33.563908,33.925807,0.361900
1,80yr_0060m_h228,33.699402,33.898474,0.199072
1,80yr_0060m_h229,33.486434,33.707905,0.221471
1,80yr_0060m_h231,33.671763,33.849399,0.177636
1,80yr_0060m_h235,33.619156,33.826372,0.207216
1,80yr_0060m_h238,33.494817,33.715004,0.220186
1,80yr_0060m_h246,33.583629,33.944751,0.361122
1,80yr_0120m_h251,50.699013,50.949860,0.250846
1,80yr_0120m_h252,50.584744,51.046641,0.461897
1,80yr_0120m_h255,50.561963,51.096637,0.534675
1,80yr_0120m_h260,50.529983,50.972219,0.442236
1,80yr_0120m_h265,50.546393,50.947480,0.401087
1,80yr_0120m_h267,50.364769,51.012556,0.647787
1,80yr_0120m_h269,50.595694,50.798983,0.203289
1,80yr_0120m_h271,50.421662,50.888921,0.467259
1,80yr_0120m_h272,50.563921,51.111545,0.547624
1,80yr_0120m_h276,50.780594,51.011771,0.231177
1,80yr_0120m_h278,50.398006,50.860288,0.462283
1,80yr_0120m_h281,50.932960,51.012265,0.079305
1,80yr_0120m_h285,50.969795,50.875211,-0.094584
1,80yr_0120m_h286,51.147343,51.084133,-0.063210
1,80yr_0120m_h288,50.894356,51.268161,0.373805
1,80yr_0120m_h291,51.038784,50.945259,-0.093525
1,80yr_0120m_h293,50.904773,51.240597,0.335824
1,80yr_0120m_h297,50.779172,50.971468,0.192296
1,80yr_0120m_h299,50.864568,51.240960,0.376392
1,80yr_0120m_h301,50.978614,50.906217,-0.072397
1,80yr_0120m_h308,51.021339,51.226938,0.205599
1,80yr_0120m_h311,51.019709,51.224915,0.205206
1,80yr_0120m_h312,50.978537,51.213710,0.235173
1,80yr_0120m_h314,50.783625,50.879691,0.096065
1,80yr_0120m_h316,50.632504,50.993713,0.361209
1,80yr_0120m_h319,50.940565,51.235736,0.295171
1,80yr_0120m_h321,50.917384,51.228582,0.311198
1,80yr_0120m_h322,50.740147,51.108498,0.368350
1,80yr_0120m_h324,51.088304,51.231645,0.143342
1,80yr_0120m_h329,50.903746,51.243382,0.339635
1,80yr_0120m_h331,50.744058,51.301112,0.557054
1,80yr_0120m_h332,50.633270,51.060538,0.427268
1,80yr_0120m_h335,50.935279,51.176381,0.241103
1,80yr_0120m_h338,50.979173,51.272943,0.293770
1,80yr_0120m_h339,51.011174,51.242369,0.231195
1,80yr_0120m_h340,50.737124,51.151520,0.414397
1,80yr_0120m_h345,51.100402,51.409283,0.308881
1,80yr_0120m_h347,51.318076,51.546625,0.228548
1,80yr_0120m_h350,51.061273,51.430398,0.369125
1,80yr_0120m_h351,51.253861,51.566870,0.313009
1,80yr_0120m_h354,51.373037,51.493588,0.120551
1,80yr_0120m_h357,50.901328,51.214309,0.312981
1,80yr_0120m_h359,51.013461,51.312525,0.299064
1,80yr_0120m_h362,51.082944,51.463667,0.380723
1,80yr_0120m_h365,51.039747,51.339654,0.299907
1,80yr_0120m_h366,51.089740,51.397254,0.307514
1,80yr_0120m_h367,51.211679,51.580877,0.369199
1,80yr_0120m_h368,51.091168,51.501496,0.410328
1,80yr_0120m_h369,51.211649,51.398508,0.186859
1,80yr_0120m_h371,51.130715,51.491969,0.361254
1,80yr_0180m_h372,66.179805,67.150043,0.970238
1,80yr_0180m_h373,65.036307,67.178410,2.142103
1,80yr_0180m_h374,65.774574,67.276569,1.501995
1,80yr_0180m_h376,65.603298,67.189072,1.585775
1,80yr_0180m_h377,65.705542,67.158135,1.452593
1,80yr_0180m_h380,65.186392,67.107454,1.921062
1,80yr_0180m_h385,65.883128,67.264588,1.381460
1,80yr_0180m_h388,65.495021,67.143933,1.648913
1,80yr_0180m_h389,66.032149,67.313421,1.281272
1,80yr_0180m_h393,66.179805,67.150043,0.970238
1,80yr_0180m_h396,65.420013,67.167337,1.747324
1,80yr_0180m_h397,65.620428,67.358231,1.737803
1,80yr_0180m_h400,66.307039,67.327002,1.019963
1,80yr_0180m_h403,65.212091,67.327569,2.115478
1,80yr_0180m_h409,65.512002,67.426424,1.914422
1,80yr_0180m_h410,64.683055,67.331925,2.648871
1,80yr_0180m_h411,64.270449,67.342654,3.072205
1,80yr_0180m_h413,64.923329,67.394395,2.471065
1,80yr_0180m_h415,64.085024,67.513726,3.428702
1,80yr_0180m_h416,64.124228,67.360972,3.236744
1,80yr_0180m_h417,64.651865,67.038749,2.386884
1,80yr_0180m_h419,65.212091,67.327569,2.115478
1,80yr_0180m_h421,64.092827,67.197030,3.104203
1,80yr_0180m_h423,64.057596,67.488561,3.430965
1,80yr_0180m_h427,63.601510,67.385875,3.784365
1,80yr_0180m_h430,65.065579,67.428663,2.363084
1,80yr_0180m_h433,64.122956,67.400315,3.277359
1,80yr_0180m_h434,65.974711,67.548514,1.573803
1,80yr_0180m_h436,65.987632,67.419004,1.431372
1,80yr_0180m_h438,65.398422,67.542960,2.144538
1,80yr_0180m_h439,65.364009,67.314225,1.950216
1,80yr_0180m_h440,65.700062,67.474794,1.774732
1,80yr_0180m_h447,65.738551,67.644228,1.905677
1,80yr_0180m_h448,65.732115,67.376384,1.644268
1,80yr_0180m_h452,65.879189,67.573887,1.694698
1,80yr_0180m_h455,65.674768,67.544963,1.870195
1,80yr_0180m_h458,66.025008,67.491308,1.466300
1,80yr_0180m_h460,64.797494,67.370556,2.573062
1,80yr_0180m_h464,65.974711,67.548514,1.573803
1,80yr_0180m_h465,67.079313,67.555196,0.475883
1,80yr_0180m_h468,66.810493,67.218004,0.407511
1,80yr_0180m_h471,67.286124,67.760239,0.474115
1,80yr_0180m_h478,67.240067,67.809270,0.569203
1,80yr_0180m_h480,67.389524,67.740977,0.351453
1,80yr_0180m_h481,66.793839,67.312525,0.518685
1,80yr_0180m_h482,67.038986,67.664745,0.625760
1,80yr_0180m_h488,67.096198,67.628123,0.531925
1,80yr_0180m_h492,67.081087,67.684642,0.603555
1,80yr_0180m_h493,67.221287,67.551071,0.329784
1,80yr_0180m_h495,66.852394,67.290835,0.438441
1,80yr_0240m_h497,81.709599,82.963177,1.253578
1,80yr_0240m_h501,81.762321,83.388957,1.626635
1,80yr_0240m_h502,82.276183,83.485867,1.209684
1,80yr_0240m_h505,81.467472,83.414964,1.947492
1,80yr_0240m_h507,81.946272,83.529582,1.583310
1,80yr_0240m_h508,81.942508,83.458090,1.515582
1,80yr_0240m_h510,81.439745,83.335538,1.895793
1,80yr_0240m_h513,82.052989,83.486621,1.433631
1,80yr_0240m_h515,82.016197,83.514589,1.498392
1,80yr_0240m_h517,82.144123,83.942778,1.798654
1,80yr_0240m_h518,81.701483,83.481847,1.780364
1,80yr_0240m_h519,81.540376,83.397869,1.857492
1,80yr_0240m_h525,82.002372,83.424813,1.422441
1,80yr_0240m_h528,82.299889,83.588641,1.288753
1,80yr_0240m_h529,81.695459,83.774169,2.078710
1,80yr_0240m_h530,81.731440,83.779320,2.047880
1,80yr_0240m_h533,81.833224,83.768693,1.935469
1,80yr_0240m_h536,82.336852,83.798140,1.461288
1,80yr_0240m_h538,81.185190,83.701118,2.515929
1,80yr_0240m_h539,81.991997,83.834885,1.842887
1,80yr_0240m_h541,81.334420,83.774777,2.440357
1,80yr_0240m_h542,81.640119,83.620954,1.980835
1,80yr_0240m_h543,81.624872,83.784674,2.159801
1,80yr_0240m_h550,81.381648,83.810252,2.428604
1,80yr_0240m_h552,81.248152,83.740843,2.492691
1,80yr_0240m_h554,81.679893,83.698599,2.018706
1,80yr_0240m_h555,81.708009,83.681925,1.973916
1,80yr_0240m_h559,81.957615,83.718133,1.760518
1,80yr_0240m_h561,81.888688,83.843269,1.954581
1,80yr_0240m_h569,81.632730,83.636094,2.003364
1,80yr_0240m_h575,81.704058,83.751726,2.047668
1,80yr_0240m_h578,82.233299,83.711147,1.477848
1,80yr_0240m_h580,82.321638,83.972446,1.650808
1,80yr_0240m_h581,82.042103,83.580877,1.538775
1,80yr_0240m_h582,81.937154,83.941779,2.004625
1,80yr_0240m_h588,81.864677,83.671770,1.807093
1,80yr_0240m_h592,82.059992,83.301346,1.241355
1,80yr_0240m_h594,82.195815,83.422139,1.226324
1,80yr_0240m_h595,82.195026,83.372193,1.177168
1,80yr_0240m_h598,81.419946,83.304248,1.884302
1,80yr_0240m_h601,82.047771,83.599785,1.552014
1,80yr_0240m_h602,81.787096,83.582373,1.795278
1,80yr_0240m_h603,82.322572,83.316588,0.994016
1,80yr_0240m_h605,81.484861,83.445578,1.960717
1,80yr_0240m_h609,82.228036,83.363794,1.135758
1,80yr_0240m_h612,81.257053,83.232010,1.974958
1,80yr_0240m_h615,81.499153,83.364945,1.865792
1,80yr_0240m_h617,82.032605,83.456389,1.423784
1,80yr_0240m_h618,81.927213,83.283303,1.356090
1,80yr_0240m_h619,82.321529,83.264756,0.943227
1,80yr_0360m_h620,113.924382,114.592988,0.668606
1,80yr_0360m_h622,113.418685,114.946701,1.528016
1,80yr_0360m_h624,113.773927,114.879624,1.105697
1,80yr_0360m_h626,113.665321,115.041613,1.376292
1,80yr_0360m_h630,113.977445,114.872518,0.895073
1,80yr_0360m_h631,114.215614,114.890336,0.674722
1,80yr_0360m_h633,114.014317,114.647363,0.633046
1,80yr_0360m_h635,114.142368,115.049832,0.907464
1,80yr_0360m_h646,113.673830,114.614914,0.941083
1,80yr_0360m_h648,113.963872,114.839969,0.876098
1,80yr_0360m_h650,113.924382,114.592988,0.668606
1,80yr_0360m_h655,113.923177,116.348836,2.425658
1,80yr_0360m_h658,114.388290,116.422522,2.034233
1,80yr_0360m_h660,114.153121,116.180098,2.026977
1,80yr_0360m_h662,114.191668,116.088352,1.896684
1,80yr_0360m_h663,114.241262,116.445394,2.204132
1,80yr_0360m_h666,114.312192,116.096489,1.784297
1,80yr_0360m_h668,114.311625,116.264692,1.953067
1,80yr_0360m_h671,114.416530,116.110791,1.694261
1,80yr_0360m_h672,114.351091,115.913322,1.562231
1,80yr_0360m_h676,113.907658,116.319214,2.411557
1,80yr_0360m_h677,114.059154,116.217578,2.158424
1,80yr_0360m_h678,114.340483,116.306999,1.966516
1,80yr_0360m_h683,114.169298,115.708357,1.539059
1,80yr_0360m_h684,114.531384,115.731712,1.200328
1,80yr_0360m_h685,115.105527,115.476387,0.370860
1,80yr_0360m_h690,115.282444,115.262322,-0.020121
1,80yr_0360m_h691,114.696265,115.622183,0.925918
1,80yr_0360m_h693,114.408258,115.602656,1.194398
1,80yr_0360m_h697,114.679160,115.754662,1.075502
1,80yr_0360m_h699,114.545655,115.478039,0.932384
1,80yr_0360m_h701,114.813501,115.251280,0.437779
1,80yr_0360m_h702,114.745942,115.636214,0.890272
1,80yr_0360m_h703,114.731181,115.618844,0.887663
1,80yr_0360m_h706,114.741068,115.595642,0.854575
1,80yr_0360m_h712,114.411237,115.695088,1.283851
1,80yr_0360m_h715,114.691566,115.395925,0.704358
1,80yr_0360m_h718,114.094939,115.406828,1.311889
1,80yr_0360m_h722,113.931918,115.224519,1.292601
1,80yr_0360m_h724,114.500812,115.364693,0.863882
1,80yr_0360m_h725,114.643115,115.235371,0.592257
1,80yr_0360m_h726,114.417888,115.224032,0.806144
1,80yr_0360m_h730,114.045679,115.389718,1.344040
1,80yr_0360m_h733,114.058897,115.463812,1.404915
1,80yr_0360m_h734,114.367342,115.484588,1.117246
1,80yr_0360m_h737,114.209759,115.331951,1.122192
1,80yr_0360m_h738,114.526865,115.521533,0.994667
1,80yr_0360m_h740,114.071319,115.234379,1.163060
1,80yr_0360m_h742,114.227438,115.553804,1.326366
1,80yr_0360m_h743,114.588653,115.320713,0.732060
1,80yr_0540m_h745,160.143288,161.453635,1.310347
1,80yr_0540m_h747,160.119465,161.106624,0.987159
1,80yr_0540m_h750,160.160005,160.159892,-0.000113
1,80yr_0540m_h751,160.419956,161.546667,1.126712
1,80yr_0540m_h757,159.957086,161.524146,1.567060
1,80yr_0540m_h758,159.478680,161.618513,2.139833
1,80yr_0540m_h760,160.274430,161.650702,1.376273
1,80yr_0540m_h762,160.130722,161.904085,1.773362
1,80yr_0540m_h766,160.247492,161.647671,1.400180
