episode,regular_reward_mean_5seed_raw,ga_guided_reward_mean_5seed_raw,regular_reward_mean_5seed_smoothed_roll100,ga_guided_reward_mean_5seed_smoothed_roll100
164,170.766133,211.527869,124.824050,147.837192
165,51.104088,50.444875,124.690621,147.570989
166,156.134566,194.484186,125.389363,148.502546
167,161.287643,197.087229,124.997008,147.863712
168,133.771398,163.456454,124.650931,147.375103
169,146.347891,179.905826,124.536298,147.208246
170,108.579339,129.984528,123.769473,146.125544
171,102.537476,108.288777,123.282376,145.409365
172,140.199975,166.833141,123.754870,146.111267
173,116.360411,141.423971,123.452059,145.648914
174,105.575888,113.905883,123.555196,145.649441
175,99.929539,125.565489,123.811454,146.113069
176,127.812408,150.564488,124.066931,146.419675
177,123.064545,141.145256,123.758239,146.086128
178,105.243832,111.802331,123.851497,146.219525
179,129.054980,159.349442,124.190339,146.823484
180,129.759732,155.278374,123.970579,146.575112
181,118.159924,138.319538,123.566757,145.926211
182,149.320202,175.089378,123.574505,145.940132
183,120.035202,138.135003,123.243059,145.513021
184,113.890505,135.564107,123.271078,145.602743
185,86.108444,92.297838,122.648366,144.734780
186,157.215026,196.154296,122.913471,145.133733
187,145.088859,179.198454,122.186288,144.082147
188,128.957070,159.212016,122.203470,144.032084
189,159.544258,191.041362,121.728511,143.406688
190,127.373890,159.381124,121.494872,143.227444
191,132.777483,158.834850,121.215223,142.818133
192,89.130781,90.552036,121.587328,143.263576
193,95.895889,106.618416,121.794420,143.586498
194,125.476546,150.588101,121.529520,143.217161
195,65.588981,69.481820,120.919032,142.355234
196,94.536453,101.781767,121.434575,143.010188
197,67.219965,68.814539,121.812600,143.588941
198,65.086856,66.949205,123.259773,145.599221
199,172.835748,211.865010,123.551440,146.048736
200,110.708509,135.145149,122.594251,144.756014
201,84.863155,85.222695,122.295794,144.317170
202,147.158286,184.090053,122.845898,145.195630
203,144.009662,166.739607,122.459506,144.604779
204,68.600639,70.615285,122.654997,144.920589
205,140.489419,154.396162,123.058854,145.412599
206,138.604244,176.141928,123.012923,145.499753
207,97.574005,116.744585,122.691616,144.979243
208,134.604635,156.965354,123.708663,146.292589
209,179.869859,225.811807,123.105658,145.428398
210,90.998042,104.792161,122.810180,144.971771
211,66.107357,70.217590,123.340210,145.661546
212,129.542491,151.163881,123.228985,145.529869
213,92.061066,104.406447,123.318144,145.716569
214,92.711839,102.448552,123.727583,146.271576
215,134.673712,156.919900,124.172034,146.870114
216,62.510861,63.969237,124.203981,146.937896
217,104.568449,119.206330,124.963542,147.917151
218,134.590308,159.487871,124.808845,147.658406
219,119.842978,140.740753,125.064843,148.026844
220,112.332398,134.867984,124.619608,147.429289
221,187.132007,234.067683,124.642941,147.365505
222,144.157552,172.835677,124.548081,147.208593
223,134.710816,168.411051,124.469943,147.080843
224,176.161007,214.839228,125.525016,148.435356
225,101.528143,121.172685,126.165101,149.347617
226,87.400922,93.419453,126.510655,149.813841
227,69.100174,68.299926,126.988891,150.484329
228,159.772923,197.719737,127.118580,150.692086
229,133.073998,159.410064,126.753022,150.099894
230,146.404493,173.198169,126.451633,149.675396
231,198.365008,257.448498,126.229378,149.359175
232,78.564537,79.441755,125.602711,148.366429
233,117.227944,135.780838,125.964812,148.933006
234,98.359410,111.013970,125.442863,148.227139
235,137.494734,168.794696,125.294706,148.070529
236,124.292719,142.322488,125.775662,148.674168
237,133.667864,164.852700,125.148264,147.855965
238,129.559128,155.520420,124.632326,147.065917
239,131.749127,156.499872,124.256158,146.490499
240,178.614537,221.915852,123.595484,145.613805
241,75.412529,80.098437,122.897522,144.632756
242,129.761881,156.425005,123.827452,145.970426
243,131.644908,160.725065,123.725248,145.715913
244,166.184689,207.747438,123.756960,145.764248
245,160.753427,204.970402,123.506397,145.230108
246,132.343368,150.566918,123.257325,144.793785
247,147.317228,180.308068,123.078185,144.622358
248,118.686203,139.714213,122.388262,143.746389
249,138.981755,161.879037,122.164528,143.471210
250,119.038823,132.938839,122.133591,143.499812
251,135.090504,165.088242,121.975814,143.316769
252,134.626820,165.167834,122.030162,143.304702
253,194.749322,245.531628,122.306171,143.657544
254,174.437812,217.444539,121.927111,143.049357
255,86.272035,95.586616,121.277840,142.138161
256,111.483252,117.292104,121.427379,142.334394
257,151.779062,194.846792,121.320766,142.271759
258,126.215096,147.750569,120.538525,141.093074
259,77.061265,78.638844,120.429255,140.985834
260,191.427251,238.604905,120.603731,141.359427
261,158.994485,188.021878,119.461267,139.799127
262,166.987458,204.813526,118.642410,138.782212
263,77.624928,81.573202,118.345150,138.429930
264,157.423259,184.907564,118.404665,138.519762
265,120.978288,143.600601,117.706223,137.634737
266,116.899036,130.600801,118.436986,138.586748
267,126.679993,148.226328,118.875616,139.143331
268,122.308038,146.770784,118.963313,139.256573
269,69.665467,71.635550,118.894071,139.125469
270,59.869553,58.366712,119.710344,140.253421
271,149.786871,178.478895,119.691529,140.306012
272,109.918928,120.597866,118.789833,139.088707
273,126.674092,141.476698,119.834216,140.540447
274,131.201708,160.268690,119.960988,140.709349
275,125.477229,156.226059,120.305081,141.102917
276,96.943207,117.209822,121.039599,142.097009
277,132.390312,154.484911,120.966044,141.930785
278,139.128035,172.198295,121.043575,141.992490
279,107.078961,134.512247,120.881397,141.634608
280,89.377564,90.388278,120.878899,141.496955
281,118.934742,139.711609,121.698325,142.637845
282,116.175614,132.378258,121.584502,142.494419
283,122.837114,147.107228,121.004215,141.797340
284,51.619248,48.767759,121.031085,141.857097
285,112.619023,132.193113,122.344339,143.675321
286,84.496667,90.995717,122.263525,143.540421
287,146.807029,174.192195,122.287012,143.628965
288,81.461249,96.672410,121.659345,142.781285
289,136.180371,173.116958,121.759531,142.820931
290,99.408909,118.450041,121.988293,143.015704
291,169.988061,203.379106,122.664924,143.885574
292,109.839976,122.844255,122.395899,143.541096
293,69.405853,69.684709,122.790984,144.158511
294,64.427704,64.395416,123.034799,144.547026
295,117.143323,134.977180,123.315274,144.921492
296,132.338970,159.657080,123.768897,145.622588
297,211.937247,269.842601,123.437527,145.042325
298,94.253550,111.900659,122.574044,143.889241
299,77.116875,82.592867,122.517670,143.710072
300,80.862754,91.260673,122.959229,144.255534
301,139.873566,173.068742,123.032932,144.226397
302,108.519102,125.004971,122.804593,143.877879
303,163.558780,198.320538,123.738573,145.119964
304,108.986276,119.816335,123.800100,145.256701
305,135.896344,163.111582,124.007749,145.604887
306,106.473532,124.090929,123.912480,145.451917
307,199.278756,248.079173,124.332954,146.041124
308,74.304149,70.546206,123.598165,145.040908
309,150.321993,180.149103,124.894273,146.974524
310,144.001125,173.769685,124.413192,146.354864
311,54.984833,57.049851,123.619069,145.216937
312,138.458335,169.833942,124.868303,146.797809
313,133.005009,159.907089,124.637060,146.360493
314,137.156911,162.302404,124.190259,145.762226
315,137.868467,163.698064,124.175057,145.749928
316,138.466875,161.894721,123.766299,145.268978
317,89.098806,93.331896,123.611264,145.144652
318,160.190079,196.331595,123.893230,145.544393
319,75.319538,80.985347,124.087865,145.771584
320,114.665661,128.489573,124.341725,146.137231
321,177.646033,218.376482,124.584570,146.563117
322,136.343731,160.060622,124.341000,146.184983
323,240.218128,303.862385,124.127905,145.961826
324,240.169537,306.065267,122.800857,144.153844
325,136.083515,167.795102,121.827980,142.855187
326,135.224540,160.468324,122.206555,143.263080
327,82.069054,89.075535,122.406354,143.578080
328,123.217140,138.500577,122.348515,143.527918
329,102.935092,116.960262,122.254949,143.453368
330,124.178967,141.576038,122.284729,143.513896
331,135.698336,158.173969,121.926481,143.026540
332,114.774605,136.099451,121.437708,142.376619
333,65.033083,65.194147,121.299495,142.119060
334,83.543682,95.352900,121.514408,142.415074
335,185.590371,229.158669,122.879575,144.186295
336,61.552865,60.502124,121.853735,142.759126
337,82.074057,85.847909,122.285171,143.291159
338,91.942328,97.978683,122.778796,143.997379
339,65.681735,68.830417,123.603420,145.138937
340,108.818331,123.810954,124.302358,146.136048
341,168.405504,213.865434,125.421590,147.690288
342,119.541474,130.973683,124.656967,146.552512
343,134.816155,165.558578,124.469989,146.324890
344,141.128387,154.333504,124.070951,145.722194
345,135.846225,161.338087,123.832708,145.600189
346,114.429353,133.424171,123.335995,145.003674
347,78.324921,92.711141,123.176739,144.841125
348,96.312858,112.196374,123.528788,145.231974
349,135.888000,164.739202,123.576951,145.207472
350,103.261159,114.634568,123.285665,144.807249
351,140.525321,163.881537,123.016184,144.507316
352,162.227696,200.452018,122.489769,143.788876
353,156.843365,184.712895,122.073510,143.151617
354,109.510632,126.324981,122.313023,143.572064
355,101.225933,115.209912,122.077714,143.214668
356,100.821955,111.028592,122.364397,143.582779
357,73.555007,76.978321,122.765223,144.161978
358,115.288111,137.026589,123.257484,144.769930
359,94.508877,115.998142,123.037702,144.472326
360,77.180766,82.574882,123.177919,144.587696
361,77.108830,86.330409,123.938302,145.629386
362,137.261473,169.585300,124.397982,146.272294
363,83.576425,90.556359,123.982569,145.655614
364,87.579039,96.405044,124.366124,146.227012
365,194.054578,238.801774,124.400765,146.284874
366,160.762020,186.259026,123.802285,145.446486
367,135.449722,159.550597,123.114665,144.641653
368,115.383867,133.660323,123.154114,144.686676
369,151.292755,184.430754,123.039041,144.448794
370,57.988025,63.625830,122.719581,143.970504
371,59.617264,56.748426,123.803883,145.417141
372,214.357295,265.771864,124.467893,146.306928
373,139.351269,158.366875,123.364301,144.839955
374,165.610941,199.625536,123.044351,144.388635
375,198.929073,255.635185,123.320969,144.699387
376,89.587683,100.587476,122.000374,142.784898
377,140.143403,160.655359,122.368414,143.261435
378,122.910276,136.410097,121.852008,142.624579
379,106.829154,120.746936,121.436583,142.081213
380,171.320205,204.477307,121.227836,141.785135
381,107.552435,125.368999,120.099599,140.356847
382,58.146859,62.670380,120.459733,140.753183
383,125.524114,153.082915,120.224424,140.471211
384,182.944693,230.590197,120.027438,140.135773
385,104.537601,118.703109,119.854327,139.843017
386,86.845317,99.850102,119.683031,139.603816
387,84.040338,89.424161,119.994584,140.009567
388,91.479893,100.637072,120.377870,140.513828
389,159.056515,192.594204,121.090703,141.483437
390,167.072026,205.437031,120.824638,141.153632
391,143.085566,168.931383,120.547857,140.770544
392,149.348548,184.585738,119.938584,139.939752
393,93.787354,108.536215,120.082339,140.122452
394,92.475177,101.841983,120.768528,140.979254
395,162.505584,205.086777,120.779548,140.943064
396,99.202000,101.630801,121.127467,141.297704
397,125.588980,154.534189,122.027132,142.613495
398,88.616131,93.983738,122.154797,142.744810
399,121.272750,137.139119,122.929083,143.882878
400,88.233056,88.346960,122.561351,143.444073
401,117.039693,138.216921,123.213441,144.309742
402,201.917086,249.213517,123.478008,144.620999
403,169.711484,211.994179,122.871749,143.753413
404,129.751117,154.634937,122.510577,143.240846
405,126.369527,147.814608,121.882136,142.356675
406,148.520861,183.011645,121.616899,141.937423
407,125.799876,148.057560,121.470426,141.698839
408,203.914948,263.907800,121.275886,141.407327
409,102.213900,118.183085,119.906665,139.484400
410,64.588786,59.976976,120.370743,140.107536
411,179.908225,215.137069,120.916499,140.821784
412,115.334043,126.102352,119.995542,139.647067
413,88.324940,100.080333,120.249503,140.039123
414,135.636769,161.072613,120.195554,139.970180
415,96.992616,115.603136,120.075020,139.788257
416,122.963415,149.462077,120.643570,140.443875
417,117.295374,133.306035,120.116264,139.676685
418,179.653536,219.050674,120.539609,140.259929
419,100.705545,117.550059,120.257404,139.891520
420,138.950169,171.078101,119.979385,139.529891
421,153.289049,180.563116,120.398045,140.006576
422,115.034191,137.744886,120.627529,140.270687
423,107.513400,123.064189,120.842553,140.545344
424,142.881781,176.199603,120.573866,140.135798
425,173.941026,208.584439,120.793803,140.390251
426,155.204454,191.968260,120.409379,139.863755
427,76.285166,84.059343,120.521862,139.992486
428,113.860515,131.045635,120.678960,140.177387
429,105.913149,123.013016,120.713068,140.248406
430,88.354171,92.840431,120.797037,140.345360
431,86.820963,93.181872,120.598222,140.140257
432,100.953336,110.343532,120.673696,140.293475
433,86.524424,94.795617,120.985363,140.685708
434,220.060362,272.474993,121.225206,140.953596
435,83.006325,86.441732,120.490359,140.000135
436,104.696533,113.705396,121.051393,140.816099
437,131.436566,156.469982,121.025814,140.825711
438,174.404720,212.134478,121.242082,141.094979
439,135.575544,168.541476,120.810044,140.484894
440,220.741467,279.234999,120.952857,140.633554
441,91.943195,100.087785,119.943230,139.254544
442,100.843668,108.211475,119.803900,139.099757
443,94.912403,105.289016,119.531471,138.821648
444,117.304055,142.133004,119.272337,138.491222
445,86.174966,101.686619,119.006699,138.076925
446,98.503737,117.169246,119.602444,138.809758
447,113.529812,131.796013,119.755304,138.993239
448,101.129145,109.746213,120.731562,140.308898
449,106.759403,124.716876,120.901187,140.566035
450,76.313080,84.641245,120.710680,140.263698
451,87.883806,92.037559,120.831647,140.303523
452,120.601845,136.726138,121.712833,141.563884
453,180.794643,226.757606,121.580597,141.452224
454,85.979672,90.585323,120.849008,140.411743
455,129.894245,152.021042,121.222688,140.924683
456,140.904537,168.948445,121.129520,140.862477
457,122.781118,137.773594,120.619793,140.156506
458,93.309898,107.266186,121.342727,141.136778
459,108.530651,127.535124,121.548537,141.308462
460,153.219041,186.743822,121.512185,141.174604
461,123.076865,150.621206,121.436429,141.015702
462,95.720170,107.917379,121.293366,140.763805
463,121.931902,147.696113,121.597200,141.226082
464,91.043086,102.191295,121.570868,141.119617
465,134.206585,154.962985,121.767405,141.402670
466,92.000012,105.775631,121.573648,141.223323
467,139.394619,164.052913,122.235361,142.018166
468,103.876567,109.872177,122.178034,141.972522
469,119.346774,136.601696,122.340920,142.211536
470,166.418234,208.289521,122.340071,142.278992
471,126.018284,145.727204,121.871108,141.515733
472,103.998070,119.074572,121.512154,141.038386
473,107.356288,113.234837,121.720683,141.293809
474,193.272716,230.700731,121.852854,141.534378
475,66.869640,64.186305,121.805228,141.538208
476,126.391660,148.241150,122.117740,141.976903
477,88.502819,96.969734,122.428060,142.459946
478,81.367749,82.073521,122.872383,143.071589
479,85.954463,91.139121,123.646142,144.133670
480,58.496439,61.648508,124.034647,144.720008
481,143.565885,165.002647,124.634851,145.447304
482,34.615922,34.473158,124.224477,144.927877
483,105.825533,119.539078,124.895604,145.668151
484,165.633606,201.314594,124.953763,145.778174
485,87.408046,94.783061,124.779465,145.510593
486,118.000530,140.425148,124.980163,145.774106
487,122.369003,139.850338,125.222823,146.072559
488,162.763158,197.597898,125.377938,146.353540
489,132.450061,159.613786,125.235935,146.111261
490,139.393903,167.128136,125.792994,146.824359
491,82.158233,85.852230,125.760749,146.664118
492,163.724022,202.855709,126.809514,148.122974
493,162.406323,194.216446,126.540696,147.713589
494,93.577151,98.222940,126.447235,147.613422
495,197.297470,240.550824,126.359357,147.578489
496,189.168540,233.209896,125.901332,146.931560
497,138.355422,167.665712,125.418601,146.250714
498,166.044777,207.790559,125.004258,145.668032
499,84.499584,93.258614,124.825993,145.371761
500,153.442053,174.913828,125.083403,145.667346
501,143.496370,169.342658,125.047773,145.730133
502,141.291167,162.454855,125.066544,145.736466
503,133.594269,160.737483,125.309751,146.091554
504,66.907008,66.217833,125.694420,146.594653
505,99.845896,105.889416,125.999004,147.022117
506,133.873552,159.153220,126.324607,147.534449
507,106.345831,118.906438,126.246981,147.421787
508,66.992868,71.615055,126.276702,147.463075
509,148.621657,180.496670,127.031233,148.431659
510,119.164436,131.401783,126.227887,147.338176
511,87.812528,97.665410,126.383201,147.678459
512,140.730088,165.307932,126.666009,148.038262
513,82.930125,93.186015,126.005381,147.126305
514,123.583352,142.880318,126.511794,147.783241
515,153.847550,181.164968,125.941616,147.017872
516,70.232837,72.743026,125.588574,146.575030
517,159.629899,191.630457,126.111300,147.180011
518,151.433041,182.209734,125.218303,145.976248
519,72.903637,81.387212,125.638011,146.476887
520,180.816204,218.746562,126.071739,146.947379
521,176.237444,206.974264,126.067550,146.986921
522,136.536503,165.210522,125.127758,145.805284
523,80.644700,82.109673,124.693217,145.157677
524,164.875528,201.644828,125.316794,145.964161
525,135.498664,155.934857,124.384458,144.744226
526,166.452739,204.841360,123.930962,144.144004
527,91.994928,102.549484,123.659670,143.690631
528,117.271283,138.147484,124.331305,144.620321
529,114.310092,132.708436,124.528410,144.854918
530,68.472673,72.330169,124.643579,145.016797
531,94.368337,108.503610,124.819025,145.224207
532,132.120050,149.566899,125.603172,146.171855
533,110.508781,121.584379,125.550963,146.109246
534,146.575608,177.128896,125.604028,146.189655
535,139.109779,168.038101,124.790883,145.079486
536,102.138550,114.666642,124.283223,144.336767
537,153.063385,183.396786,124.741146,144.985025
538,131.200956,151.125981,124.625400,144.882984
539,149.856795,183.407405,124.250083,144.402782
540,119.778774,141.334078,124.284635,144.413231
541,78.010228,84.609036,124.575919,144.849900
542,73.600767,80.400605,124.608081,144.903745
543,68.999024,72.246413,124.918169,145.199706
544,90.740223,100.703275,125.531151,145.978547
545,145.749501,174.969939,125.728327,146.234325
546,113.789713,135.517339,125.273038,145.624365
547,211.155643,263.361947,125.367447,145.687483
548,118.091620,135.459851,124.741824,144.798081
549,87.708687,94.483218,124.636982,144.676452
550,88.409779,88.623777,125.105962,145.255965
551,176.002453,218.073615,125.729187,146.165534
552,107.378227,125.560153,125.296004,145.537392
553,107.635724,122.709525,125.594866,145.823042
554,123.347675,141.879291,126.834565,147.458515
555,120.577422,145.800394,126.960761,147.617754
556,89.931891,98.351355,127.069397,147.713684
557,195.074528,235.800794,127.576428,148.358794
558,113.890877,124.434643,126.821643,147.369795
559,104.895398,114.149255,127.063482,147.696464
560,145.643424,170.853648,127.373363,148.081644
561,108.770611,125.431548,127.278352,147.943415
562,126.103538,154.145032,127.109945,147.677642
563,119.298779,137.049681,126.769301,147.172204
564,110.696744,130.496512,126.766700,147.110824
565,114.830891,137.028352,126.818475,147.158463
566,158.171286,185.259908,127.521209,148.018943
567,133.661973,159.488543,126.851343,147.090799
568,120.165112,133.773528,127.077590,147.375447
569,119.261858,143.347324,127.319029,147.722500
570,119.521998,131.963617,127.081358,147.292684
571,90.122871,97.992483,127.507122,147.917104
572,124.850988,144.616853,128.760098,149.554200
573,120.573334,137.291811,128.662484,149.480286
574,188.510144,231.083692,128.413122,149.191025
575,98.120789,108.055809,127.410436,147.837697
576,157.423691,196.545420,127.850620,148.427890
577,132.935102,158.134030,127.710619,148.182006
578,158.743638,188.281601,128.163035,148.737587
579,124.805034,149.772995,127.742370,148.191322
580,118.516781,134.378131,127.665333,148.020942
581,102.528481,113.059899,128.276144,148.718686
582,101.728675,108.500590,128.581241,149.101076
583,111.641387,130.541313,128.868763,149.591848
584,148.203808,174.556497,129.151889,149.938623
585,107.477845,121.134439,128.317765,148.794149
586,142.266552,170.270354,128.661242,149.219963
587,137.880542,167.948534,128.187541,148.597827
588,148.562849,173.369991,127.996427,148.307762
589,188.155978,230.923576,127.673809,147.885398
590,136.169359,151.104000,126.567944,146.377116
591,187.034753,231.737805,126.942536,146.970492
592,136.842228,161.917200,126.774787,146.653085
593,153.060220,184.199759,126.339864,146.039976
594,84.789348,94.729663,125.774340,145.305027
595,151.494940,175.857954,126.136972,145.792949
596,140.895440,165.125295,125.487045,144.978919
597,96.921137,109.397439,125.556969,145.119296
598,148.218273,178.163473,127.025602,147.084817
599,110.240570,122.817136,126.734995,146.630256
600,149.879050,181.192520,127.318656,147.442386
601,145.373444,169.975932,126.939708,146.940931
602,165.611871,197.963748,127.196416,147.318105
603,172.061228,211.047341,126.932096,146.956851
604,97.365359,108.964267,126.563491,146.417414
605,132.406230,157.122620,126.719710,146.656800
606,126.110928,147.886932,126.582400,146.464418
607,109.317974,123.035308,125.911454,145.597925
608,142.445975,168.473426,126.617302,146.552713
609,68.287003,71.148394,126.207533,145.908640
610,134.695889,165.430050,126.679105,146.507964
611,116.093261,133.645762,126.150070,145.754304
612,74.667370,74.112197,126.201424,145.829304
613,133.571426,158.879647,126.416975,146.180092
614,66.565490,66.343350,126.610085,146.379421
615,118.543364,136.880774,127.827009,147.936434
616,122.505419,133.241134,128.256614,148.529863
617,70.330244,71.254133,127.963849,148.221182
618,193.403776,232.273630,128.794161,149.294200
619,116.276493,128.436462,127.783644,148.027185
620,180.397298,222.700720,127.359267,147.515211
621,82.258216,88.810557,127.365809,147.483448
622,93.082412,100.449832,127.541104,147.644123
623,143.002415,162.758132,127.668890,147.883599
624,71.641872,79.651280,127.721552,147.974087
625,90.149120,95.912660,128.112234,148.424364
626,139.323502,159.504120,128.281194,148.637249
627,159.158443,195.518453,128.268775,148.659267
