episode,regular_reward_mean_5seed_raw,ga_guided_reward_mean_5seed_raw,regular_reward_mean_5seed_smoothed_roll100,ga_guided_reward_mean_5seed_smoothed_roll100
1027,110.384834,117.068449,129.220157,144.358828
1028,124.856692,141.803939,129.970367,145.348560
1029,190.339090,224.478649,129.519968,144.794949
1030,137.433858,157.883876,128.849746,143.903994
1031,203.246915,237.662894,128.764051,143.801143
1032,110.863358,120.991661,127.865043,142.665141
1033,62.174124,66.011723,128.364735,143.251619
1034,185.521181,212.193297,128.992624,144.017307
1035,196.932308,231.376514,128.415304,143.388956
1036,168.409329,191.913595,128.150228,143.014443
1037,72.627025,79.203902,128.104358,142.956091
1038,82.973919,84.965586,128.620855,143.499206
1039,126.534895,139.191533,128.811701,143.756502
1040,173.263574,200.664584,128.882403,143.889632
1041,122.818017,140.575872,128.349818,143.191125
1042,136.457687,153.143350,128.339561,143.104174
1043,127.953781,144.465972,128.063772,142.777667
1044,178.838659,205.224176,127.737550,142.416130
1045,133.850349,147.754363,127.583487,142.254509
1046,100.800348,111.628880,127.848609,142.680495
1047,94.827579,102.576289,128.217454,143.101095
1048,141.885097,164.367970,128.034275,142.862017
1049,95.707749,101.683108,127.826766,142.520634
1050,136.189121,154.616543,127.880607,142.571926
1051,140.771423,152.664601,127.704394,142.344670
1052,132.922933,147.084128,127.301672,141.804924
1053,198.995091,227.601381,127.568492,142.107275
1054,168.163459,195.184064,126.666808,141.041613
1055,97.915385,108.032937,126.910577,141.277515
1056,97.887257,110.591710,127.211633,141.658895
1057,63.266529,60.298363,127.177422,141.477740
1058,182.618847,214.367175,127.811773,142.327739
1059,133.295841,149.066949,127.310153,141.721743
1060,164.444054,190.696741,127.378378,141.784318
1061,182.091469,212.835504,126.590357,140.764082
1062,135.169276,148.297109,125.897301,139.868624
1063,140.399066,162.075427,126.081072,140.085078
1064,163.042796,187.003698,125.662850,139.544513
1065,117.998454,129.933936,125.094901,138.724122
1066,202.122533,237.775611,124.824789,138.398178
1067,126.674332,142.760909,124.689537,138.127437
1068,77.103018,76.851729,124.527439,137.937240
1069,149.338151,162.556877,124.435205,137.842834
1070,84.704772,87.717154,124.058029,137.466115
1071,127.634861,140.639659,123.927276,137.292162
1072,76.469352,80.538396,123.588521,136.842709
1073,139.813688,157.322499,123.727263,136.985825
1074,140.815424,155.294094,123.773084,137.012278
1075,124.225193,126.759336,124.138210,137.448846
1076,178.328011,209.767062,123.947295,137.359990
1077,199.600454,236.272813,123.048144,136.210436
1078,85.382936,92.269855,122.215835,135.086070
1079,92.959737,98.241265,123.074913,136.041329
1080,137.822311,159.314661,124.470417,137.834007
1081,125.463777,140.722923,124.378250,137.668611
1082,117.566389,125.428036,124.405795,137.666559
1083,108.717284,120.200882,124.382339,137.738097
1084,93.532677,101.216719,124.433874,137.812621
1085,85.439784,89.143720,124.694099,138.100839
1086,86.080790,88.501655,125.359340,138.917235
1087,108.777869,122.363468,126.541902,140.409586
1088,176.978413,203.417496,126.756208,140.656623
1089,92.828948,97.734590,126.595254,140.464001
1090,146.845581,169.533287,126.543539,140.380546
1091,135.706054,146.492979,125.881793,139.531929
1092,171.015950,199.054073,125.636296,139.358884
1093,50.709666,48.108327,124.882283,138.355912
1094,73.565248,73.555309,126.151033,139.923931
1095,75.225551,78.325037,127.536310,141.664109
1096,131.291188,145.627592,127.718756,141.864174
1097,83.435840,92.388101,127.709643,141.840080
1098,81.163444,83.599384,128.274827,142.442097
1099,94.508844,94.287939,128.226256,142.406336
1100,123.323937,137.070045,128.398901,142.685203
1101,83.413296,91.036738,128.391902,142.643232
1102,85.775997,89.625267,129.112409,143.473283
1103,140.549836,156.675026,129.163534,143.564170
1104,170.026421,192.676368,129.317444,143.797803
1105,194.251865,226.055416,129.065440,143.494443
1106,128.374903,140.038002,128.437218,142.719228
1107,106.921873,114.110772,128.829186,143.231263
1108,143.842634,163.410333,129.178966,143.712184
1109,127.489101,141.997624,128.943365,143.403958
1110,132.587253,143.567148,128.608406,142.936315
1111,137.550200,158.257419,128.527702,142.811522
1112,160.027428,183.070544,127.980335,142.074064
1113,121.135269,133.264861,128.249873,142.379626
1114,128.797503,144.306807,128.456003,142.612174
1115,55.104818,53.009397,128.575707,142.772047
1116,144.544479,167.707618,129.130521,143.465527
1117,91.790035,92.675184,129.134897,143.400487
1118,144.832513,166.212805,129.406720,143.755492
1119,138.409851,153.455136,129.268867,143.547685
1120,131.541807,144.869091,128.712728,142.882415
1121,158.315413,179.907286,128.698770,142.892107
1122,172.613374,193.759722,128.021346,142.127148
1123,144.473134,162.428253,127.169160,141.120058
1124,115.422310,127.039589,126.794702,140.689677
1125,236.176313,278.307870,126.689250,140.546390
1126,89.004678,90.384624,125.565238,139.166713
1127,185.405841,216.041666,126.016208,139.829598
1128,79.816826,86.442834,125.236908,138.803306
1129,123.316853,135.383128,125.808541,139.433787
1130,128.864380,147.598788,125.720224,139.271709
1131,113.346154,124.062656,125.101228,138.471713
1132,160.832472,179.639423,125.147132,138.475012
1133,124.963053,142.580564,124.520175,137.747344
1134,127.789196,149.358186,124.204773,137.330154
1135,170.424747,193.925187,124.468286,137.559800
1136,163.822274,186.078480,124.085570,137.104481
1137,124.276771,133.515355,124.032863,137.039749
1138,102.058515,110.695183,123.512112,136.465823
1139,133.605088,152.504533,123.530008,136.428419
1140,120.005069,130.813928,124.028749,137.003394
1141,121.792347,131.880705,125.020990,138.211706
1142,108.878720,120.492640,124.353512,137.437492
1143,95.331626,108.312307,124.142197,137.145717
1144,163.432322,189.062114,124.506184,137.515513
1145,160.362564,190.352887,124.100837,137.031445
1146,137.684851,153.688935,123.631711,136.401804
1147,76.509674,78.668465,123.712894,136.435749
1148,121.134215,130.229695,123.569258,136.311762
1149,101.091849,106.812249,123.409788,136.191732
1150,118.567833,131.891028,123.919319,136.844071
1151,100.499199,98.689976,124.362824,137.332486
1152,159.604958,177.319195,124.477924,137.548232
1153,108.826659,121.035232,124.439319,137.531327
1154,192.540333,218.774221,124.593491,137.659540
1155,128.020994,146.170987,123.771444,136.633196
1156,94.466185,92.476196,123.846348,136.652119
1157,126.701582,145.298215,124.516219,137.595654
1158,132.456926,153.767640,124.284127,137.297298
1159,140.118268,155.324416,124.342295,137.322256
1160,85.641938,88.673119,123.985572,136.896267
1161,112.785874,123.289748,123.735604,136.592054
1162,153.546413,169.942475,123.949578,136.777305
1163,98.576905,108.018885,123.450917,136.181339
1164,106.247859,104.964646,123.515013,136.192893
1165,90.987286,97.339498,123.686715,136.538697
1166,188.597286,210.701501,123.466573,136.239825
1167,110.464539,123.741203,123.407336,136.262955
1168,67.879662,67.411194,123.383972,136.222052
1169,111.620556,124.884963,124.394745,137.474761
1170,71.629432,70.321844,124.590989,137.699201
1171,93.759347,95.694365,124.720568,137.854551
1172,90.343530,94.850031,124.367125,137.436941
1173,144.395809,159.967760,124.678886,137.834118
1174,177.328047,198.950940,124.481858,137.564076
1175,105.133693,117.873682,123.786796,136.731970
1176,88.412911,94.811626,124.067714,137.026689
1177,116.369499,123.836286,124.759108,137.801149
1178,171.290812,187.795688,125.210216,138.436772
1179,232.510110,277.509060,124.237610,137.308075
1180,128.605607,142.775147,123.099007,135.819858
1181,128.218293,140.517705,123.122697,135.852555
1182,115.220736,132.581843,123.096098,135.802764
1183,113.870843,127.653276,123.566030,136.314804
1184,119.555170,130.038527,123.854107,136.587887
1185,151.963915,170.783279,124.195398,137.003137
1186,204.336959,237.736811,124.140007,136.935459
1187,130.208453,147.067133,122.932558,135.424407
1188,160.882997,184.155321,122.575932,134.912648
1189,87.657449,89.389038,122.880536,135.262386
1190,80.671041,84.671591,123.446998,135.984664
1191,111.156303,129.188520,123.755367,136.384896
1192,95.614625,98.756863,124.542477,137.296897
1193,177.584714,204.910173,124.988440,137.861342
1194,212.092953,247.573108,124.227359,136.868243
1195,93.470141,98.331568,123.240535,135.647683
1196,130.379913,143.218171,122.923210,135.313880
1197,139.954233,152.589859,122.871619,135.238721
1198,76.306298,80.023282,122.692809,135.000033
1199,111.773395,122.174600,123.476006,135.939125
1200,122.623990,132.872958,123.485936,135.892673
1201,155.463995,174.041824,123.640830,136.066893
1202,90.888506,98.713948,122.972640,135.282894
1203,155.940859,180.038399,122.570003,134.783188
1204,144.826017,162.340280,121.941056,133.983414
1205,131.429619,148.533924,121.913570,133.966053
1206,167.571746,191.241512,121.423097,133.356129
1207,141.899904,162.202882,120.829903,132.609121
1208,120.282498,132.587788,120.447459,132.085987
1209,93.993219,95.233248,119.873631,131.399326
1210,124.516827,131.087932,121.357275,133.290965
1211,82.813535,84.511615,121.087305,133.011700
1212,186.981194,213.626693,121.109500,133.048131
1213,141.748311,156.519660,120.876234,132.743640
1214,140.767908,160.294140,120.193521,131.958324
1215,110.586138,122.357408,120.219486,131.976827
1216,144.982112,161.203607,119.923752,131.568936
1217,118.972386,128.175617,119.458293,131.068878
1218,131.047179,145.432152,120.524098,132.363809
1219,82.795960,86.928160,119.805976,131.521628
1220,130.145941,145.838229,119.996188,131.734081
1221,90.573056,103.411369,120.183789,131.977482
1222,87.394734,93.050751,119.860407,131.543683
1223,107.027407,119.390124,120.648773,132.507596
1224,104.877073,112.710963,120.831898,132.661699
1225,123.775114,140.340159,120.827727,132.645901
1226,134.101700,156.673091,120.359153,131.980707
1227,107.475828,113.412475,119.957752,131.416998
1228,136.980151,149.490914,119.922088,131.408173
1229,114.485103,119.175311,119.724102,131.226195
1230,66.964765,67.599189,120.080741,131.653021
1231,117.936551,124.392635,120.257062,131.872962
1232,98.136812,106.872600,121.510221,133.401329
1233,93.422841,100.861534,121.662945,133.603337
1234,154.140505,172.322789,121.650345,133.514498
1235,132.153151,148.393348,121.723180,133.589158
1236,158.551608,179.605235,121.600246,133.427650
1237,72.201625,76.122747,121.230128,132.978686
1238,103.848142,106.954753,121.604187,133.372616
1239,183.479198,210.002026,121.170324,132.919806
1240,219.229124,251.645143,119.966119,131.448748
1241,55.044599,54.459317,118.545756,129.743621
1242,87.747171,91.315160,118.558415,129.728215
1243,131.730391,145.291886,119.723321,131.189351
1244,122.897576,140.655352,119.207722,130.581549
1245,113.449919,127.388785,119.581672,130.931360
1246,145.803174,157.083395,119.168395,130.368544
1247,62.146126,66.269812,119.400241,130.695714
1248,105.187170,118.226671,120.022626,131.424474
1249,152.044954,172.046109,120.220851,131.667638
1250,162.918390,180.732608,119.434789,130.666679
1251,112.009150,120.264525,119.051430,130.265085
1252,155.744415,175.628668,119.669174,130.950197
1253,124.243871,133.856622,120.263862,131.652151
1254,110.335624,116.139813,120.703894,132.203593
1255,135.511460,148.063224,120.444306,131.916060
1256,161.453268,186.829746,119.950761,131.367057
1257,103.492416,115.462606,119.564450,130.799612
1258,138.273722,156.263380,119.772507,130.953122
1259,104.445937,112.725558,120.171371,131.369126
1260,60.645120,58.251792,119.898915,131.025061
1261,134.183279,141.814827,120.241730,131.441202
1262,103.680345,110.345974,120.102616,131.289631
1263,104.986483,109.174245,121.026296,132.410380
1264,123.418082,139.545057,121.597532,133.148482
1265,68.973025,67.452234,120.984861,132.401586
1266,182.673589,213.014503,121.877886,133.523028
1267,108.128195,119.650973,121.134894,132.524505
1268,168.956961,192.682096,121.488071,132.910838
1269,131.244939,147.328975,121.398466,132.778908
1270,84.587345,85.856753,121.525252,132.889803
1271,58.415031,53.933406,121.671054,133.135449
1272,121.519622,134.567761,122.135119,133.759145
1273,124.692983,132.963535,122.192690,133.819046
1274,107.821895,115.740370,123.077439,134.941475
1275,133.225499,147.345527,123.718834,135.649708
1276,157.552243,172.257610,123.265202,135.087241
1277,161.480299,187.398674,122.857742,134.629844
1278,74.030224,74.925922,122.764346,134.412461
1279,118.649854,128.687395,123.892676,135.748862
1280,130.974556,146.044881,123.567324,135.361287
1281,125.558428,135.538603,123.599314,135.424211
1282,162.213914,183.785762,123.516977,135.348421
1283,142.678570,154.961644,123.659994,135.490666
1284,153.684256,171.563473,123.614230,135.494960
1285,146.424862,164.015538,123.070916,134.861868
1286,83.592034,86.631546,122.591894,134.279034
1287,94.545887,95.891233,123.257732,135.051885
1288,191.343328,219.129172,123.731362,135.695125
1289,144.303625,161.616802,123.400517,135.243151
1290,111.507947,124.694793,122.872789,134.613955
1291,189.867302,220.388591,123.045351,134.809536
1292,140.210929,155.201419,122.046249,133.503180
1293,101.476674,105.600291,121.739780,133.139210
1294,113.410564,125.517075,122.220068,133.781454
1295,61.737628,64.951307,121.747364,133.159044
1296,125.220763,135.702245,122.669828,134.249390
1297,122.073285,128.721004,123.150340,134.879587
1298,154.625942,173.932495,122.934085,134.655871
1299,112.766441,117.529444,122.100436,133.639221
1300,138.113356,150.294982,122.391793,134.001089
1301,88.645043,95.641899,123.464236,135.291747
1302,50.624814,48.743322,123.495446,135.269818
1303,93.046116,100.061037,125.004973,137.074467
1304,142.077382,160.604117,125.755633,137.958152
1305,82.382402,87.541576,126.140355,138.367634
1306,108.252302,116.540713,126.116345,138.334633
1307,103.655528,109.889427,126.321616,138.594920
1308,62.899701,63.921684,127.343315,139.795150
1309,242.357629,284.397140,127.406423,139.857333
1310,97.519817,103.161495,125.649192,137.722407
1311,85.033011,88.154654,126.857545,139.139153
1312,163.654609,183.177605,126.607800,138.860365
1313,73.477039,77.988130,125.883060,137.961986
1314,143.364335,162.144434,126.339619,138.511958
1315,81.012732,81.568250,126.477395,138.651730
1316,98.436298,111.197817,126.692083,138.982769
1317,225.552862,257.668727,126.522667,138.730266
1318,59.234936,61.214066,124.993235,136.856117
1319,101.817160,108.173415,125.941380,137.988744
1320,148.906048,170.178349,126.416060,138.527878
1321,58.234917,60.031518,125.721478,137.673971
1322,166.231242,189.442037,126.391198,138.443523
1323,125.339924,134.800402,126.531440,138.602956
1324,104.459954,111.131137,125.747753,137.722804
1325,76.917807,73.820838,125.784082,137.715837
1326,93.961517,100.302102,126.071085,138.109557
1327,103.909442,112.530025,126.559564,138.650766
1328,117.181601,131.293098,126.566436,138.624416
1329,150.148993,161.857915,127.215585,139.367868
1330,84.596803,89.593254,127.346956,139.562222
1331,243.252470,277.229407,127.644228,139.922524
1332,113.409276,127.073339,126.625044,138.718495
1333,92.162844,91.977683,126.865803,138.917739
1334,161.423998,179.788767,127.684228,139.989104
1335,119.859708,132.242577,127.739605,140.089409
1336,121.539817,134.708785,128.084154,140.470030
1337,109.607488,115.515734,128.252168,140.680768
1338,60.461872,61.673758,128.533423,141.078198
1339,63.058712,62.896290,129.728511,142.471512
1340,77.192820,81.132447,131.001535,144.012970
1341,56.310499,52.918647,131.258593,144.310757
1342,204.237812,237.428779,131.584025,144.780312
1343,80.170492,84.511726,130.601118,143.564099
1344,160.292526,175.636383,130.778084,143.757920
1345,72.122198,71.107219,130.466473,143.418670
1346,168.987793,189.800378,130.914305,143.968118
1347,124.384595,139.145847,130.864990,143.854042
1348,125.009658,142.543049,130.294021,143.133568
1349,73.438847,71.950245,130.081951,142.858212
1350,124.582407,140.573210,130.998028,143.967981
1351,173.783573,188.775741,131.210544,144.140676
1352,215.213208,245.824027,130.694487,143.597215
1353,168.247073,189.000806,129.333704,141.931231
1354,84.376880,87.386578,128.914462,141.445220
1355,86.156959,93.162904,129.825910,142.538850
1356,122.822099,130.085225,129.969957,142.704794
1357,124.298159,130.813596,130.838276,143.801413
1358,178.160146,197.863773,130.840169,143.804761
1359,77.200276,78.319052,129.990579,142.794271
1360,94.926625,99.865907,130.729146,143.654939
1361,120.271881,126.657757,131.127307,144.180703
1362,196.048332,222.420874,130.569070,143.553302
1363,162.110085,182.984445,130.095707,142.959588
1364,62.150964,64.855430,130.480129,143.367610
1365,158.275616,179.596475,131.826403,144.940986
1366,108.374388,113.162125,131.702816,144.736645
1367,143.445890,158.284294,132.206650,145.385407
1368,159.996389,179.489098,132.270938,145.420817
1369,143.923561,158.418473,131.582421,144.584282
1370,99.167556,110.421388,131.762854,144.790329
1371,104.821503,116.302990,132.156949,145.200003
1372,127.276720,140.557853,132.289241,145.299023
1373,213.167895,245.206438,133.509396,146.733168
1374,171.961408,186.563678,132.394361,145.332041
1375,87.862268,91.098829,131.394496,144.194879
1376,116.806320,126.517901,132.047607,145.001010
1377,152.140641,165.660367,132.980988,146.147314
1378,186.863228,208.566050,132.332215,145.404677
1379,86.114677,89.929840,131.360476,144.274365
1380,134.173539,152.337313,131.524512,144.418372
1381,117.324692,127.959604,131.234842,144.045830
1382,176.515630,198.010223,131.532411,144.386945
1383,138.102209,155.391070,131.917475,144.871155
1384,99.352802,108.254306,131.617281,144.437145
1385,98.522692,105.732085,131.505499,144.272274
1386,150.175902,163.916687,131.555883,144.365827
1387,141.908836,160.215235,131.153993,143.911576
1388,158.258819,173.931747,130.827818,143.502665
1389,91.530809,98.697170,131.285504,144.050425
1390,128.764137,144.252946,131.637924,144.399226
1391,89.957152,89.752949,131.295349,143.920041
1392,109.563985,118.804411,130.867101,143.460342
1393,149.505552,169.824740,131.892870,144.678886
1394,66.140124,63.276050,131.272283,143.923779
1395,153.984054,173.985975,131.589146,144.314225
1396,173.271964,198.721937,131.953408,144.699186
1397,100.447723,106.349389,132.038138,144.707048
1398,71.261115,72.267513,131.740999,144.362012
1399,141.902092,153.716189,132.481180,145.151430
1400,245.357709,279.360755,132.043740,144.684173
1401,91.765984,93.449077,131.577942,144.080828
1402,201.577527,229.208148,131.196942,143.660798
1403,168.112067,188.429553,130.536734,142.839243
1404,180.549607,201.552376,130.965263,143.299277
1405,79.981423,84.241412,130.488021,142.698586
1406,128.779428,142.569456,130.826440,143.053265
1407,205.825361,229.912455,130.824513,143.029712
1408,69.210587,70.139918,130.267962,142.392517
1409,66.634513,70.904596,131.513788,143.832299
1410,218.355061,244.836078,132.201057,144.592390
1411,60.058568,60.275802,131.216945,143.402949
1412,91.180535,93.339742,131.824214,144.102882
1413,119.132962,132.985341,131.942954,144.285083
1414,157.141906,176.121606,131.615577,143.800289
1415,102.481560,114.672172,131.216172,143.281558
1416,81.494752,85.947486,131.106605,143.114607
1417,72.609614,70.253817,131.706170,143.759074
1418,154.049449,174.476844,132.029053,144.139081
1419,149.285150,162.086728,132.018913,144.027124
1420,79.447853,84.787673,131.962397,143.944509
1421,125.206960,136.986733,132.182816,144.169047
1422,180.255433,205.385331,132.924567,145.010451
1423,46.971235,46.785161,132.206999,144.123517
1424,108.092794,110.434440,132.771157,144.753831
1425,105.618082,113.192871,133.292813,145.411664
1426,142.809470,154.422999,133.502815,145.610390
1427,104.596682,109.895075,133.297580,145.350317
1428,182.096497,205.638250,133.321182,145.389136
1429,163.286086,181.293341,132.445644,144.263937
1430,114.323975,125.623456,132.407291,144.265269
1431,141.334096,156.826524,132.531351,144.355289
1432,137.485183,146.997756,132.593673,144.354759
1433,174.005272,199.114131,132.776118,144.598130
1434,166.961754,189.819298,132.882025,144.641614
1435,154.314592,170.304678,132.523277,144.148366
1436,138.341173,155.782558,132.373533,143.947018
1437,137.733006,155.258697,132.697327,144.278662
1438,179.970723,201.005226,132.877924,144.444411
1439,190.361115,217.042025,132.224387,143.637885
1440,102.898561,110.911164,132.084360,143.386027
1441,88.853690,99.874123,132.532880,143.860142
1442,105.947105,115.807546,133.051435,144.371614
1443,97.867128,103.893776,133.331262,144.651685
1444,129.131408,141.711393,133.419581,144.734617
1445,116.905394,126.052041,133.055495,144.291302
1446,164.056349,178.392766,133.064467,144.230974
1447,67.287668,67.098469,132.692529,143.836802
1448,103.802614,115.007423,132.518234,143.647082
1449,165.046549,182.927170,132.806734,143.892082
1450,145.834043,157.842660,132.959212,144.089059
1451,122.177843,134.429648,132.739243,143.805536
1452,79.134931,79.225664,132.803452,143.827467
1453,126.322877,140.399701,132.664239,143.672187
1454,175.521681,196.749577,132.597838,143.511989
1455,100.561673,109.757326,132.697838,143.654139
1456,209.654004,239.747079,132.476793,143.342918
1457,124.487486,131.148460,131.513223,142.158305
1458,93.201084,96.814708,132.419288,143.281926
1459,151.056953,164.385836,133.398112,144.455102
1460,134.742772,152.442369,133.014437,144.025203
1461,64.448212,63.917602,132.872949,143.823248
1462,148.711955,163.049521,133.725062,144.800518
1463,200.552334,223.786607,133.543128,144.558910
1464,196.778324,222.193025,132.574462,143.357141
1465,145.916997,159.162408,132.557471,143.281248
1466,158.757729,178.038336,132.592864,143.328937
1467,149.874747,161.825272,131.921273,142.472618
1468,91.144648,95.835561,131.493707,141.986557
1469,161.966883,179.023202,131.491989,141.965784
1470,138.577019,151.388764,131.476823,141.925384
1471,118.050678,126.205036,131.642844,142.109126
1472,249.292248,283.972308,131.757371,142.250500
1473,101.664400,105.093802,130.201221,140.419556
1474,71.974901,72.847478,130.607175,140.941456
1475,153.173368,171.711888,130.878387,141.223697
1476,210.144419,241.148301,130.702835,141.010709
1477,87.263335,91.396673,130.290383,140.462549
1478,89.689298,95.534833,130.816307,141.077984
1479,102.518302,104.330608,131.008245,141.295201
1480,105.206524,115.083050,131.683731,142.156177
1481,147.081627,162.071134,131.838477,142.281526
1482,215.022059,246.431163,131.853918,142.252660
1483,108.082785,111.990133,131.247858,141.502327
1484,88.174605,91.767217,131.255394,141.512587
1485,103.561075,115.087349,131.699342,141.992181
1486,109.986904,118.491584,131.684366,141.922234
1487,109.291337,119.324125,131.918561,142.231641
1488,204.027405,228.707758,132.126284,142.419908
1489,126.772879,133.577308,131.793944,142.019874
1490,94.506633,96.334378,131.189655,141.350526
1491,47.132265,43.783064,131.592570,141.816032
1492,212.140957,240.658858,132.413230,142.792886
1493,87.446821,94.314008,132.586000,142.908738
1494,97.826399,102.320614,132.517814,142.761336
1495,190.410283,212.482096,133.114823,143.427258
1496,181.744988,199.508189,132.784748,142.979492
1497,70.733786,71.845748,131.840835,141.845216
1498,145.279224,151.209347,132.477201,142.580444
1499,98.158145,106.990450,132.189647,142.300601
1500,198.777816,219.026292,132.310125,142.429481
1501,53.666014,51.446077,132.015779,142.076026
1502,135.556707,147.052602,132.391557,142.459915
1503,210.965006,234.432994,132.327403,142.396271
1504,132.825388,141.483273,131.975500,141.955844
1505,113.823386,119.709305,132.224019,142.236510
1506,128.586677,140.214138,132.862336,142.999380
1507,150.170237,166.192995,132.839702,142.966247
1508,193.793229,214.118058,132.980332,143.138848
1509,135.361431,146.913741,132.411196,142.483430
1510,119.943858,125.891941,132.681083,142.773905
1511,120.785463,130.269131,132.175299,142.195496
1512,103.054533,111.559874,131.663274,141.567923
1513,86.395208,84.505931,131.584036,141.418533
1514,117.201422,124.248494,131.723627,141.620354
1515,91.524824,97.977052,131.609921,141.478966
1516,141.451291,150.394207,132.212017,142.216381
1517,104.897923,108.254544,132.920835,143.053087
1518,153.035414,163.281076,133.185059,143.354850
1519,143.633566,153.825236,132.617424,142.727718
1520,101.489821,107.241445,132.420764,142.463007
1521,199.381976,221.127190,133.479634,143.698104
1522,108.498624,116.691895,132.440045,142.417535
1523,103.387048,109.816586,132.499232,142.435702
1524,160.258439,176.217764,132.933902,142.897995
1525,126.618286,133.065398,132.372064,142.170424
1526,122.285998,128.415708,132.515441,142.392837
1527,106.956862,113.777054,132.179405,142.038147
1528,94.542695,93.118353,132.421928,142.328420
1529,159.450811,181.426475,132.659848,142.713692
1530,126.729958,134.625512,132.841035,142.843601
1531,147.566288,156.773536,132.834531,142.839866
1532,155.729644,171.334770,132.794850,142.867903
1533,184.596003,203.462543,132.717358,142.780144
1534,131.086939,140.494572,132.309242,142.275945
1535,139.340143,150.169795,132.687544,142.778413
1536,170.720614,188.947001,133.037519,143.223398
1537,155.792701,171.833632,132.581124,142.698070
1538,114.617062,120.352607,132.948687,143.102952
1539,176.358398,191.856223,132.990487,143.151422
1540,147.750511,158.322672,132.950501,143.161283
1541,140.709267,151.021341,132.255697,142.318981
1542,133.929762,143.814623,131.875276,141.883809
1543,106.699001,112.186917,132.152058,142.214969
1544,92.722848,97.379963,132.537326,142.632292
1545,117.802591,120.019220,133.447140,143.681624
1546,126.862508,138.975529,133.435637,143.738634
1547,49.858216,48.126455,133.657906,143.968397
1548,132.652620,139.507462,134.069898,144.438031
1549,180.294350,202.624864,133.465571,143.744600
1550,123.837159,129.490402,133.044162,143.171051
1551,128.598667,136.622683,133.632715,143.928691
1552,65.213661,63.697716,133.306869,143.556115
1553,119.682758,124.379878,134.281185,144.731826
1554,185.521752,210.964603,134.331230,144.783887
1555,78.457125,78.635220,133.395813,143.581566
1556,113.297005,121.285753,134.392619,144.765042
1557,215.093968,243.510566,134.011091,144.276903
1558,191.083463,214.132339,133.717750,143.906042
1559,112.689459,121.395874,133.131032,143.126500
1560,120.593999,132.246906,133.165523,143.147847
1561,149.659492,161.644641,133.240297,143.149435
1562,130.518637,138.888699,132.952554,142.780135
1563,103.685725,103.609656,132.919413,142.722267
1564,195.079183,214.603723,133.659208,143.656683
1565,149.456267,163.931388,132.655667,142.495798
1566,91.598619,92.406366,133.138576,143.025737
1567,107.118195,113.219181,133.879978,143.957873
1568,90.972891,93.758228,134.113049,144.204209
1569,160.450271,174.983219,134.761634,144.970034
1570,155.179059,169.762955,134.519803,144.720111
1571,129.503386,140.342521,134.074376,144.185071
1572,93.677230,100.877895,134.527065,144.716314
1573,142.259837,157.283777,134.935393,145.142413
1574,99.096132,101.071553,134.326915,144.387968
1575,135.618111,150.413134,134.378091,144.429114
1576,168.899249,186.332286,134.255122,144.257629
1577,139.855754,152.940195,133.577252,143.384709
1578,108.883067,117.256481,134.326600,144.229230
1579,170.066926,190.428227,134.990082,144.941016
1580,120.681085,127.617974,134.756304,144.588027
1581,148.625771,159.184456,134.865717,144.696260
1582,154.416009,171.397874,134.994548,144.829480
1583,108.836431,113.016195,134.624219,144.322977
1584,132.569345,139.726626,135.681769,145.566368
1585,102.063523,108.092647,135.237086,145.110636
1586,133.406441,149.432291,135.690408,145.617997
1587,130.063635,138.150835,135.675629,145.518935
1588,170.793333,188.704279,135.659572,145.456152
1589,66.343982,66.642584,135.020548,144.673201
1590,134.798205,142.884883,136.657682,146.545866
1591,129.198171,141.468485,137.069704,147.060251
1592,229.418037,252.244089,137.259103,147.227505
1593,80.628187,79.573802,136.096406,145.887094
1594,157.527300,168.912803,137.410618,147.391019
1595,157.402770,167.705493,137.535539,147.553711
1596,87.353695,86.080620,138.092041,148.248043
1597,134.370420,145.368513,138.580092,148.836012
1598,116.523802,123.225042,138.489183,148.728399
1599,110.205955,119.878428,138.586240,148.869043
1600,169.343188,183.680824,139.354821,149.729028
1601,91.243852,89.834986,139.543341,149.981615
1602,129.141280,140.688256,139.841196,150.339685
1603,175.774674,190.390236,139.904853,150.405533
1604,157.677349,169.549856,139.657379,150.110567
1605,177.655044,195.996311,139.583341,150.006708
1606,126.323325,136.900875,139.802229,150.254504
1607,164.233235,183.453052,139.590299,149.967297
1608,136.879584,148.576315,139.665708,150.025560
1609,162.350166,175.961188,139.022253,149.239358
1610,69.365394,68.051086,139.007883,149.242037
1611,69.583037,67.511831,138.927866,149.181965
1612,95.130720,96.620831,139.356239,149.706736
1613,100.354284,104.688011,139.463271,149.824300
1614,105.830816,110.109769,140.152231,150.659073
1615,151.734387,171.718560,140.213766,150.719299
1616,212.333161,234.064733,139.800787,150.171763
1617,131.320278,138.430886,139.129544,149.388722
1618,96.271983,100.567909,138.900513,149.146825
1619,123.967478,127.354060,138.970438,149.156944
1620,207.376882,230.751143,139.100407,149.350687
1621,95.423064,93.070288,138.359309,148.460844
1622,114.417345,118.508620,138.163470,148.262853
1623,146.854050,156.045872,139.072334,149.349284
1624,104.074608,103.460705,138.983456,149.192634
1625,140.955984,155.306651,138.905268,149.080628
1626,88.682387,92.946723,138.746968,148.868985
1627,131.209142,142.804358,139.192663,149.302144
1628,118.334747,131.645536,139.278022,149.351884
1629,177.569447,194.417452,139.748842,149.810682
1630,126.079625,134.251986,139.255677,149.188936
1631,143.598152,159.577210,139.755473,149.764805
