L,candidate_space,optimizer,n_decisions,mean_decision_s,median_decision_s,p95_decision_s,mean_obj_gap,agreement_rate
1,6,ENUM,47196,3.925729272232762e-05,3.8468046113848686e-05,4.164804704487324e-05,0.0,1.0
1,6,GA,47196,0.02004781057936883,0.019247815012931824,0.026623842073604465,0.0,1.0
1,6,PSO,47196,0.0014311648143215195,0.0014162370935082436,0.0015112939290702343,1.0513114165968576e-06,0.9999152470548351
