scenario_id,return_period,duration_min,quartile,seed,model,max_level_m,n_switches,n_intervals_100,n_intervals_170,n_dryrun_proxy,cum_reward,overflow_flag,inference_time_s,swmm_time_s,total_time_s
20yr_0060m_h225,20,0060,,1,PSO-w10.27,9.629644054095497,10,57,36,0,31.76633999010509,0,,,0.14562914497219026
30yr_0060m_h214,30,0060,,1,PSO-w10.27,9.627774945836554,10,62,39,0,32.11579108690845,0,,,0.12991092982701957
20yr_0180m_h435,20,0180,,1,PSO-w10.27,9.475190826956968,10,114,60,0,64.14282569020597,0,,,0.2582562090829015
50yr_0360m_h678,50,0360,,1,PSO-w10.27,9.463857336587315,10,251,69,0,109.99689406944205,0,,,0.442353897029534
10yr_0180m_h385,10,0180,,1,PSO-w10.27,9.390187228646658,10,123,38,0,62.10592586258508,0,,,0.2856892959680408
20yr_1440m_h1149,20,1440,,1,PSO-w10.27,9.308549037364445,10,349,25,0,381.96271352302733,0,,,1.7153780350927263
20yr_0060m_h216,20,0060,,1,PSO-w10.27,9.31234060046282,10,59,36,0,31.64394468757201,0,,,0.15641691582277417
10yr_0240m_h515,10,0240,,1,PSO-w10.27,9.309942705053464,10,146,38,0,77.14068380245713,0,,,0.43609614996239543
20yr_0120m_h366,20,0120,,1,PSO-w10.27,9.381203273336906,10,86,54,0,48.926267989605115,0,,,0.18620881205424666
10yr_1080m_h1061,10,1080,,1,PSO-w10.27,9.30112235163537,20,261,51,0,290.38219321738325,0,,,1.4014725498855114
100yr_0720m_h964,100,0720,,1,PSO-w10.27,9.286371532658052,26,354,94,0,201.58681418751414,0,,,0.8483598912134767
100yr_0540m_h862,100,0540,,1,PSO-w10.27,9.320014009617317,18,324,98,0,156.1260855544596,0,,,0.6495239678770304
30yr_0720m_h988,30,0720,,1,PSO-w10.27,9.281365684537668,20,335,52,0,202.06906445483276,0,,,0.8417358670849353
100yr_1440m_h1202,100,1440,,1,PSO-w10.27,9.276228406103005,28,439,76,0,385.854237414565,0,,,1.8707249050494283
10yr_0180m_h429,10,0180,,1,PSO-w10.27,9.4805400969849,10,110,44,0,62.4978923418176,0,,,0.25437899283133447
80yr_0240m_h578,80,0240,,1,PSO-w10.27,9.423873684042228,10,170,90,0,81.67960680832525,0,,,0.3589850931894034
80yr_1440m_h1188,80,1440,,1,PSO-w10.27,9.268740506679409,28,415,75,0,384.4946301615789,0,,,1.698468070011586
80yr_0720m_h952,80,0720,,1,PSO-w10.27,9.31708300949082,18,356,65,0,199.95957594979728,0,,,0.8602260171901435
100yr_0240m_h602,100,0240,,1,PSO-w10.27,9.33163778938697,10,176,94,0,77.24194880176144,0,,,0.3844000950921327
100yr_0240m_h549,100,0240,,1,PSO-w10.27,9.359848039233192,10,197,88,0,82.44535259522827,0,,,0.3888893520925194
100yr_0120m_h322,100,0120,,1,PSO-w10.27,10,10,111,70,0,51.55407268990673,1,,,0.2816709750331938
100yr_0180m_h465,100,0180,,1,PSO-w10.27,9.304050707332472,10,137,86,0,66.21473060091898,0,,,0.24707809393294156
30yr_0240m_h619,30,0240,,1,PSO-w10.27,9.369727464152689,10,151,76,0,77.80991368766644,0,,,0.3118276419118047
50yr_0240m_h616,50,0240,,1,PSO-w10.27,9.343094506467654,10,159,84,0,77.66068623352183,0,,,0.359013648936525
50yr_1080m_h1083,50,1080,,1,PSO-w10.27,9.272891004455182,28,346,81,0,291.6496670885363,0,,,1.1872872719541192
100yr_0240m_h585,100,0240,,1,PSO-w10.27,9.465724323434095,10,176,97,0,82.61778826025349,0,,,0.3189967500511557
100yr_0120m_h277,100,0120,,1,PSO-w10.27,9.542136228392943,10,129,66,0,49.985065928655075,0,,,0.19608276500366628
10yr_0360m_h672,10,0360,,1,PSO-w10.27,9.334937195143086,10,169,42,0,107.08516982444891,0,,,0.4431528327986598
80yr_0060m_h246,80,0060,,1,PSO-w10.27,9.660985582069898,10,72,45,0,32.997727437207,0,,,0.13269660784862936
20yr_0240m_h588,20,0240,,1,PSO-w10.27,9.419021564611109,10,138,66,0,78.86933818171273,0,,,0.31881152000278234
