model,n_seeds,max_level_m_mean,max_level_m_std,max_level_m_ci95_half,max_level_m_ci95_lo,max_level_m_ci95_hi,n_switches_mean,n_switches_std,n_switches_ci95_half,n_switches_ci95_lo,n_switches_ci95_hi,n_intervals_100_mean,n_intervals_100_std,n_intervals_100_ci95_half,n_intervals_100_ci95_lo,n_intervals_100_ci95_hi,n_intervals_170_mean,n_intervals_170_std,n_intervals_170_ci95_half,n_intervals_170_ci95_lo,n_intervals_170_ci95_hi,n_dryrun_proxy_mean,n_dryrun_proxy_std,n_dryrun_proxy_ci95_half,n_dryrun_proxy_ci95_lo,n_dryrun_proxy_ci95_hi,cum_reward_mean,cum_reward_std,cum_reward_ci95_half,cum_reward_ci95_lo,cum_reward_ci95_hi,overflow_flag_mean,overflow_flag_std,overflow_flag_ci95_half,overflow_flag_ci95_lo,overflow_flag_ci95_hi,scope
GA-guided,5,9.999697545174113,0.0004752181331725927,0.0005900612472540114,9.99910748392686,10.000287606421367,0.0382962962962963,0.050117557276119336,0.06222916654767261,-0.02393287025137631,0.1005254628439689,0.07777777777777779,0.0799296672999309,0.09924579027472905,-0.021468012496951253,0.17702356805250685,0.006222222222222222,0.011950974385032991,0.014839094637350864,-0.008616872415128641,0.021061316859573086,0.021259259259259262,0.03419623833186017,0.042460238010666396,-0.021200978751407133,0.06371949726992565,189.36245999023035,0.009687494321799769,0.012028612932182187,189.35043137729818,189.37448860316252,0.9997777777777778,0.0003312693299999544,0.00041132520077002635,0.9993664525770077,1.0001891029785477,overall
GA-only,5,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.3666666666667,0.0,0.0,189.3666666666667,189.3666666666667,1.0,0.0,0.0,1.0,1.0,overall
PSO-guided,5,10.0,0.0,0.0,10.0,10.0,0.06259259259259259,0.11633226619954623,0.14444558676943345,-0.08185299417684086,0.20703817936202604,6.450888888888889,14.363375988751343,17.83448685789697,-11.38359796900808,24.28537574678586,0.0,0.0,0.0,0.0,0.0,0.004,0.008944271909999158,0.011105780420791193,-0.007105780420791193,0.015105780420791193,189.61268217366177,0.5524079482515117,0.6859050616655115,188.92677711199624,190.2985872353273,1.0,0.0,0.0,1.0,1.0,overall
PSO-only,5,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.3666666666667,0.0,0.0,189.3666666666667,189.3666666666667,1.0,0.0,0.0,1.0,1.0,overall
Regular,5,9.998047448760882,0.0031153613595658425,0.003868232041568046,9.994179216719314,10.001915680802451,1.7513333333333332,2.091290378167553,2.5966799723605907,-0.8453466390272575,4.348013305693923,88.83466666666666,61.83320297513795,76.77606202785482,12.058604638811843,165.61072869452147,4.632,9.371733265692754,11.636543796779307,-7.004543796779307,16.268543796779305,0.10051851851851852,0.19911301944632237,0.24723146782014493,-0.14671294930162643,0.34774998633866344,192.7886733164913,2.413024263380353,2.9961653546315477,189.79250796185974,195.78483867112286,0.9976296296296295,0.003727700041506984,0.004628550937641908,0.9930010786919876,1.0022581805672715,overall
